# stan_version_major = 2
# stan_version_minor = 29
# stan_version_patch = 0
# model = model_f26f5fbf43_model
# start_datetime = 2023-08-27 21:49:42 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       num_cross_chains = 1 (Default)
#       cross_chain_window = 100 (Default)
#       cross_chain_rhat = 1.05 (Default)
#       cross_chain_ess = 200 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = /tmp/RtmpfD8nSs/standata-f2632c2df3.json
# init = 2 (Default)
# random
#   seed = 949436583
# output
#   file = /home/jrun/Conhecimentos-TPACK/chains/model/model_0468bb5407fbaa407fffd48330a4259e-202308272149-2-89392f.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = /home/jrun/Conhecimentos-TPACK/chains/model/model_0468bb5407fbaa407fffd48330a4259e-profile-202308272149-2-78264e.csv
# num_threads = 8 (Default)
# stanc_version = stanc3 2c6fa27
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,b.1,b.2,b.3,b.4,b.5,b.6,b.7,b.8,b.9,b.10,b.11,b.12,b.13,b.14,Intercept,sigma,b_Intercept
-408410,0.941061,0.334714,3,15,0,408419,-0.181,-0.33002,0.690379,-0.189223,0.0383691,0.170632,0.201672,0.646694,2.66561,1.01135,1.97107,-0.587129,-0.441845,-1.2018,45.0384,14.3879,42.5563
-408403,1,0.334714,3,7,0,408414,-0.146799,-0.439527,0.656062,-0.17346,-0.0632081,-0.069892,0.195183,0.706376,2.91385,1.04768,1.60893,-1.11626,-0.65432,-1.02683,45.1555,14.3664,42.9202
-408401,0.740171,0.334714,3,7,0,408415,-0.127984,-0.388669,0.617342,-0.183752,0.012334,-0.0847068,0.306427,0.657225,2.90054,1.05014,1.55642,-0.872201,-0.712837,-1.23913,45.1522,14.3864,43.0831
-408402,0.970616,0.334714,4,15,0,408411,-0.126945,-0.462306,0.628483,-0.186829,-0.112881,-0.19491,0.220819,0.720344,2.60235,1.08413,1.51846,-1.32141,-0.973499,-1.49492,45.042,14.3997,43.6035
-408404,0.968186,0.334714,4,15,0,408410,-0.141521,-0.445592,0.649702,-0.181891,0.0881275,-0.111199,0.120072,0.780095,2.75158,0.987743,1.41687,-1.05605,-0.745286,-1.44433,45.138,14.3559,43.2291
-408405,0.768974,0.334714,4,15,0,408416,-0.108067,-0.375608,0.597218,-0.191361,-0.243679,-0.0805324,0.265151,0.596616,2.61404,1.09436,2.09927,-0.675022,-0.417347,-0.832033,45.1369,14.3822,43.2442
-408404,0.989237,0.334714,4,15,0,408413,-0.0693922,-0.385272,0.540819,-0.175239,-0.000188314,-0.145855,0.245309,0.793339,2.60345,1.04235,2.07354,-0.605634,-0.312292,-0.710909,45.1314,14.4054,42.2756
-408407,0.871546,0.334714,4,15,0,408413,-0.0367879,-0.3878,0.490891,-0.171262,0.0411479,0.0507565,0.359405,0.769949,2.75443,1.00592,2.04559,-0.647342,-0.470554,-0.813021,45.0348,14.3622,42.1505
-408402,0.858091,0.334714,4,15,0,408411,-0.197453,-0.4413,0.679862,-0.1886,-0.121024,-0.165888,0.194808,0.635776,2.74775,1.0776,1.4755,-1.11091,-0.879527,-1.34599,45.0222,14.4035,43.7764
-408402,0.932747,0.334714,4,15,0,408409,-0.0603256,-0.419205,0.497228,-0.177483,0.0190823,-0.0394925,0.288896,0.689718,2.73873,1.0072,1.69301,-0.834361,-0.631587,-1.14394,45.1157,14.3771,43.2793
-408403,0.966582,0.334714,4,15,0,408409,-0.174311,-0.428309,0.735636,-0.195327,-0.167561,-0.276916,0.151681,0.687879,2.61897,1.08714,1.62758,-0.927947,-0.512672,-1.06298,45.1049,14.3583,43.3187
-408403,0.960455,0.334714,3,15,0,408408,-0.191475,-0.466337,0.69079,-0.190427,-0.141133,-0.296125,0.0550741,0.681785,2.63518,1.08598,1.74244,-0.93952,-0.662173,-1.15909,45.0442,14.3604,43.7316
-408401,0.882322,0.334714,3,7,0,408411,-0.146344,-0.444808,0.690567,-0.197087,-0.141322,-0.168706,0.209645,0.701245,2.78137,1.04746,1.6727,-0.919867,-0.507308,-1.38587,45.0847,14.3948,43.4199
-408404,0.926572,0.334714,3,7,0,408408,-0.150597,-0.369729,0.558115,-0.18545,0.203496,-0.143261,0.197875,0.653069,2.75477,1.05351,1.65537,-1.08847,-0.744457,-1.086,45.1289,14.3626,43.6006
-408403,0.995908,0.334714,4,15,0,408411,-0.201641,-0.386861,0.73059,-0.188678,-0.0267202,-0.057102,0.172829,0.687332,2.93394,1.00354,1.76755,-0.824582,-0.526687,-1.29636,45.0982,14.3914,42.9436
-408401,0.924584,0.334714,4,15,0,408409,-0.0928074,-0.42927,0.576622,-0.185361,-0.00543276,-0.0560233,0.241668,0.676327,2.83807,0.990945,1.805,-0.775942,-0.455513,-0.815548,45.1045,14.3994,43.2956
-408400,0.992845,0.334714,4,15,0,408405,-0.0899567,-0.46551,0.657157,-0.177001,-0.00683531,-0.0448639,0.187642,0.746073,2.6933,1.04445,1.98627,-0.679133,-0.46714,-0.999933,45.0848,14.3539,42.3811
-408403,0.793767,0.334714,3,15,0,408408,-0.132643,-0.45542,0.589475,-0.19789,-0.151904,-0.310639,0.296976,0.699448,2.6992,1.01753,1.85173,-0.828813,-0.470835,-1.16213,45.0643,14.403,44.0204
-408400,0.998093,0.334714,4,15,0,408409,-0.13547,-0.378834,0.577252,-0.179719,0.0440518,5.48485e-05,0.180718,0.682133,2.60126,1.08067,1.70942,-0.833804,-0.56298,-1.01381,45.1416,14.3785,42.9758
-408400,0.995436,0.334714,4,15,0,408402,-0.0965436,-0.436986,0.646512,-0.1896,-0.20853,-0.247991,0.281556,0.695827,2.74598,1.02151,1.72826,-0.846249,-0.539939,-1.10953,45.0715,14.3747,43.2368
-408403,0.802249,0.334714,3,7,0,408411,-0.0650424,-0.453128,0.582575,-0.186667,-0.138737,-0.303758,0.0915538,0.710718,2.90124,1.08509,1.56619,-1.08448,-0.781018,-1.37181,45.0974,14.3928,43.4553
-408401,0.873797,0.334714,4,15,0,408409,-0.138587,-0.405312,0.695762,-0.193145,0.0496352,0.0123506,0.386769,0.650975,2.77121,1.02496,1.75224,-1.03139,-0.814396,-1.20394,45.1007,14.3925,43.0974
-408402,0.602446,0.334714,4,15,0,408412,-0.136037,-0.429852,0.572149,-0.181255,-0.124515,-0.283902,0.292282,0.717486,2.67419,1.04305,1.50431,-1.13588,-0.98086,-1.47511,45.1316,14.3427,43.7755
-408406,0.909844,0.334714,4,15,0,408410,-0.129388,-0.401204,0.584946,-0.183512,-0.0172476,0.139017,0.194028,0.626999,2.65595,1.04995,1.46095,-1.10883,-1.0582,-1.33255,45.0577,14.3372,43.5339
-408403,1,0.334714,4,15,0,408412,-0.0951939,-0.41238,0.636149,-0.195102,-0.071483,-0.291423,0.26896,0.732724,2.57179,1.00896,1.74503,-0.964684,-0.549808,-1.04418,45.1418,14.3388,43.389
-408410,0.74114,0.334714,4,15,0,408421,-0.146321,-0.418228,0.579248,-0.174188,0.0739409,0.124345,0.125649,0.645361,2.77729,1.09366,1.88306,-0.50479,-0.31337,-0.587414,45.0478,14.3498,42.6498
-408408,0.930311,0.334714,4,15,0,408419,-0.109208,-0.427925,0.622433,-0.195326,-0.0796556,-0.515576,0.264612,0.758677,2.74621,1.01792,1.37034,-1.43234,-0.954681,-1.3698,45.1311,14.3541,43.9894
-408401,0.998454,0.334714,4,15,0,408413,-0.0294008,-0.455657,0.579747,-0.184144,-0.127724,0.0338744,0.348007,0.713335,2.70071,1.03465,1.73725,-0.944448,-0.73967,-1.44827,45.101,14.4111,42.9465
-408409,0.823574,0.334714,3,7,0,408416,0.00700452,-0.444424,0.527813,-0.174777,-0.162137,-0.120261,0.209406,0.687136,2.81851,1.02182,1.27089,-1.35191,-1.15249,-1.41729,45.1637,14.3438,43.4431
-408404,1,0.334714,3,15,0,408413,-0.193792,-0.351584,0.629446,-0.196842,-0.147004,-0.0816418,0.295233,0.696373,2.69681,1.09576,1.47447,-1.19485,-0.819541,-1.59778,45.0438,14.4171,43.4926
-408400,0.773069,0.334714,3,7,0,408414,-0.144013,-0.353697,0.583847,-0.183621,-0.08257,-0.0315263,0.230217,0.690275,2.81679,1.05878,1.47804,-1.2536,-1.11002,-1.53868,45.1064,14.3759,43.3332
-408405,0.871671,0.334714,3,7,0,408409,-0.0923364,-0.415374,0.594128,-0.200241,0.00917519,-0.345807,0.0397454,0.701518,2.76371,1.02309,1.26405,-1.12289,-0.842915,-1.54972,45.0557,14.3794,44.0729
-408405,0.832165,0.334714,4,15,0,408415,-0.150015,-0.411965,0.633308,-0.171638,-0.0971416,0.123812,0.413107,0.674218,2.57669,1.07984,1.67894,-0.815362,-0.697789,-0.916002,45.1641,14.3743,42.605
-408405,0.998656,0.334714,4,15,0,408411,-0.163115,-0.401106,0.67301,-0.170918,-0.067105,0.112759,0.386523,0.661565,2.5086,1.10317,1.86789,-0.747367,-0.472415,-1.01848,45.1306,14.3917,42.2633
-408411,0.841354,0.334714,4,15,0,408418,-0.00834657,-0.478204,0.569766,-0.193987,-0.200365,-0.466531,0.159836,0.739178,2.8819,1.01058,1.47514,-1.07922,-1.04433,-1.67033,45.1509,14.4006,43.9617
-408404,0.999416,0.334714,4,15,0,408418,-0.174482,-0.420091,0.723222,-0.181073,0.156398,0.0302708,0.188552,0.659489,2.59317,1.09915,1.78035,-0.827731,-0.484644,-1.13479,45.1066,14.358,42.5628
-408404,0.942697,0.334714,4,15,0,408411,-0.0622702,-0.430881,0.518573,-0.187961,-0.207489,-0.273615,0.343987,0.713034,2.80317,1.01009,1.53744,-1.12331,-0.930218,-1.50947,45.1065,14.3382,43.8938
-408402,0.922684,0.334714,4,15,0,408411,-0.112523,-0.395631,0.54299,-0.192095,-0.149993,-0.143349,0.393842,0.71041,2.68051,1.00854,1.49219,-1.18533,-0.987634,-1.54103,45.0779,14.4129,43.8935
-408404,0.736634,0.334714,4,15,0,408414,-0.133571,-0.470252,0.667013,-0.187328,0.0263683,-0.114186,0.113083,0.639417,2.76777,1.12434,1.75266,-1.04388,-0.589943,-1.03112,45.1251,14.4171,43.3425
-408404,0.990496,0.334714,4,15,0,408411,-0.117731,-0.370707,0.522076,-0.186739,-0.1348,-0.0799709,0.369528,0.727115,2.72424,1.00907,1.97701,-0.767232,-0.568635,-1.37479,45.0805,14.4215,43.2498
-408401,0.814225,0.334714,3,7,0,408412,-0.130977,-0.414889,0.583357,-0.190024,0.0150278,-0.333683,0.284353,0.729237,2.75713,1.01774,1.66784,-0.905077,-0.678224,-1.10626,45.0698,14.3359,43.5653
-408399,0.952362,0.334714,3,15,0,408406,-0.104332,-0.374271,0.564162,-0.18916,-0.160175,-0.207757,0.312151,0.67268,2.7867,1.04963,1.80613,-0.873656,-0.563028,-1.22993,45.0991,14.3416,43.3308
-408402,0.932129,0.334714,4,15,0,408405,-0.102876,-0.404494,0.596448,-0.191454,-0.222091,-0.234313,0.301939,0.639295,2.79513,1.01832,1.82866,-0.821125,-0.469353,-1.09275,45.1029,14.3482,43.5864
-408404,0.914502,0.334714,4,15,0,408411,-0.155437,-0.415617,0.665687,-0.179835,0.122868,-0.0322862,0.10228,0.705622,2.54784,1.04802,1.79373,-0.690194,-0.379564,-0.958129,45.1071,14.3342,42.723
-408404,0.993586,0.334714,4,15,0,408407,-0.100174,-0.408671,0.595745,-0.191959,-0.255543,-0.236288,0.347136,0.63358,2.80622,1.03645,1.67151,-0.895998,-0.510197,-1.15111,45.0927,14.3311,43.6259
-408405,0.954547,0.334714,4,15,0,408412,-0.117907,-0.459339,0.680128,-0.180387,0.0724079,0.010318,0.127856,0.689836,2.59965,1.07328,1.77978,-0.63434,-0.238548,-0.661606,45.1288,14.4082,42.5673
-408406,0.970361,0.334714,4,15,0,408412,-0.134179,-0.359904,0.561588,-0.187093,-0.184162,-0.239833,0.303375,0.723418,2.70098,1.00928,1.73385,-0.850451,-0.459915,-1.60466,45.0952,14.3991,43.3816
-408405,0.970498,0.334714,3,15,0,408413,-0.0760527,-0.388252,0.555638,-0.200176,0.120554,-0.253911,0.195466,0.722445,2.7923,1.02875,1.76597,-0.958918,-0.837786,-1.11337,45.0195,14.3606,43.501
-408407,0.891688,0.334714,4,15,0,408418,-0.134277,-0.423184,0.647417,-0.194951,-0.203199,-0.251828,0.16104,0.623565,2.51908,1.15319,1.69669,-1.03764,-0.76961,-1.43618,45.1272,14.4366,43.7368
-408406,0.970129,0.334714,3,7,0,408410,-0.148267,-0.46578,0.645017,-0.198412,-0.136191,-0.28473,0.214061,0.643765,2.56378,1.15964,1.6116,-1.02421,-0.651045,-1.42581,45.1034,14.4101,43.943
-408403,0.900728,0.334714,4,15,0,408414,-0.0833171,-0.398432,0.53773,-0.181633,-0.0858175,0.0592236,0.185291,0.741268,2.72955,1.00848,1.44599,-1.15537,-0.69502,-1.36176,45.1003,14.4269,43.2398
-408407,0.855374,0.334714,4,15,0,408412,-0.141768,-0.481932,0.685168,-0.187657,-0.0358864,-0.241494,0.433995,0.651171,2.69639,1.0724,1.20192,-1.33409,-0.894015,-1.60462,45.1201,14.4216,43.7829
-408403,0.855583,0.334714,4,15,0,408417,-0.105293,-0.34144,0.576508,-0.174396,-0.0335169,-0.0887567,0.044296,0.723029,2.74724,1.05776,1.5367,-0.938774,-0.584096,-1.25748,45.088,14.4133,42.5879
-408404,0.804603,0.334714,4,15,0,408415,-0.162447,-0.358371,0.705989,-0.191372,-0.117319,-0.194943,0.398403,0.633986,2.58595,1.08201,1.66708,-1.11726,-0.852559,-1.19979,45.1384,14.3771,43.1544
-408401,0.954115,0.334714,3,15,0,408410,-0.136819,-0.435835,0.591011,-0.189627,-0.0587471,-0.0531779,0.136884,0.694684,2.83001,1.05985,1.39087,-1.11081,-0.914063,-1.52446,45.0761,14.3743,43.7491
-408410,0.87127,0.334714,3,7,0,408414,-0.179402,-0.311081,0.585222,-0.169163,0.124526,0.0780041,0.360742,0.699169,2.83664,0.995644,1.3421,-1.45338,-0.997064,-1.52537,45.0955,14.3832,42.8862
-408401,0.896954,0.334714,3,7,0,408417,-0.101004,-0.347692,0.55072,-0.18973,-0.177702,-0.0157575,0.286758,0.743582,2.68203,1.02584,1.56877,-1.07905,-0.861088,-1.50557,45.1052,14.3673,43.2215
-408402,0.868482,0.334714,4,15,0,408409,-0.073019,-0.351041,0.538557,-0.19242,-0.155472,-0.0491828,0.30682,0.737943,2.67675,1.04072,1.52396,-0.966784,-0.82628,-1.37935,45.1057,14.3729,43.1565
-408404,0.943242,0.334714,4,15,0,408409,-0.0441123,-0.396587,0.497562,-0.195302,-0.185322,-0.13205,0.178016,0.758748,2.68628,1.03911,1.55471,-0.968278,-0.900591,-1.30651,45.1128,14.4003,43.6155
-408408,0.884196,0.334714,3,7,0,408416,-0.16104,-0.34291,0.544784,-0.180058,-0.236879,-0.276339,0.0856274,0.753583,2.72558,1.10202,1.67857,-1.12376,-0.635229,-1.58645,45.1293,14.3787,43.2887
-408408,0.964428,0.334714,4,15,0,408417,-0.113532,-0.436621,0.682795,-0.204006,0.159532,0.0727823,0.194524,0.650152,2.70515,1.05593,1.51622,-1.16396,-0.844269,-1.16411,45.119,14.3571,43.575
-408405,1,0.334714,3,7,0,408416,-0.124469,-0.40576,0.624646,-0.172761,0.0206571,-0.0152103,0.417408,0.651666,2.7418,1.01647,1.63652,-1.02605,-0.79512,-1.56823,45.0714,14.4068,42.8884
-408402,0.996197,0.334714,4,15,0,408408,-0.111326,-0.394909,0.630797,-0.178249,0.0257538,0.0558695,0.402471,0.672643,2.87295,1.02619,1.6379,-1.08848,-0.772154,-1.40454,45.1003,14.4313,42.7231
-408402,0.909646,0.334714,3,15,0,408410,-0.124069,-0.433815,0.587775,-0.177945,-0.114569,-0.178394,0.164806,0.680896,2.76393,1.03855,1.69881,-1.03186,-0.800586,-1.58681,45.0906,14.3547,43.5121
-408406,0.841736,0.334714,3,7,0,408412,-0.0776748,-0.314666,0.502815,-0.193507,-0.114647,0.045111,0.203799,0.694786,2.92265,1.04021,1.55382,-1.0508,-0.627298,-1.3378,45.0408,14.3918,43.176
-408403,0.994807,0.334714,3,7,0,408414,-0.157204,-0.389354,0.642435,-0.180836,-0.0318054,-0.140251,0.194975,0.684234,2.76785,0.981577,1.6604,-1.04133,-0.774865,-1.21749,45.0294,14.3629,43.2609
-408401,0.873977,0.334714,4,15,0,408410,-0.0648323,-0.406418,0.584622,-0.176219,-0.0213535,-0.138041,0.271062,0.68591,2.70856,1.05351,1.77312,-0.960603,-0.709406,-1.34484,45.1902,14.3946,42.8857
-408401,0.97274,0.334714,4,15,0,408408,-0.159789,-0.431941,0.66809,-0.185511,-0.0465821,-0.139702,0.239872,0.676841,2.68615,1.04348,1.91269,-0.871468,-0.593269,-1.35955,45.0044,14.393,43.1474
-408405,0.806379,0.334714,4,15,0,408410,-0.190894,-0.436192,0.690528,-0.177588,-0.146008,-0.0433342,0.179531,0.646419,2.67741,1.04638,1.802,-0.918985,-0.581386,-0.798078,45.1711,14.3584,43.2558
-408401,0.894801,0.334714,3,7,0,408413,-0.124064,-0.422141,0.679662,-0.180836,-0.134508,0.0896997,0.180008,0.66691,2.74671,1.05357,1.72352,-0.853269,-0.546636,-1.24352,45.103,14.4372,42.7079
-408402,0.966363,0.334714,4,15,0,408406,-0.114635,-0.472361,0.598231,-0.174178,-0.181015,-0.00820119,0.0918256,0.73731,2.71597,1.05588,1.75448,-0.909063,-0.696535,-1.14686,45.1349,14.349,43.1058
-408401,0.924768,0.334714,4,15,0,408407,-0.201851,-0.373908,0.613559,-0.192828,-0.0165584,-0.180138,0.287887,0.644045,2.8532,1.03492,1.83156,-0.82502,-0.55251,-1.13982,45.1223,14.3656,43.7207
-408401,0.920382,0.334714,4,15,0,408407,-0.0594311,-0.455467,0.599497,-0.178402,-0.110884,-0.101108,0.133828,0.759256,2.60582,1.08241,1.60677,-1.0619,-0.817896,-1.48936,45.0898,14.3571,42.8579
-408403,0.853969,0.334714,4,31,0,408409,-0.161625,-0.35159,0.577815,-0.181484,0.0325432,-0.232229,0.396333,0.664893,2.92684,1.04693,1.76313,-1.01824,-0.700779,-1.04416,45.1123,14.3778,43.2048
-408401,0.765332,0.334714,3,7,0,408410,-0.14303,-0.371516,0.685376,-0.189851,0.0183782,-0.111243,0.322072,0.709308,2.68241,1.0215,1.78931,-0.96959,-0.535455,-1.2339,45.0679,14.3828,42.7599
-408406,0.782748,0.334714,3,7,0,408414,-0.111997,-0.482808,0.595995,-0.19126,-0.124263,-0.19499,0.205473,0.697844,2.79378,1.0058,1.70724,-0.848848,-0.651869,-1.32244,45.2368,14.3828,44.0543
-408411,0.909931,0.334714,4,15,0,408419,-0.0882162,-0.420432,0.514539,-0.20662,-0.0589685,-0.289088,0.218474,0.69,2.71191,1.13105,1.58809,-0.924808,-0.756149,-1.18638,44.9845,14.3635,43.9945
-408406,0.99829,0.334714,4,15,0,408418,-0.144964,-0.482034,0.663855,-0.17811,0.00666317,0.165974,0.382808,0.715391,2.72032,1.05204,1.37181,-1.20442,-0.991821,-1.45788,45.1865,14.363,43.1406
-408404,0.971716,0.334714,3,15,0,408422,-0.18505,-0.416946,0.713574,-0.185175,0.0795082,0.00304887,0.158502,0.661327,2.60803,1.09881,1.52499,-1.19762,-0.923831,-1.46118,45.1886,14.3599,43.242
-408402,0.838347,0.334714,4,15,0,408412,-0.0918334,-0.398112,0.578136,-0.177786,-0.123168,0.00393921,0.176023,0.731337,2.67129,1.04672,1.64887,-0.812493,-0.643553,-0.915845,45.0203,14.3966,42.6456
-408409,0.699111,0.334714,4,15,0,408417,-0.0773039,-0.513976,0.707723,-0.192011,-0.0115876,0.0104258,0.179636,0.608134,2.87512,1.01835,1.49986,-1.03398,-0.967552,-1.10587,45.0126,14.3408,43.5069
-408415,0.778431,0.334714,4,15,0,408427,-0.212143,-0.231746,0.494195,-0.189516,-0.128188,-0.21515,0.254734,0.747934,2.43681,1.02748,1.92358,-0.561025,-0.39689,-0.798856,45.0169,14.3702,43.1676
-408406,0.906526,0.334714,3,7,0,408425,-0.0566695,-0.418863,0.609321,-0.184303,0.0513205,-0.153969,0.394142,0.67044,2.90576,1.10061,1.93127,-0.801853,-0.56271,-1.01717,45.1185,14.3895,42.5213
-408403,0.978435,0.334714,4,15,0,408414,-0.155232,-0.426032,0.678662,-0.183863,-0.145937,-0.135962,0.0962489,0.773849,2.68687,1.06168,1.93522,-0.693395,-0.340485,-1.26528,45.0785,14.3814,42.621
-408404,0.874935,0.334714,4,15,0,408413,-0.0883699,-0.424869,0.547402,-0.191653,0.0561423,-0.27701,0.419065,0.63247,2.7471,1.06735,1.75312,-0.879044,-0.640171,-1.39074,45.0855,14.3761,43.7016
-408405,0.982521,0.334714,3,7,0,408411,-0.0862494,-0.409806,0.537812,-0.193968,0.112465,-0.205288,0.439293,0.619347,2.72469,1.05822,1.77079,-0.895501,-0.584589,-1.27968,45.081,14.3584,43.7059
-408405,0.962483,0.334714,4,15,0,408414,-0.0255783,-0.424898,0.532144,-0.19871,-0.239768,-0.210694,0.109208,0.673268,2.67906,1.10358,1.81838,-0.844789,-0.675597,-0.920253,45.0553,14.406,43.5764
-408405,0.991773,0.334714,4,15,0,408411,-0.184481,-0.385326,0.691192,-0.181309,0.129707,0.092399,0.29912,0.728677,2.74796,0.997782,1.56108,-1.08463,-0.901938,-1.02767,45.1497,14.397,42.7989
-408407,0.89935,0.334714,3,15,0,408414,-0.186621,-0.412591,0.71864,-0.179368,0.174476,0.0190729,0.301393,0.739919,2.79445,1.00753,1.64386,-1.0634,-0.966136,-1.05318,45.1265,14.3842,42.6654
-408402,0.972864,0.334714,4,15,0,408412,-0.0452182,-0.411312,0.527404,-0.194148,-0.13175,-0.204164,0.242565,0.660912,2.70204,1.11119,1.7508,-0.916599,-0.685829,-0.913198,45.1071,14.4097,43.4923
-408407,0.808113,0.334714,4,15,0,408412,-0.195599,-0.399635,0.728074,-0.177841,0.0525888,0.0193246,0.245475,0.744246,2.83354,1.02653,1.59816,-1.08614,-0.862908,-0.963293,45.0651,14.4279,42.4717
-408403,0.961649,0.334714,4,15,0,408411,-0.0305553,-0.404904,0.541908,-0.178742,-0.11611,-0.0842615,0.230723,0.643341,2.83845,1.08001,1.56786,-0.845582,-0.647855,-1.0237,45.0937,14.3542,42.8905
-408406,0.993146,0.334714,4,15,0,408413,-0.0454496,-0.411087,0.599271,-0.205531,-0.0544473,-0.322661,0.21281,0.681748,2.64241,1.0686,2.17529,-0.384075,-0.186092,-0.840785,45.1109,14.3954,43.1673
-408411,0.642142,0.334714,3,7,0,408418,-0.0801303,-0.456302,0.58818,-0.192478,-0.0948923,-0.537723,0.200849,0.664569,2.7763,1.06969,2.35364,-0.508598,-0.390512,-0.676905,45.0567,14.3358,43.4587
-408405,0.984867,0.334714,3,7,0,408418,-0.110982,-0.40529,0.685926,-0.20259,-0.0706697,-0.160793,0.238014,0.686868,2.72699,1.08842,1.96122,-0.651586,-0.372008,-0.781282,45.0364,14.3742,42.8164
-408406,0.845708,0.334714,4,15,0,408413,-0.0940245,-0.402301,0.700928,-0.18405,-0.0401946,-0.249059,0.214518,0.654426,2.84874,1.01692,1.84895,-0.737274,-0.290699,-1.11574,45.1312,14.4003,42.6556
-408404,0.95007,0.334714,4,15,0,408414,-0.106729,-0.361818,0.553405,-0.185612,-0.121096,-0.135944,0.30704,0.775372,2.6008,1.06876,1.5412,-1.1369,-1.11225,-1.6337,45.0479,14.3743,43.0665
-408404,0.940795,0.334714,4,15,0,408411,-0.213781,-0.406088,0.697185,-0.190039,-0.0167972,-0.0935712,0.151976,0.656265,2.8323,1.06715,2.14092,-0.632893,-0.110862,-0.841964,45.1329,14.3628,43.0497
-408402,0.976847,0.334714,4,15,0,408408,-0.0766408,-0.40826,0.539211,-0.182981,-0.0468768,-0.0693445,0.325522,0.68214,2.59194,1.07434,1.48693,-1.33002,-1.0901,-1.72162,45.0573,14.3585,43.4955
-408405,0.728291,0.334714,4,15,0,408413,-0.115393,-0.445516,0.642711,-0.197639,-0.0713392,-0.309808,0.139559,0.667488,2.82966,1.04187,1.46607,-1.24418,-0.958769,-0.991027,45.1227,14.3766,44.0691
-408405,0.902194,0.334714,4,15,0,408413,-0.160909,-0.422804,0.713003,-0.183008,0.0627715,-0.0196284,0.340534,0.714201,2.69211,1.04067,1.63775,-1.27306,-0.871262,-1.74637,45.0471,14.3801,42.8488
-408402,0.988902,0.334714,4,15,0,408410,-0.141004,-0.343903,0.545982,-0.182511,-0.158829,-0.0853534,0.265963,0.653981,2.74102,1.079,1.97093,-0.80808,-0.368696,-1.29659,45.112,14.3908,43.1126
-408405,0.757966,0.334714,4,15,0,408414,-0.169658,-0.514133,0.739661,-0.174592,0.0180335,-0.187002,0.21309,0.754068,2.61702,1.01807,1.87057,-0.620418,-0.427844,-1.10139,45.0944,14.3565,42.7036
-408405,0.825149,0.334714,4,15,0,408412,-0.118691,-0.357273,0.554724,-0.197502,-0.191891,-0.0836848,0.227261,0.623594,2.70586,1.08726,1.66937,-0.700559,-0.651582,-1.03266,45.0983,14.388,43.6095
-408403,0.988707,0.334714,4,15,0,408408,-0.115292,-0.461498,0.670105,-0.184662,0.0320301,-0.0449035,0.249816,0.755111,2.64972,0.988296,1.43154,-1.31028,-0.842873,-1.42574,45.1063,14.396,43.274
-408406,0.940197,0.334714,4,15,0,408414,-0.124968,-0.375034,0.586571,-0.189127,0.047162,-0.156435,0.297242,0.688331,3.05052,0.95895,1.45233,-1.03352,-0.888864,-1.5773,45.1263,14.3686,43.6054
-408409,0.897481,0.334714,3,15,0,408419,-0.070369,-0.40643,0.629706,-0.172632,-0.077303,0.083607,0.284305,0.726535,2.44814,1.11266,1.19666,-1.54256,-1.31449,-1.63109,45.0882,14.3866,42.6081
-408402,0.935862,0.334714,4,15,0,408417,-0.138444,-0.379746,0.680408,-0.180935,-0.0941994,-0.179383,0.292054,0.721121,2.73947,1.00106,1.57392,-1.23598,-0.870462,-1.43839,45.1028,14.3818,42.9528
-408408,0.873548,0.334714,4,15,0,408417,-0.0709249,-0.418658,0.633977,-0.187046,-0.195432,-0.0170052,0.250259,0.711231,2.56122,1.13048,1.77046,-1.16032,-0.805484,-1.23447,44.9962,14.3384,42.6389
-408404,0.99883,0.334714,4,15,0,408413,-0.15089,-0.363503,0.684226,-0.188813,-0.0614075,-0.213097,0.15712,0.634769,2.74442,1.06175,1.83164,-0.917659,-0.457231,-1.15229,45.2027,14.3825,43.1491
-408405,0.994383,0.334714,4,15,0,408414,-0.0675924,-0.442581,0.548041,-0.168557,-0.0813035,-0.184191,0.331369,0.754773,2.67914,1.02638,1.82473,-0.776669,-0.595477,-1.03069,45.0069,14.3835,42.5903
-408404,0.863219,0.334714,4,15,0,408414,-0.10263,-0.461768,0.619879,-0.195457,-0.129811,0.0855723,0.116781,0.698578,2.70775,1.04822,1.64865,-1.03043,-0.861906,-1.37296,45.1365,14.4178,43.6721
