# stan_version_major = 2
# stan_version_minor = 29
# stan_version_patch = 0
# model = model_f26f5fbf43_model
# start_datetime = 2023-08-27 21:49:42 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       num_cross_chains = 1 (Default)
#       cross_chain_window = 100 (Default)
#       cross_chain_rhat = 1.05 (Default)
#       cross_chain_ess = 200 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file = /tmp/RtmpfD8nSs/standata-f2632c2df3.json
# init = 2 (Default)
# random
#   seed = 949436583
# output
#   file = /home/jrun/Conhecimentos-TPACK/chains/model/model_0468bb5407fbaa407fffd48330a4259e-202308272149-4-89392f.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = /home/jrun/Conhecimentos-TPACK/chains/model/model_0468bb5407fbaa407fffd48330a4259e-profile-202308272149-4-78264e.csv
# num_threads = 8 (Default)
# stanc_version = stanc3 2c6fa27
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,b.1,b.2,b.3,b.4,b.5,b.6,b.7,b.8,b.9,b.10,b.11,b.12,b.13,b.14,Intercept,sigma,b_Intercept
-408400,0.842208,0.385718,3,15,0,408413,-0.135097,-0.411828,0.6194,-0.180589,-0.0398894,0.125587,0.374548,0.699235,2.59044,1.0605,1.8719,-0.814501,-0.571575,-0.849405,45.0972,14.3778,42.677
-408405,0.48539,0.385718,4,15,0,408414,-0.102407,-0.486094,0.654882,-0.18045,-0.20026,0.0165323,0.303346,0.677031,2.73043,1.04607,1.52832,-1.12154,-0.642975,-1.7356,45.1262,14.4129,43.2771
-408409,0.808045,0.385718,3,7,0,408415,-0.157758,-0.436139,0.700085,-0.193555,-0.0586841,-0.208518,0.246567,0.710179,2.62382,1.0765,1.62309,-1.19447,-1.00712,-0.796397,45.1493,14.3318,43.4594
-408408,1,0.385718,3,15,0,408414,-0.202493,-0.367665,0.624565,-0.185278,-0.0422997,-0.100922,0.407675,0.699642,2.56141,1.05417,1.72756,-0.9237,-0.594874,-1.63393,45.1464,14.4474,43.2822
-408410,0.898626,0.385718,3,7,0,408416,-0.0903656,-0.389775,0.60406,-0.182247,-0.00246082,-0.203489,0.313852,0.68842,2.63982,1.10891,1.66284,-1.13927,-1.02683,-0.870233,45.1887,14.3211,42.9924
-408408,0.930606,0.385718,3,15,0,408419,-0.15035,-0.351332,0.547112,-0.183478,0.0556401,-0.0149281,0.194898,0.644621,2.71331,1.06924,1.6907,-0.891936,-0.493882,-1.74614,45.1294,14.3688,43.3682
-408403,0.955339,0.385718,3,15,0,408413,-0.112286,-0.33442,0.566297,-0.192033,-0.0883128,-0.15327,0.206557,0.714815,2.68368,1.06839,1.9131,-0.762203,-0.58915,-0.566377,45.1071,14.3759,42.9468
-408404,0.686122,0.385718,3,7,0,408414,-0.137319,-0.377964,0.603772,-0.175259,-0.0999282,0.0666077,0.07252,0.740789,2.72324,1.04722,2.30103,-0.476989,-0.219315,-0.972669,45.0792,14.4132,42.2151
-408409,0.562127,0.385718,3,7,0,408414,-0.145386,-0.340912,0.589655,-0.168323,-0.130095,0.0251309,0.103057,0.750104,2.7532,1.02029,2.22162,-0.331877,-0.284306,-0.78002,45.0364,14.4179,41.9207
-408402,0.850307,0.385718,3,7,0,408416,-0.104673,-0.420511,0.63116,-0.175657,-0.0761887,-0.0665422,0.144791,0.7139,2.77804,1.04523,2.17132,-0.47654,-0.195291,-1.06467,45.0674,14.3722,42.284
-408409,0.889433,0.385718,3,7,0,408414,-0.116996,-0.395895,0.651361,-0.19877,0.0141291,-0.122978,0.344564,0.61138,2.77255,1.06108,2.26259,-0.464292,-0.355308,-0.436977,45.2093,14.4169,43.0975
-408410,0.878514,0.385718,3,15,0,408420,-0.13689,-0.373012,0.645729,-0.197208,-0.00206681,-0.0926458,0.422811,0.617845,2.85973,1.0705,2.19102,-0.482506,-0.416111,-0.583152,45.2201,14.3671,42.9777
-408405,0.840641,0.385718,4,15,0,408419,-0.0876874,-0.461526,0.580889,-0.179894,-0.113056,-0.0438588,0.132615,0.791092,2.62879,1.0406,1.61094,-0.900419,-0.437485,-1.04831,45.0243,14.3734,42.8717
-408405,0.814179,0.385718,4,15,0,408415,-0.172646,-0.398496,0.661876,-0.187258,-0.0817305,-0.153833,0.178354,0.584938,2.83333,1.05427,1.72334,-1.03614,-0.87924,-1.4433,45.1641,14.3498,43.7797
-408408,0.947366,0.385718,3,7,0,408413,-0.136172,-0.385377,0.641338,-0.20162,0.0858049,-0.0387062,0.415847,0.622528,2.78963,1.08674,1.55776,-1.09028,-0.689353,-1.22294,45.1115,14.4364,43.4637
-408403,1,0.385718,4,15,0,408413,-0.159247,-0.388839,0.634515,-0.201848,-0.041194,-0.153284,0.284663,0.592053,2.79888,1.10897,1.58844,-1.1401,-0.98351,-1.34505,45.0796,14.3822,43.9517
-408401,0.883387,0.385718,3,7,0,408408,-0.0948431,-0.395353,0.605351,-0.184143,-0.0797617,0.0858049,0.246718,0.623297,2.70065,1.06302,1.45223,-1.06955,-0.892147,-1.42976,45.0719,14.3668,43.2037
-408399,0.751372,0.385718,3,15,0,408408,-0.140172,-0.366417,0.587865,-0.185873,0.00506436,-0.0617002,0.252011,0.684679,2.81893,1.05455,1.78773,-0.78982,-0.617945,-1.09856,45.066,14.3655,42.9775
-408404,0.63052,0.385718,3,7,0,408410,-0.101637,-0.335252,0.510658,-0.184948,-0.0813805,-0.134999,0.316912,0.685181,2.90851,1.0768,2.04924,-0.745999,-0.385356,-0.969197,45.1046,14.4264,42.8559
-408403,0.796691,0.385718,3,7,0,408411,-0.0836146,-0.454999,0.637007,-0.198758,-0.0280827,-0.0269441,0.189212,0.712082,2.59842,1.07566,1.76307,-1.03117,-0.565995,-1.16538,45.0949,14.3611,43.313
-408404,0.906113,0.385718,4,15,0,408413,-0.158533,-0.410736,0.605548,-0.183428,-0.0913083,-0.133609,0.292673,0.677418,2.99874,1.08175,1.54303,-0.950647,-0.710865,-1.35004,45.111,14.3946,43.2775
-408410,0.708302,0.385718,3,15,0,408420,-0.139662,-0.375428,0.657332,-0.1927,-0.189128,-0.284721,0.420853,0.667279,2.67428,1.07159,1.78186,-1.16002,-0.922926,-1.22538,45.2163,14.2963,43.4655
-408402,0.954131,0.385718,4,15,0,408414,-0.078431,-0.44206,0.594502,-0.186834,0.0646258,0.00416047,0.094945,0.655954,2.65648,1.07498,1.82808,-0.93374,-0.618095,-1.20889,45.0366,14.4006,43.1918
-408402,0.902333,0.385718,3,15,0,408408,-0.0843594,-0.382117,0.570043,-0.180371,-0.0700688,-0.0638419,0.25283,0.678385,2.70353,1.08973,1.9626,-0.668429,-0.472233,-0.914252,45.0188,14.4244,42.516
-408401,0.937011,0.385718,3,15,0,408408,-0.113439,-0.433963,0.633902,-0.199448,-0.122818,-0.250312,0.352121,0.646433,2.71931,1.04911,1.77253,-0.884594,-0.719438,-1.2807,45.0434,14.35,43.7153
-408408,0.727221,0.385718,4,15,0,408413,-0.151639,-0.456471,0.749115,-0.180086,0.0653172,-0.0811035,0.168746,0.680212,2.7,1.08446,1.27153,-1.52738,-1.2318,-1.63636,45.1633,14.3972,43.2034
-408405,0.912146,0.385718,3,7,0,408416,-0.141506,-0.436874,0.662883,-0.192849,-0.246886,-0.0933934,0.234383,0.754868,2.65826,1.03721,1.38552,-1.24225,-0.819236,-1.76345,45.0994,14.3685,43.5402
-408402,1,0.385718,4,15,0,408409,-0.0681149,-0.379245,0.551504,-0.184481,0.0973198,0.0650811,0.298757,0.667852,2.76325,1.05067,1.84537,-0.707276,-0.425697,-1.10057,45.1047,14.404,42.709
-408407,0.825722,0.385718,4,15,0,408414,-0.143829,-0.513834,0.759141,-0.183736,-0.110645,-0.181489,0.222973,0.788377,2.77064,1.01096,1.56161,-0.809799,-0.563129,-0.936698,45.0878,14.3699,42.7587
-408404,0.998644,0.385718,3,15,0,408414,-0.132248,-0.352349,0.61696,-0.183691,0.0285374,0.0226241,0.161861,0.609921,2.77684,1.08232,1.79767,-0.750818,-0.497811,-1.32195,45.1117,14.4277,42.8587
-408406,1,0.385718,3,7,0,408411,-0.148463,-0.346541,0.625911,-0.185725,0.15343,0.0215133,0.201891,0.594045,2.78455,1.06149,1.99417,-0.806276,-0.409244,-0.95079,45.1573,14.4238,42.9592
-408405,0.780978,0.385718,3,7,0,408415,-0.0987797,-0.409826,0.609262,-0.181944,0.0107433,0.064289,0.199572,0.617672,2.8167,1.09226,1.92313,-0.634157,-0.406925,-1.17977,45.0943,14.4511,42.718
-408405,0.85529,0.385718,4,15,0,408418,-0.157737,-0.421173,0.582545,-0.185162,-0.151036,-0.321868,0.294609,0.796956,2.66316,1.02128,1.74653,-0.992927,-0.657083,-1.26366,45.1204,14.4532,43.5043
-408405,0.866191,0.385718,4,15,0,408414,-0.104921,-0.426822,0.631668,-0.189062,0.0439865,0.124942,0.224247,0.594821,2.74268,1.07779,1.38485,-1.15011,-0.977816,-1.4589,45.1097,14.4444,43.499
-408405,0.709681,0.385718,4,15,0,408417,-0.127646,-0.394852,0.652819,-0.196262,-0.20176,-0.248902,0.262715,0.770495,2.6326,1.00415,1.78271,-1.03289,-0.679812,-1.27991,45.0803,14.4337,43.295
-408405,0.87607,0.385718,4,15,0,408413,-0.145819,-0.415819,0.568308,-0.191735,-0.0802254,0.0435087,0.0195024,0.653392,2.60673,1.08489,1.96093,-0.709674,-0.306906,-0.943642,45.0624,14.3519,43.5489
-408405,0.894209,0.385718,4,15,0,408412,-0.0923075,-0.415048,0.636774,-0.187787,-0.202889,-0.259369,0.0955796,0.679422,2.65696,1.08602,1.97888,-0.606143,-0.330687,-1.33267,45.0736,14.3707,42.9293
-408406,0.971913,0.385718,4,15,0,408415,-0.127878,-0.428773,0.578824,-0.176134,0.00116988,-0.00279662,0.38133,0.676334,2.76923,0.995036,1.96126,-0.754778,-0.420004,-1.31825,45.1494,14.3392,43.1262
-408402,0.923446,0.385718,4,15,0,408415,-0.124019,-0.413857,0.61608,-0.187232,-0.117877,-0.19522,0.113876,0.697781,2.62755,1.08974,1.7321,-0.940368,-0.551509,-1.56411,45.0562,14.3946,43.259
-408403,0.853652,0.385718,3,7,0,408408,-0.124356,-0.442237,0.65278,-0.189837,-0.0878028,-0.221902,0.186959,0.722138,2.62913,1.09271,1.68818,-1.03978,-0.710191,-0.798678,45.1144,14.3695,43.2369
-408400,0.992526,0.385718,4,15,0,408406,-0.12581,-0.374109,0.58837,-0.185028,0.00827926,-0.0714333,0.334478,0.691626,2.75456,1.07254,1.74741,-0.983772,-0.66887,-0.870142,45.0875,14.3791,42.9271
-408404,0.799946,0.385718,3,15,0,408409,-0.105521,-0.335024,0.533843,-0.174469,0.0606478,-0.111749,0.35016,0.655136,2.75364,1.04232,1.9977,-0.605011,-0.386618,-0.998829,45.1398,14.3742,42.6314
-408400,0.789817,0.385718,3,15,0,408412,-0.157888,-0.433343,0.716387,-0.188957,-0.0995368,-0.00881018,0.28674,0.727997,2.63268,1.0438,1.71535,-1.0052,-0.64584,-1.07798,45.1481,14.3833,42.9437
-408404,0.839667,0.385718,3,15,0,408409,-0.172017,-0.436398,0.702854,-0.190255,-0.12637,-0.348129,0.288824,0.614284,2.87611,1.06793,1.87439,-0.898355,-0.556852,-1.24936,45.1748,14.3648,43.6068
-408403,0.774843,0.385718,3,7,0,408413,-0.105661,-0.447262,0.639892,-0.196201,-0.0814301,-0.107263,0.28097,0.660245,2.82733,1.10467,1.68662,-0.959309,-0.764428,-1.34684,45.0564,14.3263,43.3453
-408408,0.942293,0.385718,3,7,0,408413,-0.218972,-0.33145,0.65086,-0.193975,-0.180933,-0.11339,0.224318,0.617661,2.56789,1.07843,1.40335,-1.28014,-0.988306,-1.19893,45.0698,14.4021,43.8875
-408410,0.765469,0.385718,4,15,0,408420,-0.00743985,-0.49554,0.546882,-0.172735,-0.00530977,-0.124107,0.153248,0.718701,2.65638,0.997743,2.21865,-0.421633,-0.370087,-0.702263,45.138,14.399,42.7542
-408407,0.885978,0.385718,4,15,0,408419,-0.149167,-0.325587,0.676889,-0.18432,-0.107074,-0.0206036,0.346407,0.731914,2.82422,1.02493,1.77945,-0.717171,-0.575849,-1.08277,45.1885,14.3659,42.2723
-408411,0.950493,0.385718,4,15,0,408417,-0.0770954,-0.503322,0.569639,-0.196861,0.0885015,-0.0303924,0.0421502,0.690854,2.60864,1.10484,2.11649,-0.777306,-0.509484,-0.960145,45.0597,14.3938,43.5934
-408406,0.989637,0.385718,4,15,0,408418,-0.146538,-0.307248,0.540727,-0.183775,-0.102398,-0.138582,0.247397,0.668996,2.70907,1.05951,1.80245,-0.839098,-0.191047,-0.970412,45.058,14.3639,42.9959
-408404,0.970616,0.385718,4,15,0,408416,-0.108707,-0.524798,0.686038,-0.17586,-0.0149989,-0.176417,0.173983,0.695991,2.74353,1.04027,1.70518,-0.920014,-0.783021,-1.26423,45.1557,14.3261,43.2059
-408401,0.619207,0.385718,3,15,0,408416,-0.141742,-0.420331,0.649638,-0.187963,-0.0599804,0.0264298,0.376381,0.659751,2.75804,1.02478,1.93835,-0.631957,-0.43386,-0.880443,45.1263,14.3754,42.9902
-408402,0.830796,0.385718,3,7,0,408413,-0.133291,-0.425856,0.691171,-0.187678,0.0618865,-0.0558976,0.423704,0.645037,2.76552,1.03977,1.97233,-0.657726,-0.463448,-0.804262,45.1113,14.3499,42.7382
-408403,0.86379,0.385718,4,15,0,408411,-0.0951081,-0.352258,0.515044,-0.191681,-0.11398,-0.28888,0.159835,0.777921,2.81391,1.03706,1.7816,-0.887151,-0.520583,-1.13887,45.0945,14.3643,43.2596
-408404,0.903207,0.385718,4,15,0,408408,-0.140842,-0.469544,0.726523,-0.183358,-0.0198133,0.0567447,0.37234,0.647624,2.76631,1.1121,1.47927,-1.15304,-0.967303,-1.341,45.1167,14.3694,42.901
-408405,0.72523,0.385718,4,15,0,408415,-0.0512967,-0.422438,0.61215,-0.175882,-0.0893312,0.200243,0.375617,0.622552,2.63207,1.05306,1.68004,-1.05299,-0.833028,-1.39679,45.1577,14.3979,42.7727
-408400,0.967365,0.385718,3,15,0,408409,-0.0976869,-0.41308,0.600246,-0.19131,-0.103904,-0.157849,0.310609,0.697896,2.86549,1.04868,1.59942,-0.930132,-0.745131,-1.08678,45.1188,14.366,43.2966
-408401,0.807291,0.385718,4,15,0,408407,-0.1217,-0.392104,0.625446,-0.186668,-0.0204207,-0.0130438,0.195785,0.727743,2.67464,1.08812,1.66509,-1.17858,-0.903544,-1.30057,45.1013,14.3568,42.9469
-408402,0.777986,0.385718,3,7,0,408408,-0.147888,-0.384145,0.538672,-0.179796,0.021486,-0.174028,0.253576,0.715591,2.59926,1.04623,1.47427,-1.22611,-0.886801,-1.3369,45.1017,14.3798,43.631
-408401,0.991322,0.385718,4,15,0,408406,-0.110492,-0.433931,0.695501,-0.188212,-0.154821,-0.110168,0.273981,0.658156,2.82214,1.05496,1.61433,-0.854398,-0.598127,-1.09613,45.08,14.388,42.9288
-408405,0.636994,0.385718,4,15,0,408412,-0.101637,-0.403633,0.547493,-0.189552,0.083546,0.0311313,0.281414,0.743143,2.6622,1.07644,1.87405,-0.804762,-0.823612,-1.07186,45.103,14.3882,43.0012
-408404,0.993984,0.385718,4,15,0,408412,-0.165651,-0.413302,0.604702,-0.192294,-0.11632,-0.130647,0.248105,0.740496,2.87984,1.02891,1.89639,-0.84463,-0.658968,-1.39316,45.134,14.4153,43.4897
-408402,0.891107,0.385718,3,7,0,408411,-0.079647,-0.414685,0.570125,-0.179875,-0.0191112,-0.0903934,0.121271,0.675491,2.65677,1.0792,1.76534,-0.819264,-0.732165,-0.891143,45.0762,14.3416,42.9961
-408403,1,0.385718,3,15,0,408407,-0.0936435,-0.484018,0.682956,-0.194506,-0.0321847,-0.214286,0.301978,0.689342,2.80836,1.02752,2.0552,-0.592063,-0.204112,-0.991265,45.1083,14.4146,43.0578
-408402,0.818508,0.385718,4,15,0,408411,-0.155572,-0.366334,0.643921,-0.184868,-0.0547332,0.0384391,0.190195,0.684029,2.73207,1.02677,1.45364,-0.931314,-0.686826,-1.13466,45.1065,14.4297,43.0274
-408409,0.753279,0.385718,3,15,0,408416,-0.118285,-0.429788,0.663679,-0.183567,0.0426268,0.0519386,0.282784,0.661508,3.04482,1.07681,1.77892,-0.725892,-0.50049,-1.18978,45.0692,14.3807,42.4948
-408407,1,0.385718,3,7,0,408415,-0.161526,-0.368396,0.62955,-0.180707,0.0964139,0.00494505,0.2824,0.593777,2.67802,1.02225,1.91816,-0.839258,-0.570598,-0.80082,45.1255,14.3817,43.1479
-408401,0.987843,0.385718,4,15,0,408414,-0.0953071,-0.408728,0.631526,-0.186281,0.0634984,-0.0778753,0.43663,0.661759,2.76688,1.06888,1.82538,-0.868069,-0.772305,-1.0723,45.1268,14.391,42.8113
-408401,0.907795,0.385718,4,15,0,408405,-0.105982,-0.431476,0.626226,-0.185203,-0.140914,-0.11524,0.0597361,0.74756,2.70575,1.06439,1.58984,-0.869461,-0.700438,-1.17596,45.0703,14.3435,43.0004
-408402,0.625932,0.385718,4,15,0,408412,-0.208626,-0.354954,0.605055,-0.188117,0.00684754,-0.20757,0.225013,0.703867,2.77034,1.01811,1.98334,-0.903531,-0.582042,-1.18257,45.0806,14.3984,43.4588
-408409,0.957277,0.385718,3,15,0,408414,-0.234778,-0.256691,0.629899,-0.185107,-0.0533195,0.11371,0.0296244,0.687321,2.7156,1.06089,1.7592,-0.660874,-0.359093,-0.960529,45.1545,14.373,42.6645
-408404,0.948044,0.385718,3,7,0,408419,-0.104182,-0.363331,0.564003,-0.17327,-0.192698,-0.0605996,0.365337,0.766398,2.53831,1.09201,1.64087,-0.930339,-0.767285,-1.28089,45.0863,14.3982,42.4021
-408400,0.916575,0.385718,3,7,0,408408,-0.0905863,-0.463334,0.607464,-0.183614,-0.174073,-0.0778222,0.348586,0.74386,2.54192,1.04821,1.74798,-1.04376,-0.764782,-1.1747,45.0994,14.3817,43.1679
-408402,0.837237,0.385718,4,15,0,408409,-0.163905,-0.339828,0.639285,-0.190429,0.0875816,-0.13118,0.0807201,0.639173,2.81799,1.04005,1.87944,-0.695947,-0.473114,-0.977592,45.0714,14.3532,43.0698
-408406,0.687863,0.385718,3,7,0,408412,-0.106664,-0.371273,0.539043,-0.186593,0.000560373,-0.0150971,-0.00711151,0.628742,2.96864,1.0913,1.84021,-0.813771,-0.37375,-1.0493,45.0417,14.4032,43.1757
-408406,0.790466,0.385718,3,7,0,408415,-0.0985342,-0.388024,0.590983,-0.183612,-0.0020831,0.0159412,0.0471275,0.628188,2.95201,1.08126,1.92394,-0.929995,-0.465082,-1.03971,45.0535,14.4391,42.9211
-408407,0.980033,0.385718,4,15,0,408411,-0.142222,-0.462446,0.657874,-0.181351,-0.0564813,0.0498041,0.080465,0.688046,2.88672,1.02305,1.55187,-0.969016,-0.912149,-1.41194,45.0606,14.3009,43.2852
-408404,0.975783,0.385718,3,15,0,408413,-0.162088,-0.482941,0.68184,-0.177431,0.0534814,-0.0504007,0.16163,0.672014,2.81791,1.05446,1.34251,-1.21248,-0.763009,-1.48587,45.0912,14.3418,43.3816
-408403,0.998484,0.385718,4,15,0,408409,-0.0715191,-0.461736,0.642288,-0.18612,-0.0196552,0.0157745,0.0920557,0.67008,2.61171,1.06851,1.80634,-0.601482,-0.279627,-0.922536,45.061,14.4106,42.779
-408402,0.890031,0.385718,3,15,0,408411,-0.131864,-0.391062,0.593339,-0.185158,-0.0729449,0.00724199,0.202806,0.713692,2.51426,1.07976,1.98975,-0.802028,-0.528363,-0.814093,45.1531,14.4363,42.954
-408406,0.915879,0.385718,3,7,0,408410,-0.0677332,-0.359828,0.515489,-0.181242,-0.0786023,0.0616674,0.110858,0.750333,2.53483,1.07454,1.88434,-0.684097,-0.430662,-1.25516,45.1063,14.2962,42.5857
-408405,0.822574,0.385718,4,15,0,408417,-0.242272,-0.416927,0.744475,-0.190392,-0.0721984,-0.122828,0.242075,0.676783,2.93575,1.07087,1.45013,-1.16896,-0.990614,-1.40535,45.0992,14.4082,43.4549
-408405,0.987667,0.385718,4,15,0,408410,-0.207749,-0.39699,0.715958,-0.188012,-0.0828591,-0.160175,0.351373,0.691496,2.70994,0.980267,1.45029,-1.19494,-0.815323,-1.368,45.1647,14.3389,43.5842
-408402,0.98792,0.385718,4,15,0,408410,-0.179746,-0.374038,0.63959,-0.18788,-0.00534478,0.0337864,0.294894,0.745779,2.55875,1.03533,1.44914,-1.13825,-0.990533,-1.34719,45.1269,14.4101,43.2243
-408401,0.898831,0.385718,4,15,0,408409,-0.0788844,-0.428188,0.526936,-0.19586,-0.110935,-0.199912,0.24204,0.66287,2.81456,1.05495,1.66969,-1.08538,-0.765106,-1.26056,45.0745,14.4144,44.0175
-408403,0.902383,0.385718,4,15,0,408409,-0.199109,-0.345655,0.607461,-0.182284,0.0419391,-0.0216554,0.329212,0.724936,2.63519,1.03684,1.91722,-0.85833,-0.602778,-0.945114,45.1285,14.4523,42.9089
-408406,0.86291,0.385718,3,7,0,408413,-0.148614,-0.39394,0.685008,-0.171235,0.0451862,-0.0665706,0.189315,0.708706,2.88721,1.0327,1.79492,-0.686607,-0.433863,-0.896482,45.05,14.3167,42.1053
-408405,0.934487,0.385718,4,15,0,408414,-0.0803933,-0.431477,0.598444,-0.185352,-0.0839827,-0.330666,0.308333,0.692211,2.62884,1.11565,1.68948,-1.07252,-0.682066,-1.08809,45.1494,14.3173,43.234
-408407,0.964679,0.385718,3,7,0,408417,-0.0404476,-0.381873,0.500529,-0.189421,-0.133393,-0.229555,0.352912,0.69544,2.48263,1.09183,1.64713,-0.985953,-0.803007,-0.760338,45.1095,14.3465,43.3661
-408410,0.815477,0.385718,3,7,0,408420,-0.0427296,-0.361342,0.450168,-0.188794,-0.0822223,-0.123527,0.367407,0.701537,2.54615,1.10658,1.81088,-0.996125,-0.914724,-0.798938,45.1247,14.3145,43.3304
-408404,1,0.385718,3,7,0,408413,-0.0804756,-0.378546,0.552481,-0.18376,-0.208685,-0.125467,0.294552,0.653165,2.75521,1.07288,1.83379,-0.810446,-0.438024,-1.43397,45.1058,14.425,43.0785
-408401,0.969036,0.385718,3,7,0,408409,-0.103494,-0.429789,0.617991,-0.189577,-0.209335,-0.190894,0.382288,0.658385,2.79034,1.07414,1.81466,-0.951248,-0.825903,-0.987968,45.1099,14.3549,43.3589
-408406,0.291127,0.385718,3,7,0,408422,-0.233067,-0.348627,0.711192,-0.192641,-0.0902433,0.0022473,0.289115,0.683149,2.61521,1.05689,1.57067,-1.27373,-0.723698,-1.38042,45.1522,14.3841,43.3452
-408402,0.995516,0.385718,4,15,0,408410,-0.0162894,-0.492751,0.543271,-0.177596,-0.0655785,-0.115624,0.254373,0.732733,2.73903,1.04769,1.52688,-1.08778,-0.833471,-1.50682,45.0523,14.4011,43.1682
-408403,0.939719,0.385718,4,15,0,408407,-0.02088,-0.461263,0.539392,-0.18703,-0.0165865,-0.0273553,0.195685,0.715238,2.77645,1.03691,1.44387,-1.19344,-1.04165,-1.36902,45.0431,14.3994,43.44
-408401,0.79433,0.385718,4,15,0,408408,-0.231687,-0.376821,0.659484,-0.193433,-0.0871261,-0.105155,0.323067,0.689532,2.68984,1.07727,1.68791,-1.0081,-0.732679,-1.21724,45.1608,14.3927,43.5669
-408404,0.619791,0.385718,3,15,0,408412,-0.195578,-0.363097,0.663239,-0.175563,0.0422555,-0.107092,0.3571,0.630845,2.78899,1.04846,1.83604,-0.871439,-0.713897,-1.06359,45.1287,14.3494,42.8636
-408405,0.798823,0.385718,4,15,0,408411,-0.0300518,-0.467179,0.583621,-0.181593,0.00149576,-0.178079,0.0888272,0.735586,2.6602,1.09251,1.69206,-0.668682,-0.541657,-1.27834,45.1324,14.3713,42.7874
-408403,0.895403,0.385718,4,15,0,408415,-0.215366,-0.359624,0.65622,-0.179064,-0.00684252,-0.0711908,0.399939,0.652763,2.81366,1.055,1.77248,-1.00476,-0.797865,-1.26299,45.1632,14.3642,43.076
-408404,0.836123,0.385718,3,15,0,408409,-0.209116,-0.384291,0.627933,-0.181281,-0.00694417,-0.0389844,0.470255,0.644785,2.78904,1.05002,1.75307,-0.908361,-0.77603,-1.1686,45.1603,14.3644,43.3075
-408406,0.928334,0.385718,4,15,0,408417,-0.0894446,-0.409151,0.617069,-0.184472,-0.224613,-0.230667,0.0583669,0.749659,2.78078,1.08415,1.56779,-1.08681,-0.653433,-1.44341,45.0281,14.3947,42.9297
-408404,0.904365,0.385718,4,15,0,408415,-0.169966,-0.419453,0.623165,-0.187172,0.0756592,-0.121285,0.384798,0.675694,2.71653,1.05575,1.83388,-0.731188,-0.707272,-1.0634,45.1956,14.3596,43.3657
-408404,0.929693,0.385718,3,7,0,408412,-0.147033,-0.376467,0.617562,-0.174964,0.0259389,-0.26151,0.353938,0.693749,2.84055,1.05626,1.76141,-0.906642,-0.460414,-1.12386,45.1313,14.3508,42.7354
-408402,0.928826,0.385718,3,7,0,408409,-0.143026,-0.400961,0.579407,-0.198973,-0.0861304,-0.107693,0.0738379,0.695361,2.65345,1.05702,1.84266,-0.755712,-0.615633,-1.04492,45.1446,14.4105,43.81
-408400,1,0.385718,4,15,0,408405,-0.139327,-0.399631,0.603475,-0.184332,-0.0472087,-0.176225,0.328999,0.658205,2.71745,1.09416,1.5017,-1.16227,-0.971567,-1.50388,45.086,14.3544,43.4424
-408402,0.856572,0.385718,3,7,0,408406,-0.139989,-0.390139,0.636782,-0.193358,-0.13555,-0.116939,0.314433,0.664565,2.67601,1.08986,1.42107,-1.20343,-1.04405,-1.23331,45.0232,14.3738,43.4475
-408402,0.975364,0.385718,4,15,0,408406,-0.0714286,-0.407489,0.544216,-0.181045,0.0235624,-0.116224,0.140302,0.741365,2.79593,1.01953,1.93811,-0.661676,-0.422076,-0.931565,45.1812,14.4084,42.9054
-408406,0.559403,0.385718,4,15,0,408413,-0.201972,-0.443739,0.703604,-0.189265,-0.112746,-0.182804,0.339658,0.664763,2.70843,1.07919,1.63313,-1.37292,-0.941009,-1.51607,45.0229,14.3521,43.653
-408403,0.993919,0.385718,4,15,0,408412,-0.147415,-0.39961,0.66524,-0.177059,0.000450226,-0.0148985,0.401162,0.768889,2.49141,1.04382,1.56606,-0.988948,-0.826508,-1.27372,45.1346,14.4201,42.5158
-408405,0.877781,0.385718,4,15,0,408413,-0.101136,-0.411874,0.605203,-0.181137,-0.161641,-0.113842,0.0403131,0.639806,2.98246,1.06103,1.45697,-0.944398,-0.722303,-1.45069,45.0349,14.3691,43.2497
-408406,0.957793,0.385718,4,15,0,408416,-0.132367,-0.381771,0.619903,-0.205341,0.0464301,-0.225839,0.403922,0.685968,2.4393,1.05049,1.77568,-0.985075,-0.76942,-1.39677,45.1724,14.3619,43.8218
-408405,0.65372,0.385718,4,15,0,408418,-0.201794,-0.368393,0.645211,-0.188078,0.0696456,-0.170215,0.499058,0.695793,2.59188,1.01992,1.89853,-0.750739,-0.591638,-0.822699,45.157,14.3641,43.1578
