# stan_version_major = 2
# stan_version_minor = 29
# stan_version_patch = 0
# model = model_f26f5fbf43_model
# start_datetime = 2023-08-27 21:49:42 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       num_cross_chains = 1 (Default)
#       cross_chain_window = 100 (Default)
#       cross_chain_rhat = 1.05 (Default)
#       cross_chain_ess = 200 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file = /tmp/RtmpfD8nSs/standata-f2632c2df3.json
# init = 2 (Default)
# random
#   seed = 949436583
# output
#   file = /home/jrun/Conhecimentos-TPACK/chains/model/model_0468bb5407fbaa407fffd48330a4259e-202308272149-4-89392f.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = /home/jrun/Conhecimentos-TPACK/chains/model/model_0468bb5407fbaa407fffd48330a4259e-profile-202308272149-4-78264e.csv
# num_threads = 8 (Default)
# stanc_version = stanc3 2c6fa27
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,b.1,b.2,b.3,b.4,b.5,b.6,b.7,b.8,b.9,b.10,b.11,b.12,b.13,b.14,Intercept,sigma,b_Intercept
-408403,0.95126,0.385718,4,15,0,408412,-0.200001,-0.381388,0.64774,-0.193309,-0.0880508,-0.274096,0.177713,0.722433,2.47013,1.10014,1.97995,-0.73362,-0.558561,-1.03112,45.0411,14.3909,43.2384
-408403,0.951494,0.385718,3,15,0,408412,-0.046524,-0.431846,0.572119,-0.186039,-0.0147355,0.011941,0.271529,0.681435,2.66124,1.05489,2.27269,-0.38532,-0.0682081,-0.506447,45.1217,14.3758,42.5387
-408403,0.907965,0.385718,4,15,0,408409,-0.220838,-0.443138,0.750956,-0.189073,-0.044931,-0.207066,0.172896,0.727593,2.78581,1.04203,1.93568,-0.711123,-0.341639,-0.943778,45.0348,14.4083,42.9179
-408403,0.70241,0.385718,4,15,0,408412,-0.0847802,-0.412638,0.604862,-0.190329,-0.0502738,-0.382456,0.200003,0.675652,2.67421,1.07963,1.6606,-1.06679,-1.00695,-1.32811,45.0498,14.3768,43.511
-408406,0.936266,0.385718,4,15,0,408411,-0.12239,-0.400906,0.678353,-0.185584,0.0015904,-0.0502664,0.302952,0.667768,2.63989,1.00317,1.95244,-0.83062,-0.737903,-1.45156,45.1514,14.3672,42.9684
-408413,0.814746,0.385718,3,7,0,408420,-0.0713679,-0.436867,0.520767,-0.201582,-0.158409,-0.408228,0.3438,0.70854,2.77514,1.09075,1.61672,-0.945658,-0.657484,-0.617263,45.1499,14.403,44.0138
-408407,0.985429,0.385718,4,15,0,408422,-0.0444012,-0.416973,0.585985,-0.182659,-0.236457,-0.11869,0.272498,0.666762,2.76119,1.03052,1.78381,-0.885616,-0.631405,-1.64078,45.1833,14.4093,43.1635
-408405,0.820368,0.385718,3,7,0,408416,-0.0989664,-0.474336,0.641496,-0.186621,-0.0249472,-0.112782,0.308599,0.664049,2.84343,1.03979,1.65204,-0.944099,-0.633441,-0.686617,45.1437,14.3202,43.3264
-408404,0.847857,0.385718,3,7,0,408415,-0.115964,-0.323024,0.561751,-0.184453,0.0673358,-0.0294226,0.264445,0.669845,2.72834,1.0486,2.13087,-0.604215,-0.188196,-1.03395,45.0411,14.4003,42.5141
-408401,0.952476,0.385718,4,15,0,408409,-0.154181,-0.455942,0.71539,-0.19364,-0.139132,-0.199115,0.289981,0.723604,2.75476,1.03602,1.65996,-0.959799,-0.642086,-1.0644,45.1465,14.3559,43.3158
-408405,0.940573,0.385718,3,7,0,408408,0.00432792,-0.421635,0.524753,-0.181311,0.0318717,-0.0729688,0.0521035,0.686585,2.6502,1.07894,1.98013,-0.700583,-0.352545,-1.12475,45.0313,14.3939,42.6468
-408410,0.904441,0.385718,4,15,0,408415,-0.00342844,-0.509523,0.55396,-0.186049,0.0727167,-0.208637,0.17853,0.677531,2.52734,1.13283,1.78805,-0.811649,-0.634149,-0.809115,45.0483,14.3426,43.1687
-408405,0.99764,0.385718,3,15,0,408416,-0.104907,-0.300221,0.531068,-0.191677,0.00670145,-0.0696813,0.236934,0.677877,2.86546,1.00658,1.64261,-1.10324,-0.840834,-1.64949,45.0761,14.4193,43.3728
-408405,0.983539,0.385718,3,15,0,408412,-0.062441,-0.455183,0.630107,-0.174016,-0.0508949,0.0398319,0.49862,0.701741,2.6297,1.07319,1.61628,-1.04429,-0.870272,-0.972233,45.1199,14.3307,42.4717
-408405,0.883219,0.385718,3,15,0,408413,-0.0678599,-0.497101,0.634635,-0.175379,-0.059262,0.0136214,0.519276,0.707962,2.68661,1.0554,1.8091,-1.05969,-0.87576,-1.12499,45.1197,14.3409,42.7292
-408404,0.798275,0.385718,3,7,0,408414,-0.0591378,-0.429349,0.618893,-0.179982,0.12706,0.00635507,0.254883,0.699965,2.53337,1.06451,1.74841,-0.787088,-0.580802,-1.33061,45.1398,14.4129,42.5637
-408404,0.691273,0.385718,3,7,0,408415,-0.0615598,-0.389396,0.559535,-0.184899,-0.0332011,-0.0862477,0.184336,0.704826,2.65725,1.07232,1.65917,-0.872936,-0.394754,-1.55887,45.1018,14.3925,42.9018
-408402,0.857013,0.385718,3,7,0,408421,-0.104545,-0.372809,0.509818,-0.186826,-0.0632391,-0.164197,0.0509378,0.733539,2.65215,1.07621,1.65622,-0.983977,-0.509528,-1.44298,45.1346,14.3621,43.4779
-408401,0.944859,0.385718,4,15,0,408408,-0.0912808,-0.361933,0.566636,-0.189802,-0.0381334,-0.177428,0.260801,0.619793,2.74454,1.09745,1.68518,-0.951505,-0.845293,-1.17951,45.1413,14.3868,43.3875
-408405,0.582895,0.385718,4,15,0,408413,-0.143903,-0.485144,0.668414,-0.180016,-0.00354935,-0.139121,0.209828,0.780927,2.69989,1.02091,1.41042,-1.17047,-0.713981,-1.36019,45.0459,14.3329,43.1525
-408405,0.846244,0.385718,4,15,0,408411,-0.148676,-0.406067,0.660134,-0.177418,-0.11288,0.0610764,0.276095,0.756081,2.51461,1.04083,1.77995,-1.14567,-0.825393,-1.30528,45.1864,14.4244,42.7823
-408405,0.990258,0.385718,4,15,0,408413,-0.0986112,-0.424159,0.566587,-0.196129,-0.0241309,-0.286953,0.249236,0.62783,2.90764,1.05741,1.4213,-1.10963,-1.02759,-1.4397,45.0177,14.422,44.0902
-408404,0.981821,0.385718,4,15,0,408410,-0.136417,-0.440627,0.60219,-0.182878,-0.140273,0.0633362,0.298283,0.690478,2.58392,1.08171,2.10017,-0.639584,-0.268694,-0.80356,45.0292,14.3378,42.8183
-408403,0.978707,0.385718,4,15,0,408410,-0.119455,-0.458397,0.631636,-0.193528,0.0838987,-0.110476,0.391689,0.624433,2.66419,1.0603,1.5616,-1.10866,-0.972211,-1.46892,45.0545,14.3958,43.7908
-408403,0.760149,0.385718,4,15,0,408412,-0.153815,-0.414387,0.581414,-0.183166,-0.183656,-0.162491,0.0980602,0.736629,2.80769,1.00833,1.60934,-0.908538,-0.802123,-1.2667,45.1505,14.4043,43.6646
-408404,0.925421,0.385718,4,15,0,408411,-0.103809,-0.495796,0.613323,-0.181489,0.0180815,-0.160798,0.241778,0.633981,2.63746,1.0889,1.95731,-0.837231,-0.629539,-0.997438,45.0435,14.3618,43.3697
-408404,0.871652,0.385718,3,15,0,408413,-0.128103,-0.49797,0.637052,-0.180333,0.038635,-0.152458,0.270682,0.674065,2.6825,1.09101,1.89716,-0.789991,-0.770258,-1.02726,45.0745,14.3696,43.1982
-408403,0.895595,0.385718,3,15,0,408410,-0.125382,-0.389403,0.684185,-0.191836,0.0290417,-0.0266235,0.361649,0.684219,2.70351,1.00557,1.75523,-0.786757,-0.551363,-1.21035,45.0652,14.4094,42.7862
-408400,0.82847,0.385718,2,3,0,408407,-0.14537,-0.388674,0.652202,-0.188812,0.00433823,-0.063389,0.352272,0.679459,2.70792,1.0132,1.91981,-0.907086,-0.5901,-1.13472,45.0716,14.365,43.0316
-408401,0.809834,0.385718,4,15,0,408406,-0.0730579,-0.448658,0.570797,-0.179974,0.0104645,-0.0317381,0.107798,0.722573,2.68406,1.07118,1.53095,-1.02029,-0.563581,-1.24491,45.0964,14.3792,43.068
-408406,0.955281,0.385718,4,15,0,408410,-0.216733,-0.338532,0.634804,-0.198079,-0.0137626,-0.241571,0.444371,0.657542,2.79868,1.07708,1.36463,-1.27877,-0.957324,-1.64842,45.1049,14.4235,43.8557
-408401,0.988881,0.385718,4,15,0,408410,-0.175741,-0.359087,0.625904,-0.187668,-0.228588,-0.233641,0.26774,0.671027,2.76766,1.07859,1.4433,-1.23203,-1.02292,-1.3914,45.1027,14.38,43.5978
-408406,0.47618,0.385718,4,15,0,408414,-0.0868567,-0.467056,0.630533,-0.191573,0.124129,-0.0895513,0.250821,0.677373,2.61316,1.01555,1.71491,-0.947177,-1.02751,-1.24573,45.103,14.3924,43.575
-408402,0.961692,0.385718,4,15,0,408417,-0.154653,-0.328307,0.629473,-0.182461,-0.201499,-0.0854483,0.204289,0.688818,2.74868,1.03579,1.9695,-0.678315,-0.30539,-0.807682,45.0597,14.3955,42.5661
-408404,0.870397,0.385718,4,15,0,408409,-0.0964589,-0.502814,0.60446,-0.189399,0.0945007,-0.188939,0.245203,0.703703,2.64156,1.0717,1.29201,-1.20043,-0.958604,-1.47681,45.0799,14.3888,43.8536
-408402,0.79693,0.385718,4,15,0,408411,-0.159758,-0.39345,0.685892,-0.194675,-0.0830052,-0.216006,0.27039,0.724789,2.63345,1.05248,1.476,-0.999151,-0.659907,-1.43151,45.1601,14.3808,43.3053
-408402,0.836543,0.385718,4,15,0,408410,-0.0664177,-0.413475,0.558872,-0.177108,-0.0629047,0.0501207,0.132526,0.663059,2.70958,1.04675,2.01058,-0.756441,-0.556943,-0.859669,45.1108,14.3469,42.8539
-408405,0.769865,0.385718,4,15,0,408411,-0.146687,-0.388843,0.657713,-0.199159,-0.0874029,-0.298027,0.187517,0.693896,2.63694,1.01582,2.06142,-0.634757,-0.641067,-0.890631,45.0923,14.4023,43.4404
-408403,0.984881,0.385718,4,15,0,408411,-0.103072,-0.392718,0.547258,-0.178562,-0.0714309,-0.0617339,0.133791,0.690068,2.7943,1.09734,1.53365,-1.10479,-0.741146,-1.44897,45.1978,14.3587,43.2548
-408402,0.926339,0.385718,4,15,0,408410,-0.144133,-0.439178,0.696483,-0.187702,0.0339966,-0.237628,0.313041,0.724336,2.77363,1.02588,2.07881,-0.67081,-0.508378,-0.953849,45.0343,14.383,42.725
-408406,0.795073,0.385718,3,7,0,408410,-0.123636,-0.411326,0.646768,-0.188192,-0.18935,0.0220109,0.17385,0.669463,2.70211,1.08003,2.10049,-0.624159,-0.455725,-1.07039,45.1622,14.4725,42.8791
-408406,0.92852,0.385718,4,15,0,408414,-0.0755008,-0.425146,0.642562,-0.192274,0.016429,-0.0547545,0.299966,0.718354,2.67489,1.02085,1.57377,-1.26414,-0.872592,-1.61856,45.0444,14.4605,43.1697
-408407,1,0.385718,3,15,0,408413,-0.047013,-0.442239,0.524603,-0.180617,-0.0457238,-0.150805,0.0966375,0.635647,2.89644,1.07877,1.48296,-1.04044,-0.809853,-1.12773,45.1228,14.3051,43.5904
-408405,0.965755,0.385718,4,15,0,408412,-0.0198032,-0.4348,0.529316,-0.192368,0.0720295,-0.118144,0.224738,0.683416,2.78643,1.03456,1.78585,-0.917247,-0.65558,-1.45037,45.059,14.4618,43.3945
-408403,0.813818,0.385718,4,15,0,408416,-0.130904,-0.449661,0.71464,-0.194546,-0.166615,-0.265622,0.328638,0.679314,2.66338,1.00653,1.81072,-0.946701,-0.747907,-1.04726,45.0728,14.3452,43.4428
-408406,0.782596,0.385718,4,15,0,408417,-0.116016,-0.367419,0.629207,-0.173039,0.076917,-0.224422,0.112528,0.68129,2.7381,1.09109,1.96418,-0.839332,-0.457367,-1.1252,45.1276,14.3793,42.4144
-408406,0.774711,0.385718,3,15,0,408416,-0.181107,-0.420992,0.543211,-0.183357,0.0256154,-0.0879869,0.160658,0.655203,2.71152,1.06103,1.6875,-0.936554,-0.687793,-1.2928,45.1063,14.4198,43.9645
-408410,0.990415,0.385718,3,7,0,408419,-0.0462578,-0.332793,0.576116,-0.186497,-0.141229,-0.0464705,0.139136,0.769381,2.45986,1.06861,1.91881,-0.691087,-0.352079,-0.871718,45.0394,14.3379,42.129
-408411,0.905803,0.385718,4,15,0,408420,-0.176298,-0.493887,0.668779,-0.200325,0.045172,0.0592221,0.314074,0.619533,2.88038,1.02443,1.47842,-1.14646,-1.05008,-1.34376,45.121,14.3639,44.3375
-408411,0.91985,0.385718,4,15,0,408425,0.0126216,-0.427761,0.500524,-0.19129,-0.102221,-0.461247,0.21295,0.63982,2.94802,1.08025,1.4466,-0.933878,-0.718672,-1.49549,45.1404,14.4055,43.7817
-408404,1,0.385718,3,7,0,408417,-0.0233909,-0.408477,0.467424,-0.187668,-0.108487,-0.151692,0.197347,0.687952,2.88237,1.03811,1.51689,-1.21001,-1.03329,-1.36291,45.0733,14.3751,43.7902
-408399,0.978279,0.385718,3,7,0,408408,-0.109985,-0.406378,0.618543,-0.193256,-0.112997,-0.139378,0.294198,0.640548,2.80145,1.04873,1.66668,-1.0066,-0.623974,-1.34386,45.0897,14.3719,43.5088
-408401,0.840094,0.385718,3,7,0,408405,-0.164499,-0.397837,0.599369,-0.19432,-0.156115,-0.153668,0.0124144,0.680739,2.85391,1.04185,1.76178,-0.851263,-0.60655,-1.14828,45.0996,14.3955,43.8156
-408402,0.62658,0.385718,4,15,0,408412,-0.082077,-0.422039,0.65115,-0.183874,-0.0223384,-0.0786037,0.339068,0.742126,2.60354,1.0687,1.94013,-0.718055,-0.598064,-1.02245,45.0716,14.4254,42.3086
-408403,1,0.385718,4,15,0,408407,-0.0597389,-0.442156,0.561242,-0.185294,-0.119307,-0.16709,0.107516,0.727105,2.76269,1.02399,1.45372,-0.94921,-0.686567,-1.36369,45.0457,14.328,43.3929
-408410,0.760084,0.385718,3,7,0,408415,-0.00911035,-0.452989,0.558127,-0.175555,-0.129537,-0.126707,0.029421,0.718927,2.98268,1.06133,1.57214,-1.2185,-0.940881,-1.33024,45.0538,14.355,42.945
-408409,0.71087,0.385718,4,15,0,408423,-0.18555,-0.389969,0.727094,-0.20498,-0.146761,-0.0680659,0.213457,0.66396,2.42381,1.13153,1.8355,-0.874329,-0.503519,-1.26344,45.15,14.3796,43.3108
-408410,0.841176,0.385718,3,15,0,408421,-0.226394,-0.446155,0.712885,-0.194407,-0.0176239,0.00584211,0.195641,0.650788,2.55956,1.15914,1.9051,-0.78925,-0.378633,-1.21428,45.0746,14.4005,43.2273
-408413,0.898597,0.385718,4,15,0,408421,-0.0535943,-0.468377,0.56672,-0.195015,-0.0815986,-0.200758,0.331961,0.735746,3.04314,1.01166,1.20389,-1.25976,-1.02526,-1.47465,45.1518,14.2967,43.8956
-408403,0.984621,0.385718,3,7,0,408418,-0.0290164,-0.425525,0.560957,-0.196802,-0.0633,-0.201161,0.244789,0.689742,2.68708,1.0408,1.39905,-1.34506,-1.11761,-1.56068,45.1154,14.4192,43.8886
-408403,0.904594,0.385718,4,15,0,408408,-0.15738,-0.426057,0.697503,-0.190885,-0.0285571,-0.0836667,0.312971,0.736456,2.65147,1.0093,2.29702,-0.489145,-0.183434,-0.826834,45.1005,14.36,42.6299
-408402,0.891727,0.385718,4,15,0,408413,-0.0992165,-0.330676,0.501645,-0.178182,-0.136664,-0.216801,0.195302,0.74418,2.64239,1.06553,1.88363,-0.857847,-0.462174,-1.15384,45.0987,14.3728,42.8567
-408404,0.802682,0.385718,4,15,0,408408,-0.199909,-0.495817,0.744311,-0.191647,-0.0348202,-0.178965,0.330036,0.684432,2.81467,1.08304,1.71617,-0.965944,-0.829968,-1.38277,45.1333,14.3756,43.4799
-408404,0.759821,0.385718,4,15,0,408411,-0.085388,-0.472854,0.70514,-0.185981,-0.0931108,-0.0902425,0.282884,0.63,2.59074,1.04353,1.61017,-0.864379,-0.73653,-1.20322,45.1131,14.4053,43.1433
-408403,0.972387,0.385718,3,7,0,408410,-0.0494491,-0.506335,0.637699,-0.190239,-0.00286362,0.0077215,0.327728,0.63474,2.76804,1.06751,1.58169,-1.00778,-0.807788,-1.03116,45.0841,14.4044,43.3408
-408402,0.99167,0.385718,3,7,0,408407,-0.0599033,-0.452899,0.617837,-0.188266,-0.0270474,-0.145968,0.208041,0.691519,2.52936,1.06674,1.91025,-0.863651,-0.590115,-1.40639,45.0869,14.3434,43.1126
-408402,0.820484,0.385718,3,15,0,408409,-0.121155,-0.447584,0.608366,-0.184591,0.0321804,-0.0742161,0.215018,0.717279,2.77278,1.09568,1.84713,-0.764101,-0.502809,-1.12158,45.1356,14.3529,42.9526
-408403,0.672208,0.385718,3,7,0,408413,-0.06799,-0.510173,0.685201,-0.182772,-0.0636818,-0.0584054,0.0175788,0.661909,2.74387,1.05666,1.87411,-0.765413,-0.43106,-0.9847,45.1302,14.327,42.9927
-408403,0.664906,0.385718,4,15,0,408413,-0.170285,-0.337915,0.531917,-0.185206,-0.0905291,-0.191016,0.397877,0.711635,2.59749,1.02609,1.91028,-0.738143,-0.561489,-0.959807,45.0709,14.3937,43.3172
-408410,0.822634,0.385718,3,7,0,408415,-0.142958,-0.273539,0.543038,-0.194576,-0.089743,-0.286187,0.295116,0.746298,2.6377,1.07777,1.8385,-0.791907,-0.48617,-0.523147,45.0776,14.4136,42.8849
-408412,0.892164,0.385718,3,7,0,408423,-0.188701,-0.232879,0.565125,-0.20074,-0.103981,-0.388572,0.377,0.765607,2.54011,1.06316,1.90853,-0.860386,-0.667716,-1.04157,45.0197,14.3555,43.0621
-408412,0.956853,0.385718,4,15,0,408425,0.0448713,-0.445133,0.544926,-0.164777,0.0876068,0.0709752,0.201138,0.696659,2.94072,1.0223,1.72297,-0.959714,-0.645716,-1.0958,45.181,14.3311,42.1831
-408405,0.969318,0.385718,4,15,0,408420,-0.0755014,-0.430192,0.549762,-0.17237,-0.245257,0.18981,0.253249,0.695801,2.75187,1.04762,1.67624,-0.782829,-0.567419,-1.09959,45.1677,14.4287,42.8008
-408406,0.929578,0.385718,4,15,0,408415,-0.123884,-0.445212,0.672019,-0.206329,-0.120282,-0.262844,0.311739,0.563461,2.873,1.08605,1.75981,-0.996674,-0.653251,-1.26189,45.0744,14.3287,44.0554
-408405,0.861157,0.385718,4,15,0,408412,-0.156424,-0.406666,0.620423,-0.171067,-0.016697,0.109512,0.188899,0.806059,2.53051,1.03377,1.72613,-0.907863,-0.463099,-1.23137,45.1286,14.3495,42.4156
-408401,1,0.385718,4,15,0,408409,-0.123127,-0.377434,0.608632,-0.182245,-0.213539,-0.0283434,0.352176,0.661357,2.77958,1.05935,1.97068,-0.781783,-0.392847,-0.894476,45.0586,14.3928,42.7143
-408405,0.920401,0.385718,3,15,0,408408,-0.167004,-0.339476,0.645052,-0.180587,-0.188507,-0.0064946,0.41856,0.666064,2.84079,1.02884,1.85337,-0.736018,-0.61902,-0.891848,45.0383,14.3601,42.5342
-408400,0.974114,0.385718,4,15,0,408410,-0.140511,-0.454714,0.686365,-0.192085,-0.0837253,-0.274921,0.318969,0.742398,2.61002,1.04552,1.8842,-0.897889,-0.684409,-1.24926,45.0502,14.3937,43.1789
-408402,0.886368,0.385718,3,15,0,408407,-0.127441,-0.369422,0.58101,-0.178901,-0.198139,0.0821783,0.143455,0.638917,2.78226,1.07776,1.86444,-0.714815,-0.277272,-0.799408,45.111,14.379,42.8074
-408405,0.866322,0.385718,4,15,0,408411,-0.141363,-0.481097,0.650068,-0.185511,0.0989005,-0.428237,0.338156,0.7352,2.66216,1.04182,1.5064,-1.03868,-0.870052,-1.24382,45.0714,14.375,43.5685
-408406,0.837738,0.385718,4,15,0,408413,-0.197409,-0.394833,0.620121,-0.197742,-0.211044,0.00220541,0.142908,0.609875,2.73458,1.0751,1.63288,-0.961396,-0.577349,-1.03335,45.1494,14.3671,44.0914
-408406,0.948436,0.385718,4,15,0,408413,-0.205424,-0.387823,0.621169,-0.193942,-0.21588,-0.0426117,0.179832,0.60053,2.67191,1.07316,1.70873,-0.987342,-0.762436,-1.13881,45.1186,14.3476,44.0807
-408411,0.929127,0.385718,3,7,0,408416,-0.0544744,-0.53751,0.547184,-0.186873,0.0911282,-0.378277,0.363171,0.769437,2.50688,1.05572,1.61857,-1.00449,-0.792266,-1.35045,45.0932,14.412,43.7908
-408407,1,0.385718,3,7,0,408413,-0.0372263,-0.518113,0.562925,-0.191482,0.0449499,-0.310934,0.349715,0.770839,2.47558,1.05112,1.56091,-1.01952,-0.806102,-1.38135,45.0878,14.4007,43.6681
-408407,0.953857,0.385718,4,15,0,408414,-0.177696,-0.329385,0.528222,-0.183752,-0.137617,-0.0191427,0.108964,0.600206,2.95493,1.0713,1.5396,-1.08832,-0.606372,-1.47109,45.0815,14.4015,43.7709
-408405,0.977706,0.385718,3,7,0,408415,-0.0721304,-0.351885,0.565072,-0.192294,0.0124726,-0.0663551,0.199952,0.605931,2.91271,1.03602,1.60586,-1.01767,-0.713156,-1.45824,45.052,14.4371,43.3805
-408403,0.697446,0.385718,4,15,0,408413,-0.152061,-0.446284,0.664971,-0.18564,-0.0515778,0.0495569,0.244358,0.656328,2.61543,1.09971,1.87674,-0.926919,-0.493388,-0.894279,45.1118,14.3225,43.057
-408403,0.951452,0.385718,4,15,0,408413,-0.0878345,-0.438332,0.610654,-0.19454,-0.104202,-0.207384,0.249519,0.750844,2.6989,0.979375,1.68783,-0.790834,-0.651087,-1.18841,45.0947,14.3255,43.451
-408403,0.994175,0.385718,4,15,0,408408,-0.145711,-0.392163,0.603784,-0.188616,-0.0919551,0.192754,0.170277,0.632712,2.65687,1.0904,2.0816,-0.610151,-0.436192,-0.958279,45.0932,14.3739,42.9957
-408403,0.861803,0.385718,3,7,0,408410,-0.155684,-0.387331,0.610396,-0.182125,-0.0470427,-0.0567673,0.15742,0.673862,2.61082,1.06847,1.97046,-0.67942,-0.234978,-0.870705,45.0867,14.4524,42.9184
-408402,0.95458,0.385718,3,7,0,408411,-0.0372923,-0.46332,0.563133,-0.173951,-0.122444,-0.068358,0.235613,0.724838,2.7903,1.02691,1.84045,-0.815045,-0.405746,-0.911789,45.1518,14.4257,42.7721
-408406,0.706106,0.385718,3,7,0,408411,-0.0342072,-0.499966,0.580639,-0.188023,-0.0989971,-0.152122,0.17352,0.71382,2.77435,1.02444,2.05331,-0.442803,-0.413967,-0.888911,45.1356,14.3216,43.1633
-408408,0.744597,0.385718,3,7,0,408415,-0.160022,-0.50421,0.666219,-0.179343,-0.187824,-0.120366,0.100073,0.732395,2.64445,1.04558,1.79204,-0.503075,-0.445955,-0.940081,45.1379,14.4255,43.1894
-408403,1,0.385718,4,15,0,408412,-0.0614432,-0.457533,0.62334,-0.19775,-0.05571,-0.265036,0.167764,0.716646,2.70899,1.05614,1.79634,-0.61329,-0.50835,-1.11721,45.096,14.3376,43.2554
-408400,0.895084,0.385718,4,15,0,408410,-0.17007,-0.390963,0.653222,-0.171771,-0.0711933,0.0385417,0.313414,0.717956,2.7408,1.06411,1.81343,-1.0102,-0.719696,-1.31802,45.114,14.3676,42.4935
-408400,0.928694,0.385718,3,15,0,408405,-0.0606173,-0.486974,0.60794,-0.182278,-0.0240259,-0.0639388,0.287911,0.691902,2.64382,1.04055,1.63159,-0.960731,-0.691818,-1.12069,45.1106,14.4135,43.2149
-408404,0.737452,0.385718,4,15,0,408409,-0.0958213,-0.461401,0.61494,-0.193191,-0.0632621,-0.113254,0.254702,0.598473,2.92534,1.0803,1.83038,-0.846825,-0.37183,-1.15219,45.1152,14.3779,43.5725
