# stan_version_major = 2
# stan_version_minor = 31
# stan_version_patch = 0
# model = model_1f66bce6668_model
# start_datetime = 2023-01-05 19:42:53 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = /tmp/Rtmp5HTisb/standata-1f62f65d9e7.json
# init = 2 (Default)
# random
#   seed = 1261831243
# output
#   file = /home/jrun/Conhecimentos-TPACK/chains/model/model_52478221b64ec96f8120c5c459f578ab-202301051942-1-6b75c8.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = /home/jrun/Conhecimentos-TPACK/chains/model/model_52478221b64ec96f8120c5c459f578ab-profile-202301051942-1-4fbba7.csv
# num_threads = 8 (Default)
# stanc_version = stanc3 v2.31.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,b.1,b.2,b.3,b.4,b.5,b.6,b.7,b.8,b.9,Intercept,sigma,b_Intercept
# Adaptation terminated
# Step size = 0.466307
# Diagonal elements of inverse mass matrix:
# 0.000881751, 6.15864e-05, 0.00796852, 0.0169489, 0.00910237, 0.00185718, 0.0137861, 0.000938736, 0.00264971, 0.00212853, 1.50106e-05
-408610,0.998893,0.466307,3,7,0,408614,-0.0359566,-0.196712,0.116802,-0.0344506,-0.0206546,0.677628,3.05074,1.05903,-0.636098,45.1262,14.4054,45.5656
-408611,0.846783,0.466307,3,7,0,408616,-0.0094294,-0.193248,0.00249035,-0.342462,-0.0167803,0.728213,2.81409,1.08846,-0.70848,45.1787,14.4237,45.8319
-408609,1,0.466307,3,7,0,408612,-0.0107654,-0.20273,0.0213411,-0.194106,-0.0150241,0.703591,2.76594,1.08635,-0.660102,45.1689,14.4046,45.9316
-408610,0.847584,0.466307,3,7,0,408614,-0.012882,-0.198976,0.0522414,-0.131077,-0.0308477,0.713587,2.79584,1.09516,-0.720541,45.1751,14.4239,45.8905
-408610,0.890229,0.466307,3,7,0,408617,-0.0333265,-0.180934,-0.0393161,-0.0726721,0.126705,0.734532,2.75925,1.06465,-0.603294,44.9833,14.4172,44.7645
-408615,0.66192,0.466307,3,7,0,408621,0.0241539,-0.200709,0.00606536,-0.150377,-0.0529835,0.639517,2.95954,1.00731,-0.644053,45.2128,14.4504,46.2797
-408610,1,0.466307,3,7,0,408618,-0.00534179,-0.186082,-0.0493888,-0.204672,0.0645352,0.787359,2.78756,1.09185,-0.616342,45.059,14.3617,44.8736
-408611,0.888675,0.466307,3,15,0,408617,0.00259484,-0.186969,-0.00156536,-0.332695,0.11957,0.773524,2.60079,1.03883,-0.661736,45.1253,14.4378,45.442
-408610,0.954731,0.466307,3,7,0,408616,0.00718066,-0.195079,-0.0820737,-0.00320572,0.150693,0.781524,2.79586,1.05557,-0.657696,45.0453,14.3694,45.1782
-408608,0.949542,0.466307,3,15,0,408614,0.00654191,-0.185037,-0.0768145,0.0228891,0.0633289,0.790378,2.80585,1.02486,-0.612052,45.0364,14.3868,44.837
-408612,0.875972,0.466307,3,7,0,408616,-0.0052284,-0.196737,-0.176682,-0.353581,0.19147,0.790653,2.64775,1.05147,-0.658391,45.0556,14.4475,45.5564
-408611,0.990494,0.466307,3,7,0,408618,-0.0499686,-0.187793,0.0128899,-0.0355582,-0.002968,0.814661,2.59842,1.0328,-0.606491,45.0641,14.381,44.936
-408613,0.907004,0.466307,3,7,0,408619,0.0062103,-0.195019,-0.0553204,-0.462319,0.0114021,0.825917,2.91281,1.00229,-0.62833,45.17,14.4404,45.5977
-408610,0.828633,0.466307,3,7,0,408619,-0.00392739,-0.185413,-0.0134651,-0.214993,-0.0617535,0.759495,2.72055,1.00673,-0.575505,45.1217,14.4008,45.2577
-408610,0.967132,0.466307,3,7,0,408615,-0.0110991,-0.193782,-0.0369643,-0.158399,0.125052,0.626172,2.98377,1.06953,-0.689762,45.0866,14.3567,45.8633
-408610,0.9937,0.466307,3,7,0,408615,-0.00512878,-0.198927,0.10825,-0.369492,0.122062,0.777548,2.94705,0.998272,-0.594887,45.0909,14.4635,45.5052
-408610,0.925008,0.466307,3,7,0,408618,0.032902,-0.182468,-0.0483341,0.103989,0.133314,0.744232,2.68446,1.03289,-0.70097,45.0936,14.3964,45.1725
-408610,0.976648,0.466307,3,7,0,408614,-0.0711276,-0.199859,-0.0443901,-0.356674,-0.021795,0.692509,3.07047,1.05518,-0.591646,45.1204,14.4136,45.7741
-408608,0.779259,0.466307,3,7,0,408617,-0.002797,-0.19322,-0.165643,-0.24668,-0.0185628,0.722455,2.91146,1.0342,-0.682717,45.06,14.3953,45.7818
-408607,0.969077,0.466307,3,7,0,408611,-0.009778,-0.197091,0.00330938,-0.118413,0.0495304,0.693881,3.03625,1.05989,-0.593103,45.0924,14.4188,45.4209
-408609,0.862064,0.466307,2,7,0,408617,0.00968269,-0.190959,-0.182902,-0.0409596,-0.036808,0.762583,2.81691,1.03116,-0.687171,45.1274,14.4283,45.5528
-408613,0.697915,0.466307,3,7,0,408620,-0.0364167,-0.178568,-0.056517,-0.14884,0.348978,0.803459,2.65801,1.01553,-0.733916,45.0954,14.386,45.0849
-408608,0.999875,0.466307,3,7,0,408616,-0.0284422,-0.203829,-0.0486194,-0.202403,0.0331289,0.718002,2.85881,1.08883,-0.635552,45.0699,14.4286,45.6973
-408608,0.946523,0.466307,3,7,0,408610,-0.0258411,-0.202155,-0.0816018,-0.257151,0.0386863,0.700265,2.78173,1.07969,-0.640558,45.0626,14.4135,45.8344
-408606,0.891554,0.466307,3,7,0,408612,-0.0383418,-0.187982,0.0324431,-0.179233,-0.00677123,0.745995,2.96187,1.00774,-0.619094,45.0844,14.3875,45.3053
-408610,0.788214,0.466307,3,7,0,408614,0.017883,-0.195896,-0.062338,-0.377253,-0.0462394,0.74748,3.0522,1.01493,-0.669933,45.1261,14.4122,45.8761
-408610,0.988264,0.466307,3,7,0,408614,-0.0502837,-0.185388,-0.0202168,0.0455708,0.193026,0.689005,2.90761,1.00769,-0.571968,45.0875,14.4136,45.0534
-408611,0.982721,0.466307,3,7,0,408614,0.036866,-0.179168,0.012216,0.0753614,-0.0660279,0.780988,2.88189,1.04948,-0.647543,45.1473,14.4055,44.8213
-408609,0.915486,0.466307,3,7,0,408617,0.00600227,-0.184013,0.161482,0.0153447,0.116301,0.705416,2.84949,1.01136,-0.694167,45.0603,14.4165,45.3098
-408611,0.97613,0.466307,3,7,0,408615,-0.0303766,-0.186527,-0.151655,-0.205569,0.019404,0.839598,2.97324,0.977968,-0.61185,45.1425,14.4014,45.1187
-408608,0.978032,0.466307,3,7,0,408614,-0.0433003,-0.193656,0.0781411,-0.176429,0.0493322,0.705377,2.76156,1.05334,-0.610789,45.0779,14.4369,45.4615
-408609,0.966435,0.466307,3,7,0,408612,-0.0322233,-0.199074,0.14753,-0.19957,0.161838,0.733114,2.76632,1.01618,-0.592179,45.0745,14.402,45.4907
-408612,0.948231,0.466307,3,7,0,408615,-0.0224359,-0.196828,-0.108946,-0.30406,-0.0501218,0.726366,2.80661,1.10112,-0.696544,45.204,14.4153,45.9231
-408610,0.992689,0.466307,3,15,0,408614,-0.019422,-0.186704,-0.0380306,0.0094109,0.13243,0.73383,2.89582,1.01589,-0.551694,45.0083,14.4257,44.8306
-408610,0.751089,0.466307,3,7,0,408618,-0.0211017,-0.175966,-0.0470054,0.126842,-0.144106,0.710552,2.91902,1.05334,-0.643234,45.0948,14.4075,44.9305
-408609,0.911441,0.466307,3,7,0,408617,0.0283032,-0.179693,-0.0310703,0.126421,0.0984425,0.729414,2.87352,1.06273,-0.637012,45.1637,14.4031,44.8547
-408608,0.796004,0.466307,3,7,0,408616,-0.0420253,-0.196912,0.0452316,-0.325494,0.0857446,0.726659,2.9093,1.02036,-0.679726,45.0344,14.3874,45.7981
-408608,0.960498,0.466307,3,7,0,408612,-0.0185077,-0.186006,0.0208688,-0.155725,0.251177,0.764154,2.96554,0.987405,-0.624298,45.1075,14.4353,45.1207
-408608,0.799829,0.466307,3,7,0,408613,0.031848,-0.202424,-0.0167877,-0.192961,0.062585,0.687451,2.85702,1.02901,-0.647838,45.118,14.3938,46.0106
-408606,0.97485,0.466307,3,7,0,408611,-0.0421097,-0.18948,-0.108901,-0.210883,0.033823,0.733548,2.88168,1.07447,-0.632334,45.0805,14.3995,45.3051
-408610,0.916314,0.466307,4,15,0,408611,0.033377,-0.186387,0.0229448,-0.144692,0.187505,0.711874,3.14074,0.9772,-0.63451,45.1291,14.4371,45.3734
-408612,0.774475,0.466307,3,15,0,408620,-0.0182423,-0.206113,-0.190069,-0.191723,0.136721,0.720886,2.70422,1.10785,-0.693941,45.0749,14.4373,45.9188
-408612,0.989309,0.466307,3,7,0,408615,-0.00628826,-0.20532,-0.141579,-0.163389,0.1519,0.731438,2.67134,1.11259,-0.659546,45.0754,14.4346,45.6999
-408612,0.802596,0.466307,3,15,0,408619,-0.0331917,-0.173139,-0.00052258,-0.161934,0.0686248,0.748394,2.85456,1.01143,-0.719469,45.0854,14.3915,45.1744
-408612,0.942116,0.466307,3,15,0,408617,-0.0238903,-0.204068,0.131254,-0.113999,0.0454244,0.758913,2.94926,1.05321,-0.658731,45.0658,14.4471,45.5522
-408608,0.985426,0.466307,3,7,0,408616,-0.00610263,-0.198148,-0.137252,-0.32811,0.110667,0.693662,2.9021,1.07287,-0.597051,45.1331,14.4047,45.695
-408607,0.864694,0.466307,3,7,0,408615,0.00246852,-0.185641,0.0309803,-0.250325,0.0434416,0.759348,2.88318,1.01858,-0.648943,45.1633,14.389,45.3824
-408608,0.9944,0.466307,3,7,0,408610,-0.0427624,-0.187652,-0.0558338,0.00296302,0.1842,0.735602,2.98893,1.01495,-0.657476,45.086,14.4286,45.2032
-408607,0.953973,0.466307,3,7,0,408612,0.0178985,-0.192141,-0.117561,-0.226374,0.015236,0.731275,2.93545,1.05252,-0.643123,45.1192,14.4132,45.5354
-408611,0.66452,0.466307,3,7,0,408616,0.011083,-0.191678,0.104238,-0.24244,0.129546,0.775479,2.86474,0.986777,-0.554978,45.0485,14.3556,45.1109
-408611,0.926366,0.466307,3,7,0,408616,-0.060506,-0.190788,-0.179045,-0.067201,0.0635783,0.708832,2.8388,1.08654,-0.726108,45.1628,14.4505,45.6802
-408607,1,0.466307,3,7,0,408614,-0.0104434,-0.183658,0.113534,0.00742772,0.0823959,0.719032,2.8713,1.03602,-0.626762,45.105,14.3693,45.0451
-408609,0.783893,0.466307,3,15,0,408613,-0.0370846,-0.194235,-0.133489,-0.255397,0.0922868,0.807105,2.88804,1.0215,-0.628455,45.1092,14.356,45.3564
-408611,0.995437,0.466307,3,7,0,408614,-0.0298633,-0.196419,0.0816243,-0.39247,0.23936,0.762061,2.77386,0.992353,-0.660576,45.1532,14.4435,45.8002
-408609,0.970512,0.466307,3,7,0,408615,0.0173021,-0.189691,-0.0498231,0.0937438,0.0462784,0.706251,2.92994,1.07342,-0.684763,45.0703,14.3844,45.282
-408614,0.729701,0.466307,2,3,0,408615,0.0281362,-0.179349,-0.0913357,0.0364901,0.102428,0.645846,2.82144,1.0398,-0.662641,45.026,14.4184,45.28
-408612,1,0.466307,3,7,0,408617,-0.0561501,-0.203522,0.117706,-0.183116,0.0534304,0.731519,2.92867,1.08771,-0.633852,45.1433,14.3984,45.5928
-408610,0.971467,0.466307,3,7,0,408615,-0.00916341,-0.189891,-0.0567105,-0.2746,0.0344574,0.690889,2.81262,1.01645,-0.604861,45.1597,14.4188,45.7083
-408612,0.982578,0.466307,3,15,0,408615,0.0149817,-0.195962,0.114962,-0.0733582,0.0635054,0.786293,3.11292,0.988191,-0.659671,45.0915,14.3929,45.3607
-408615,0.87592,0.466307,3,15,0,408622,-0.0297286,-0.18628,-0.0977589,-0.196473,0.158736,0.77741,2.86785,1.13597,-0.647024,45.0987,14.395,44.8381
-408612,0.904008,0.466307,3,15,0,408621,0.00639222,-0.194399,-0.0111973,-0.215751,0.170277,0.735593,2.73018,1.11928,-0.647064,45.1088,14.4699,45.3102
-408610,1,0.466307,3,7,0,408615,-0.0583767,-0.18561,-0.0923318,0.0144231,0.158475,0.752461,2.80104,1.01183,-0.689558,45.1239,14.3418,45.32
-408611,0.930319,0.466307,3,7,0,408615,-0.040961,-0.186484,-0.170006,-0.0322922,0.112904,0.755091,2.81921,0.99864,-0.684189,45.1272,14.3338,45.4493
-408610,0.965625,0.466307,3,15,0,408617,-0.0480046,-0.190627,-0.0455055,-0.161428,0.0076523,0.772709,3.0767,1.03874,-0.697811,45.1383,14.4037,45.4426
-408607,1,0.466307,3,7,0,408611,-0.0212342,-0.194904,0.0238221,-0.207945,0.132667,0.704291,2.87035,1.00768,-0.61306,45.1231,14.4104,45.6534
-408610,0.911478,0.466307,3,7,0,408612,-0.0131512,-0.200147,-0.0451833,-0.378093,-0.0713523,0.735144,3.04587,1.03511,-0.623264,45.0293,14.4062,45.7479
-408615,0.912875,0.466307,3,7,0,408617,-0.0414402,-0.203868,-0.109898,-0.330674,-0.117441,0.730878,3.12881,0.988571,-0.627947,45.0153,14.3735,45.9995
-408613,0.916841,0.466307,3,7,0,408621,-0.0212044,-0.203667,-0.0979522,-0.362128,-0.0267869,0.717005,3.17577,0.994085,-0.577602,45.0202,14.4256,45.8279
-408609,0.918314,0.466307,3,7,0,408621,0.0143284,-0.199379,0.0921691,-0.196563,0.0937617,0.669519,2.9366,1.03459,-0.544549,45.0766,14.3994,45.5285
-408614,0.657326,0.466307,3,7,0,408619,-0.0348612,-0.176743,-0.117856,-0.0141702,0.117212,0.792108,2.8458,0.948655,-0.722214,45.1312,14.4292,45.2711
-408615,0.954705,0.466307,3,7,0,408623,-0.0176754,-0.184852,-0.293204,0.0601512,0.0332773,0.816698,2.85704,1.04758,-0.603936,45.1768,14.4361,44.8308
-408607,1,0.466307,3,7,0,408617,-0.0208341,-0.188319,0.00433192,-0.141785,0.15268,0.704013,2.87909,1.00475,-0.631017,45.1601,14.3996,45.5129
-408608,0.995255,0.466307,3,7,0,408610,-0.0249767,-0.184666,-0.0664399,-0.069874,0.224176,0.735518,3.02094,1.04037,-0.66156,45.1553,14.4223,45.1467
-408615,0.836977,0.466307,3,7,0,408618,0.0164461,-0.192105,-0.183135,-0.0942216,-0.00394674,0.822167,2.49485,1.05115,-0.623847,45.0487,14.3975,45.1694
-408611,0.919814,0.466307,3,7,0,408622,-0.0215466,-0.180838,-0.117586,0.164148,0.057763,0.676022,3.01179,1.08021,-0.65224,45.0876,14.4262,44.977
-408609,0.998844,0.466307,3,7,0,408615,-0.0604425,-0.195425,0.0439766,-0.290007,0.10362,0.722969,2.78855,1.06147,-0.68708,45.1642,14.3885,45.8002
-408608,0.991828,0.466307,3,7,0,408611,-0.0705822,-0.192267,-0.0672524,-0.153584,0.125895,0.760653,2.82747,1.04588,-0.662279,45.1591,14.417,45.4493
-408611,0.869729,0.466307,3,7,0,408614,0.0247458,-0.177584,0.0729588,0.0543964,0.0372678,0.796692,2.74057,1.04017,-0.608809,45.0345,14.3817,44.5017
-408608,0.996836,0.466307,3,7,0,408613,0.00695351,-0.179254,0.113989,0.0195752,0.0339197,0.765295,2.74378,1.0386,-0.638906,45.123,14.4282,44.8631
-408613,0.657829,0.466307,3,15,0,408619,-0.00200097,-0.190448,-0.239423,-0.0616115,0.134275,0.795286,2.69072,1.06847,-0.556729,45.0795,14.3767,44.8359
-408610,0.987475,0.466307,3,7,0,408619,-0.0464875,-0.192935,-0.00260484,-0.171687,0.107832,0.64635,2.8605,1.07318,-0.638123,45.1536,14.4422,45.7145
-408612,0.89436,0.466307,3,15,0,408617,-0.0121277,-0.202411,-0.129617,-0.0368108,0.0464362,0.76154,2.95318,0.983736,-0.63671,45.1648,14.3846,45.7863
-408612,0.952667,0.466307,2,7,0,408618,-0.0383849,-0.184367,-0.248561,0.0217612,-0.000410128,0.715616,2.89579,1.01356,-0.631044,45.1888,14.3955,45.4138
-408610,0.983573,0.466307,3,7,0,408616,-0.0725852,-0.191722,-0.00696445,-0.0472955,0.0211935,0.731967,2.90624,1.08092,-0.608053,45.0597,14.4348,45.0896
-408610,0.928902,0.466307,4,15,0,408615,-0.00420202,-0.186262,-0.0901823,-0.204392,0.205877,0.709198,2.91976,0.981162,-0.626048,45.1585,14.4014,45.5329
-408611,0.781539,0.466307,2,3,0,408616,0.0115562,-0.190034,-0.113404,-0.205223,0.234893,0.739039,2.98868,0.988026,-0.600776,45.1642,14.347,45.4008
-408609,0.961691,0.466307,3,7,0,408617,-0.00393593,-0.184145,0.0980221,-0.12562,0.129988,0.740062,2.83834,0.987163,-0.68867,45.0345,14.4261,45.3487
-408608,0.940094,0.466307,4,15,0,408613,-0.0315889,-0.193536,-0.0905939,-0.22759,-0.101087,0.714972,2.90667,1.05395,-0.653722,45.0922,14.4293,45.705
-408608,0.988811,0.466307,3,7,0,408611,-0.0261854,-0.181352,-0.00710672,0.0163166,0.0364438,0.769997,2.85774,1.02503,-0.551471,45.0823,14.3886,44.6434
-408607,0.758852,0.466307,4,15,0,408614,-0.0432109,-0.191935,-0.142374,-0.125679,0.104965,0.772386,2.92236,0.995085,-0.647476,45.076,14.4214,45.4125
-408608,0.919257,0.466307,3,7,0,408611,-0.0218269,-0.186071,-0.0274862,-0.0857548,-0.0435137,0.780082,2.86719,0.997668,-0.621792,45.0341,14.4216,45.1223
-408608,0.917196,0.466307,3,15,0,408613,-0.03216,-0.189662,-0.131341,-0.200831,0.0272399,0.774804,2.84647,1.07306,-0.705906,45.0603,14.417,45.3848
-408606,1,0.466307,3,7,0,408610,-0.0296286,-0.190365,-0.0624734,-0.195514,0.145105,0.774469,2.79448,1.03139,-0.675371,45.119,14.4069,45.4225
-408612,0.572682,0.466307,2,7,0,408614,-0.0361103,-0.186385,0.0444607,-0.0872501,0.190885,0.794767,2.86894,1.03854,-0.580906,45.1059,14.3306,44.7297
-408610,1,0.466307,3,15,0,408615,-0.00829055,-0.197143,-0.109052,-0.237683,-0.0772005,0.714905,2.99406,1.0197,-0.646982,45.1227,14.4697,45.8927
-408608,0.865151,0.466307,3,15,0,408616,-0.00949333,-0.184531,0.0541656,-0.000117294,0.25536,0.779359,2.81689,1.02121,-0.638825,45.0963,14.4092,44.8689
-408608,0.954271,0.466307,3,7,0,408611,-0.00573872,-0.194605,-0.0302303,-0.182033,-0.0862484,0.74894,3.07586,1.00889,-0.619961,45.0935,14.4296,45.5179
-408610,0.927003,0.466307,3,7,0,408613,-0.0459825,-0.190997,-0.0221733,-0.187756,0.0188095,0.737987,2.83936,1.03327,-0.532658,45.0118,14.3993,45.0594
-408613,0.80702,0.466307,3,7,0,408616,0.0371912,-0.186945,0.114577,-0.0536371,0.149283,0.720894,2.90616,1.00366,-0.735596,45.1819,14.477,45.6388
-408610,1,0.466307,3,7,0,408618,0.0216402,-0.183937,0.0664746,-0.0340144,-0.0134869,0.808815,2.86148,1.0215,-0.68414,45.1611,14.4175,45.1069
-408612,0.921236,0.466307,3,7,0,408614,-0.0364288,-0.199932,-0.014233,-0.283885,0.211859,0.694624,2.99816,1.07715,-0.592575,45.0357,14.4429,45.4399
-408612,1,0.466307,3,7,0,408616,-0.0235531,-0.185967,-0.164283,-0.0722926,-0.0334798,0.793725,2.69769,1.02316,-0.72901,45.1173,14.377,45.5006
-408612,0.974553,0.466307,3,7,0,408616,0.0147814,-0.180104,0.041813,0.0370285,0.2155,0.751008,2.82585,1.05303,-0.560068,45.1519,14.4517,44.5593
-408608,1,0.466307,3,7,0,408614,0.0221955,-0.18995,0.00213824,-0.0713172,0.0806271,0.756103,2.82642,0.998286,-0.634061,45.1405,14.3479,45.3827
-408609,0.982916,0.466307,3,15,0,408612,-0.0103944,-0.198264,0.0702615,-0.246013,0.0657022,0.687674,2.92734,1.09439,-0.647246,45.0749,14.4571,45.6211
-408609,0.774566,0.466307,3,15,0,408620,0.00355176,-0.19307,-0.0681334,0.0726643,0.0502394,0.764587,2.98955,0.999893,-0.644948,45.1451,14.4163,45.3434
-408612,0.967384,0.466307,3,7,0,408616,-0.0270965,-0.171024,-0.0225951,-0.111538,-0.0407617,0.817186,2.83356,1.00094,-0.689472,45.1301,14.3857,44.8858
-408607,1,0.466307,3,7,0,408615,-0.0389921,-0.181838,-0.0639364,-0.0976048,0.0433544,0.766042,2.99112,1.02038,-0.661898,45.0894,14.3744,45.0893
-408611,0.836119,0.466307,3,7,0,408615,0.0311029,-0.198817,0.0874038,-0.0959943,0.122878,0.658351,2.80354,1.07445,-0.584575,45.1673,14.3937,45.5985
-408612,0.992618,0.466307,3,7,0,408615,-0.0560567,-0.178517,-0.154789,-0.114119,0.0350376,0.828053,2.91319,0.985064,-0.671685,45.0247,14.3976,44.9246
-408607,0.954813,0.466307,3,7,0,408616,-0.00278422,-0.181484,-0.0170561,-0.0475535,0.21669,0.75635,2.88403,1.02279,-0.684125,45.1496,14.4206,45.1185
-408609,0.704636,0.466307,3,7,0,408613,0.0415753,-0.181645,-0.0971804,-0.0603355,0.151872,0.70063,2.95486,1.02675,-0.649263,45.0856,14.4326,45.1989
-408609,0.842755,0.466307,3,7,0,408617,-0.064034,-0.192098,0.0105347,-0.170431,0.0926105,0.809532,2.81573,0.989084,-0.649197,45.1133,14.3727,45.363
-408610,0.948257,0.466307,3,7,0,408614,0.0415075,-0.190426,-0.0251208,-0.00901321,-0.028369,0.68307,3.05199,1.06532,-0.589103,45.0949,14.3994,45.2132
-408609,0.948586,0.466307,3,7,0,408615,-0.0515844,-0.186083,0.0631097,-0.078616,-0.0991091,0.711074,2.896,1.05388,-0.654304,45.1615,14.416,45.4098
-408609,0.818043,0.466307,3,7,0,408615,0.0291814,-0.20024,-0.0864172,-0.203476,0.19011,0.719242,2.91656,1.04725,-0.59799,45.0638,14.4059,45.5049
-408616,0.582196,0.466307,3,7,0,408625,0.0198579,-0.187169,-0.219185,-0.0482838,-0.127719,0.715391,3.01287,1.04567,-0.521304,45.2294,14.4171,45.1683
-408608,0.995727,0.466307,3,7,0,408618,-0.0146546,-0.193982,-0.01595,-0.133032,-0.0964216,0.726033,2.86178,1.05206,-0.566341,45.1676,14.392,45.401
-408608,0.98471,0.466307,3,7,0,408611,-0.0313984,-0.177808,-0.164663,-0.0415876,0.116088,0.768513,2.91093,1.02374,-0.640917,45.0396,14.4291,44.8256
-408617,0.543139,0.466307,3,7,0,408625,-0.0285851,-0.193553,-0.120628,-0.304227,0.24816,0.666995,3.0871,1.07473,-0.658963,45.2538,14.4222,45.7966
-408610,0.964589,0.466307,3,7,0,408623,0.0197997,-0.186599,0.045687,0.0977155,0.0960503,0.728548,2.73776,1.01,-0.6706,45.0485,14.4,45.2506
-408609,0.997738,0.466307,3,7,0,408612,0.0130368,-0.181902,0.0687851,0.105659,0.092327,0.742551,2.73216,1.02226,-0.640794,45.066,14.4323,44.9434
-408608,0.990187,0.466307,3,7,0,408611,0.00687146,-0.186013,0.0514415,0.040995,0.145322,0.7331,2.82573,1.06308,-0.617982,45.0509,14.4395,44.8704
-408610,0.721207,0.466307,3,7,0,408616,-0.024637,-0.192255,-0.000862451,-0.105283,0.202081,0.790676,2.93027,1.03636,-0.729133,45.15,14.4068,45.4176
-408608,0.916129,0.466307,3,7,0,408614,-0.0244799,-0.184521,0.0569064,-0.163564,0.159706,0.786205,2.82378,1.05448,-0.698304,45.0744,14.4353,45.0776
-408611,0.77607,0.466307,3,7,0,408616,-0.0249508,-0.190298,0.00311713,-0.189519,0.108193,0.815628,2.68782,1.05709,-0.65923,45.1799,14.3447,45.2288
-408612,0.729541,0.466307,3,7,0,408619,-0.0744932,-0.189332,-0.0582322,-0.334569,0.11352,0.772861,2.91935,1.03301,-0.63263,45.0868,14.4953,45.3089
-408608,0.931896,0.466307,3,7,0,408618,-0.0778373,-0.190981,-0.049352,-0.156974,0.0880115,0.760939,2.91048,1.02838,-0.65449,45.0443,14.4428,45.3156
-408607,0.787628,0.466307,2,3,0,408612,-0.0613043,-0.192633,-0.0473181,-0.218273,0.0868352,0.744103,2.86157,1.02948,-0.639526,45.0618,14.3779,45.4583
-408606,0.919115,0.466307,3,15,0,408610,0.013711,-0.189625,-0.0071897,-0.133759,0.141282,0.733271,2.93567,0.996598,-0.612021,45.0749,14.4365,45.3065
-408607,0.836228,0.466307,3,7,0,408611,-0.0104872,-0.195148,-0.043513,-0.15601,-0.0412553,0.781303,2.71828,1.03683,-0.641491,45.0771,14.4061,45.4665
-408608,0.888519,0.466307,3,7,0,408612,0.0309821,-0.182921,0.148614,-0.116024,0.0773658,0.752934,2.83849,1.0336,-0.601641,45.1226,14.4058,44.9438
-408608,0.918936,0.466307,3,7,0,408612,0.0274786,-0.18031,-0.0283897,-0.197925,0.0402463,0.758559,2.86467,1.02872,-0.584857,45.0829,14.429,44.9181
-408610,0.897216,0.466307,3,7,0,408618,-0.049603,-0.177975,-0.0548153,-0.128228,0.0351546,0.744216,2.89174,1.05211,-0.743099,45.1277,14.4227,45.3119
-408611,0.898951,0.466307,3,7,0,408617,0.0485956,-0.191171,-0.027861,0.00925958,0.0754969,0.799808,2.75255,0.988943,-0.598006,45.0803,14.3856,45.0924
-408613,0.937219,0.466307,3,7,0,408618,0.0455555,-0.187975,0.0226002,0.0345443,0.0111783,0.829743,2.72762,0.995965,-0.644786,45.0612,14.3668,45.0015
-408611,0.975032,0.466307,3,7,0,408619,-0.019521,-0.17889,-0.158174,-0.237871,0.190482,0.728731,2.9038,1.04044,-0.639845,45.1855,14.4488,45.2031
-408608,0.991599,0.466307,3,7,0,408617,-0.0172326,-0.187488,0.0278633,-0.065144,-0.0358586,0.752559,2.85784,1.00471,-0.637945,45.0501,14.4426,45.2693
-408609,0.945107,0.466307,3,7,0,408611,-0.0139477,-0.187785,0.0426714,-0.0945827,-0.0179164,0.752456,2.9126,1.0211,-0.677648,45.0279,14.4587,45.3121
-408610,0.901061,0.466307,3,7,0,408614,0.0285165,-0.191178,-0.0861143,-0.214066,0.167808,0.71115,2.75323,1.03561,-0.611485,45.1809,14.4063,45.559
-408608,0.951679,0.466307,3,7,0,408614,0.010506,-0.188911,0.054125,0.0177374,0.00356105,0.721085,2.96953,1.03943,-0.648472,45.0595,14.4488,45.2189
-408609,0.609457,0.466307,3,7,0,408615,-0.0196174,-0.197708,-0.0539149,-0.139931,0.0543357,0.748887,3.02281,1.06548,-0.604942,45.1282,14.4306,45.3291
-408609,0.984332,0.466307,2,7,0,408614,-0.0193214,-0.195704,-0.0442611,-0.0967853,0.0612468,0.726263,2.94415,1.09056,-0.597583,45.1476,14.3997,45.2629
-408608,0.956077,0.466307,3,15,0,408612,0.0164808,-0.186526,-0.0978789,-0.231274,0.0312813,0.692532,2.92747,1.03639,-0.603169,45.0676,14.4015,45.3889
-408613,0.90724,0.466307,3,7,0,408617,0.0499895,-0.189149,0.0762218,-0.00143891,0.107031,0.668685,3.06227,1.03157,-0.540508,45.0342,14.384,45
-408608,1,0.466307,3,7,0,408615,0.0359971,-0.188356,0.00268569,-0.105154,0.118756,0.753978,2.88601,0.982217,-0.593384,45.0893,14.4371,45.2022
