# stan_version_major = 2
# stan_version_minor = 31
# stan_version_patch = 0
# model = model_1f66bce6668_model
# start_datetime = 2023-01-05 19:42:53 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = /tmp/Rtmp5HTisb/standata-1f62f65d9e7.json
# init = 2 (Default)
# random
#   seed = 1261831243
# output
#   file = /home/jrun/Conhecimentos-TPACK/chains/model/model_52478221b64ec96f8120c5c459f578ab-202301051942-2-6b75c8.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = /home/jrun/Conhecimentos-TPACK/chains/model/model_52478221b64ec96f8120c5c459f578ab-profile-202301051942-2-4fbba7.csv
# num_threads = 8 (Default)
# stanc_version = stanc3 v2.31.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,b.1,b.2,b.3,b.4,b.5,b.6,b.7,b.8,b.9,Intercept,sigma,b_Intercept
# Adaptation terminated
# Step size = 0.472107
# Diagonal elements of inverse mass matrix:
# 0.00093735, 7.15041e-05, 0.00927371, 0.0165994, 0.00951441, 0.00177619, 0.0134775, 0.00107767, 0.00227004, 0.00191739, 1.53874e-05
-408609,0.930709,0.472107,3,7,0,408614,0.00683903,-0.188201,0.138531,-0.197339,0.118252,0.798778,2.75206,0.993755,-0.648145,45.0697,14.3721,45.2126
-408608,0.949116,0.472107,3,7,0,408614,0.0337776,-0.195895,-0.0488425,-0.120401,0.0320002,0.756665,2.79085,1.05363,-0.619974,45.1206,14.4554,45.4081
-408610,0.894048,0.472107,3,7,0,408614,-0.0550751,-0.18672,-0.0853266,-0.0200193,0.175635,0.734562,2.92,1.08816,-0.707651,45.0901,14.3765,45.1676
-408609,0.991253,0.472107,3,7,0,408614,-0.0276085,-0.193443,-0.15754,-0.0779915,0.155245,0.69427,2.8342,1.0897,-0.661361,45.1289,14.4518,45.5143
-408608,0.964358,0.472107,3,7,0,408613,0.0236469,-0.195571,0.149593,-0.113622,0.0208044,0.709216,2.92043,1.0566,-0.679496,45.1054,14.4205,45.6097
-408608,0.760603,0.472107,3,7,0,408613,-0.0318339,-0.189326,-0.082241,-0.21889,0.114163,0.787212,2.74621,0.99798,-0.670208,45.0877,14.3794,45.4664
-408615,0.636519,0.472107,3,7,0,408618,-0.00878255,-0.185325,-0.0115071,0.0196817,0.167086,0.803855,2.7896,0.977561,-0.686516,45.0804,14.5191,45.1402
-408617,0.972451,0.472107,3,7,0,408620,-0.0178336,-0.17819,-0.00303724,-0.0451172,0.161822,0.828308,2.65468,1.04242,-0.692111,45.0318,14.2934,44.7136
-408616,0.968255,0.472107,3,7,0,408626,-0.0156429,-0.211328,-0.0674486,-0.269173,-0.0106427,0.627107,3.09345,1.08902,-0.614052,45.2028,14.3862,46.3085
-408614,0.969922,0.472107,3,7,0,408623,-0.0227823,-0.205013,0.114284,-0.396458,-0.16319,0.658584,3.04066,1.01751,-0.549489,45.1241,14.4038,46.1007
-408611,1,0.472107,3,7,0,408617,-0.00987179,-0.175579,-0.127516,0.0244124,0.221445,0.778934,2.65734,1.01309,-0.693601,45.0912,14.4121,44.9396
-408609,1,0.472107,3,7,0,408613,-0.0254373,-0.193815,0.0534529,-0.248029,-0.08881,0.726811,3.05542,1.01542,-0.572797,45.1378,14.4412,45.4848
-408608,0.999065,0.472107,3,7,0,408612,-0.00603367,-0.200533,0.0815286,-0.27287,0.0932515,0.710878,2.90337,1.02617,-0.635025,45.1849,14.3886,45.8958
-408608,0.94825,0.472107,3,7,0,408613,0.00242352,-0.199104,-0.00491334,-0.19237,-0.0445202,0.696301,2.85593,1.09719,-0.631004,45.0479,14.4062,45.605
-408607,0.998674,0.472107,3,7,0,408610,-0.0462197,-0.191515,-0.0559439,-0.177209,0.0854217,0.761585,2.89771,1.02246,-0.629018,45.1788,14.3943,45.4276
-408608,0.923351,0.472107,3,7,0,408611,0.031361,-0.193539,0.0723116,-0.0997347,0.0403096,0.69725,2.90908,1.06651,-0.618744,45.0409,14.4151,45.327
-408610,0.723657,0.472107,3,7,0,408617,0.0244326,-0.19332,0.0439833,-0.140059,-0.0168448,0.774336,2.85716,1.00917,-0.506744,45.0958,14.4182,45.0211
-408612,0.930141,0.472107,3,15,0,408614,-0.0628003,-0.191622,-0.11718,-0.120447,0.181198,0.701871,2.82425,1.07005,-0.789317,45.1085,14.4034,45.8759
-408614,0.777243,0.472107,3,7,0,408622,0.0171072,-0.208243,0.0644504,-0.444708,0.109954,0.668153,2.96512,1.02288,-0.519598,45.1434,14.4125,45.9921
-408607,0.931154,0.472107,3,7,0,408619,-0.00836678,-0.194153,-0.0488521,-0.0476498,0.245704,0.736707,2.88676,1.01696,-0.655942,45.0901,14.4179,45.413
-408608,0.993446,0.472107,3,7,0,408610,-0.0133214,-0.180847,-0.0639268,-0.0158135,-0.070285,0.739517,2.81585,1.08564,-0.632614,45.1494,14.3906,44.992
-408608,0.959487,0.472107,3,7,0,408612,-0.0299447,-0.203836,-0.0269079,-0.237357,0.151497,0.693579,2.83927,1.03874,-0.657984,45.0393,14.4167,45.9424
-408609,0.934803,0.472107,3,15,0,408613,-0.0346874,-0.205209,-0.0315343,-0.250591,0.120304,0.672225,2.80219,1.05691,-0.638919,45.0817,14.3869,46.0307
-408607,0.989171,0.472107,3,7,0,408611,-0.0135987,-0.183883,-0.0743321,-0.113998,0.0837664,0.765591,2.91265,1.04065,-0.700761,45.1468,14.4087,45.2835
-408607,0.974571,0.472107,3,7,0,408609,-0.052024,-0.18654,-0.0107859,-0.189869,0.200075,0.769556,2.84874,1.01338,-0.662558,45.0893,14.3968,45.245
-408606,0.987371,0.472107,3,7,0,408609,0.0290141,-0.190214,-0.00721413,-0.109506,0.0559397,0.725154,2.80612,1.06236,-0.664208,45.1206,14.3931,45.4305
-408608,0.845272,0.472107,3,7,0,408611,-0.0167246,-0.194263,0.049614,-0.335142,0.117246,0.778058,2.9047,1.0011,-0.673468,45.149,14.4021,45.6781
-408609,0.910603,0.472107,4,15,0,408612,0.0230186,-0.200025,0.00462718,-0.150683,0.117852,0.64361,2.85479,1.06417,-0.620323,45.0721,14.3852,45.7925
-408607,0.985283,0.472107,3,7,0,408612,0.048884,-0.190508,-0.00339184,-0.121367,0.111307,0.718219,2.97876,1.03455,-0.640019,45.1345,14.4256,45.4029
-408606,0.776069,0.472107,3,7,0,408617,-0.0434212,-0.183785,0.0529302,-0.100443,0.105057,0.760231,2.91489,1.01789,-0.642446,45.092,14.3822,45.0656
-408607,0.5859,0.472107,3,7,0,408613,-0.0544476,-0.192216,-0.0208664,-0.28372,0.010096,0.734366,2.78202,1.0387,-0.644291,45.129,14.4196,45.6505
-408608,0.862996,0.472107,4,15,0,408614,-0.022338,-0.199586,-0.0344471,-0.298131,0.0703814,0.737503,2.95054,1.0636,-0.565204,45.0743,14.4104,45.3871
-408615,0.850336,0.472107,3,7,0,408619,0.0482085,-0.19998,-0.0188463,-0.217679,0.270524,0.688542,2.83172,0.991933,-0.730141,45.2053,14.4092,46.3041
-408610,0.976662,0.472107,3,15,0,408620,-0.000635757,-0.188952,-0.0443978,0.00915399,0.0358884,0.700852,2.97811,1.10662,-0.616233,45.1402,14.4192,45.0874
-408607,0.966709,0.472107,3,7,0,408612,-0.0503412,-0.191773,0.0322329,-0.199841,0.100826,0.740841,2.81493,1.01207,-0.620939,45.0672,14.3971,45.4139
-408612,0.847904,0.472107,3,7,0,408615,-0.0076788,-0.186999,-0.0251411,-0.120183,0.213449,0.724825,2.92557,1.07247,-0.721706,45.2275,14.407,45.4722
-408613,0.922054,0.472107,3,7,0,408618,-0.0185823,-0.205014,0.0606576,-0.242499,-0.00806379,0.785801,2.86333,1.01872,-0.571272,44.9777,14.4043,45.4214
-408614,0.846664,0.472107,3,7,0,408622,0.0122568,-0.18886,0.0126256,0.0517372,0.195198,0.713199,3.08002,1.04321,-0.6757,45.2052,14.3458,45.3011
-408614,0.982295,0.472107,3,7,0,408618,-0.0433323,-0.186522,-0.0637112,-0.170263,-0.0371784,0.783256,2.68628,1.03516,-0.595814,44.9847,14.476,45.019
-408613,0.973113,0.472107,3,15,0,408619,-0.0288459,-0.194495,-0.143742,-0.127554,0.195265,0.777198,2.7631,1.07286,-0.720714,45.1695,14.3359,45.5478
-408616,0.876803,0.472107,3,7,0,408623,-0.022039,-0.186044,-0.00131942,-0.279578,-0.242546,0.750922,2.85132,1.02725,-0.512701,45.0793,14.4678,45.1086
-408610,1,0.472107,3,7,0,408619,-0.0261738,-0.203647,0.0650589,-0.19932,0.101451,0.76727,3.00074,0.995999,-0.608876,45.1543,14.3804,45.6657
-408609,0.989676,0.472107,3,7,0,408613,-0.0078146,-0.181525,0.00360315,-0.0918675,0.100578,0.723683,2.67327,1.0971,-0.670894,45.0893,14.4362,45.078
-408610,0.983798,0.472107,4,15,0,408612,-0.00837503,-0.19066,-0.0478056,-0.265775,0.0391638,0.733179,3.0866,0.959066,-0.604427,45.1201,14.4341,45.5975
-408607,0.999065,0.472107,3,7,0,408612,-0.0209874,-0.192558,0.0439677,-0.225827,0.0458368,0.722244,2.73331,1.06097,-0.633988,45.0528,14.3833,45.4543
-408613,0.792816,0.472107,3,15,0,408617,-0.0600319,-0.173059,0.140469,0.00836099,0.0190627,0.798954,3.00127,1.01807,-0.604618,45.1506,14.4209,44.4625
-408611,0.948432,0.472107,3,7,0,408618,-0.0117381,-0.201472,-0.239162,-0.0645816,0.0362314,0.665043,2.91486,1.04049,-0.644161,45.0671,14.3925,45.949
-408609,0.706341,0.472107,3,7,0,408620,-0.00452567,-0.189848,0.0512489,-0.278016,0.188252,0.663441,2.92761,1.06735,-0.645162,45.1521,14.4056,45.5929
-408608,0.99335,0.472107,3,15,0,408611,-0.00618739,-0.196519,0.0676038,-0.116142,0.061439,0.674502,3.03866,1.06272,-0.624976,45.1292,14.3836,45.5683
-408610,0.88248,0.472107,3,15,0,408613,-0.042601,-0.187835,0.121371,-0.199324,0.0654088,0.697495,2.90022,1.02917,-0.587507,45.1592,14.4634,45.354
-408609,0.903929,0.472107,3,7,0,408615,-0.0241281,-0.187013,-0.0953907,-0.193962,0.0575379,0.753677,3.00796,1.05497,-0.640676,45.1365,14.4632,45.225
-408612,0.909883,0.472107,3,7,0,408618,-0.00666142,-0.187407,-0.0853382,0.0572367,0.200917,0.659695,3.0023,1.05066,-0.677154,45.1887,14.3597,45.4835
-408618,0.724481,0.472107,3,7,0,408623,-0.0446155,-0.195728,-0.251193,0.0486474,0.268544,0.620503,2.83113,1.04047,-0.672441,45.1408,14.3853,45.9276
-408615,1,0.472107,3,7,0,408624,0.0182488,-0.174137,-0.134497,-0.114232,0.0723894,0.808719,2.88562,1.07035,-0.729998,45.0525,14.4264,44.792
-408610,0.984336,0.472107,3,7,0,408617,-0.0322573,-0.196742,0.16694,-0.286592,0.0791196,0.702622,3.01489,1.05066,-0.579922,45.1511,14.4068,45.4839
-408609,0.9309,0.472107,3,7,0,408617,-0.0205214,-0.199033,-0.0622465,-0.16925,-0.0642718,0.796065,2.73456,1.02264,-0.663175,45.1272,14.4061,45.7068
-408611,0.894554,0.472107,3,7,0,408615,-0.0194295,-0.184857,-0.102203,-0.284136,0.108303,0.809776,2.59023,1.04307,-0.660692,45.0883,14.405,45.2062
-408610,0.873678,0.472107,3,15,0,408616,-0.0264922,-0.192607,-0.0696007,0.0503293,0.0899884,0.70847,2.7301,1.08876,-0.569635,45.1165,14.4079,45.0901
-408612,0.77291,0.472107,3,7,0,408619,0.00927732,-0.196935,-0.0322067,0.119587,-0.0437141,0.734086,2.84742,0.987178,-0.614973,45.1273,14.4001,45.5528
-408615,0.922952,0.472107,3,7,0,408619,0.0127639,-0.17923,-0.0590867,-0.324979,0.176848,0.812755,3.00169,1.03536,-0.594844,45.1724,14.4136,44.7651
-408611,0.884792,0.472107,3,7,0,408620,-0.0366977,-0.206135,-0.0342351,-0.0920569,0.0845957,0.729516,2.64575,1.04477,-0.63998,45.0751,14.425,45.8357
-408611,0.952121,0.472107,3,7,0,408617,0.0308271,-0.184568,0.00716294,-0.287658,0.196614,0.701017,2.95816,1.04907,-0.685394,45.1833,14.3857,45.5262
-408612,0.839947,0.472107,3,7,0,408619,-0.0563474,-0.197388,-0.106314,-0.129375,0.350614,0.700295,2.94297,1.05059,-0.658274,45.1338,14.401,45.5871
-408609,0.990602,0.472107,3,7,0,408616,-0.021688,-0.191475,0.0872798,-0.136332,0.205573,0.69199,2.84661,1.016,-0.71191,45.1379,14.3933,45.7816
-408607,0.969944,0.472107,3,7,0,408612,0.0184881,-0.193245,-0.0211442,-0.28153,0.0654893,0.718477,2.93032,1.04187,-0.614731,45.0748,14.4565,45.4941
-408607,0.989355,0.472107,3,15,0,408610,-0.0435345,-0.185956,-0.00494655,-0.0430625,0.160696,0.753724,2.77758,1.01179,-0.688206,45.1256,14.4317,45.3409
-408609,0.916739,0.472107,3,7,0,408613,-0.02385,-0.178829,-0.216452,-0.102894,0.00341687,0.731092,2.81978,1.0713,-0.621771,45.0978,14.4106,45.0098
-408609,0.809443,0.472107,3,7,0,408620,0.0121089,-0.190244,0.189846,-0.087607,0.00324837,0.706084,2.92605,1.02447,-0.602076,45.1387,14.4523,45.3417
-408609,0.983295,0.472107,3,7,0,408614,-0.0244315,-0.201024,0.0273939,-0.128204,0.0461093,0.64684,3.04191,1.04468,-0.619532,45.1386,14.4041,45.8796
-408609,0.856496,0.472107,3,7,0,408614,0.00410577,-0.192269,-0.0440723,-0.152345,0.138748,0.745087,2.81458,1.09739,-0.664877,45.047,14.3929,45.2276
-408610,0.972188,0.472107,3,7,0,408614,-0.0189266,-0.194301,0.0304332,-0.353722,0.203109,0.744455,2.71033,1.0776,-0.667006,45.1105,14.4533,45.5485
-408609,0.871281,0.472107,3,7,0,408614,-0.0773867,-0.195071,-0.0901567,-0.0490343,0.084158,0.755585,2.76445,1.04063,-0.632129,45.1128,14.4048,45.3999
-408609,0.974561,0.472107,3,7,0,408612,0.062947,-0.191274,0.11772,-0.167641,0.0878241,0.717569,3.027,1.01103,-0.629964,45.0922,14.4134,45.4126
-408609,0.771682,0.472107,3,7,0,408615,-0.0586449,-0.188412,-0.171361,-0.0604523,0.0704097,0.779596,2.91594,1.04172,-0.609398,45.1266,14.4513,45.0564
-408609,0.940054,0.472107,3,15,0,408615,-0.000391523,-0.192548,0.112506,-0.158935,-0.124981,0.707715,2.89556,1.02878,-0.590413,45.0461,14.4117,45.4294
-408609,0.730787,0.472107,3,15,0,408617,-0.0203021,-0.202924,-0.152668,-0.297187,0.105582,0.722373,2.97653,1.03585,-0.687705,45.0533,14.3692,45.9946
-408613,0.826335,0.472107,3,7,0,408618,-0.00512144,-0.187443,0.0334996,-0.115452,0.0330635,0.73788,2.56902,1.13892,-0.633282,45.1195,14.4505,45.0581
-408614,0.987635,0.472107,3,15,0,408621,-0.0369408,-0.176016,-0.104485,0.302467,-0.138814,0.734615,2.877,1.03316,-0.654558,45.0981,14.37,44.8427
-408612,1,0.472107,3,7,0,408619,-0.0303502,-0.179949,-0.0413347,0.217995,-0.068364,0.701132,2.87785,1.02201,-0.668805,45.0871,14.3789,45.1453
-408612,0.992684,0.472107,3,7,0,408617,0.0116069,-0.178272,-0.161045,-0.0638901,0.0276273,0.848549,2.87876,1.01182,-0.572284,45.122,14.4353,44.5294
-408608,0.976666,0.472107,3,7,0,408617,-0.0795412,-0.188365,-0.0228665,-0.117341,0.024694,0.710328,2.88593,1.02507,-0.653287,45.1223,14.3981,45.5204
-408607,1,0.472107,3,7,0,408610,0.0138942,-0.183463,-0.0759167,-0.00765176,0.0613042,0.775405,2.91951,1.03357,-0.601651,45.0587,14.4225,44.7935
-408610,0.867835,0.472107,3,7,0,408615,-0.077221,-0.199004,-0.0151975,-0.186798,0.0818397,0.698978,2.9766,1.02679,-0.708318,45.1438,14.4162,46.0294
-408605,0.982896,0.472107,3,7,0,408611,-0.0179613,-0.193282,-0.0826242,-0.196333,0.0408734,0.726027,2.92975,1.02052,-0.657761,45.1118,14.4142,45.6759
-408608,0.760173,0.472107,4,15,0,408611,-0.00901864,-0.200891,0.0687641,-0.142293,0.00172107,0.666496,2.97211,1.07676,-0.621172,45.0898,14.42,45.7044
-408609,0.902636,0.472107,3,7,0,408612,-0.0143484,-0.192374,-0.129763,-0.316035,-0.00940586,0.754626,2.84637,1.02444,-0.553085,45.1376,14.3863,45.4076
-408607,0.96894,0.472107,3,7,0,408612,-0.0468922,-0.192624,-0.0666736,-0.162412,0.0525762,0.755045,2.76609,1.05909,-0.66741,45.05,14.434,45.4173
-408608,0.843583,0.472107,3,7,0,408612,0.000517528,-0.190692,-0.0541955,-0.089491,0.108808,0.713017,3.05886,1.03027,-0.572385,45.1671,14.4299,45.2323
-408606,0.679701,0.472107,3,7,0,408613,-0.0249583,-0.196403,0.0763768,-0.154084,-0.036081,0.727553,2.98298,1.02838,-0.632448,45.1172,14.4024,45.5907
-408607,0.776242,0.472107,3,7,0,408613,-0.0151783,-0.190031,-0.122804,-0.0155082,0.216306,0.754261,2.77077,1.04828,-0.676469,45.0858,14.423,45.2562
-408607,0.994726,0.472107,3,7,0,408609,-0.0110604,-0.190259,0.0320873,-0.204742,0.0713644,0.731706,2.80819,1.05461,-0.708628,45.0747,14.3828,45.5714
-408610,0.729056,0.472107,3,7,0,408612,-0.0371584,-0.181576,-0.116492,-0.0718901,0.0346272,0.706138,2.76472,1.03875,-0.601345,45.1649,14.4393,45.2264
-408608,0.978372,0.472107,3,15,0,408615,-0.0107793,-0.186348,0.071275,-0.10222,0.122691,0.727775,2.89458,1.04997,-0.728146,45.082,14.3837,45.4015
-408610,0.788335,0.472107,3,7,0,408616,0.00855367,-0.203425,-0.152913,-0.220657,-0.0380959,0.746377,2.87907,1.02243,-0.575323,45.1238,14.3787,45.7477
-408612,0.758108,0.472107,3,7,0,408619,-0.0243462,-0.181278,0.103175,-0.306532,0.120605,0.824145,2.69613,1.0288,-0.697667,45.1512,14.4209,45.1653
-408609,1,0.472107,3,7,0,408614,-0.0238492,-0.191439,-0.164344,0.0266892,0.0295077,0.748713,2.95903,1.00828,-0.568113,45.1118,14.4026,45.1574
-408617,0.697824,0.472107,3,7,0,408620,-0.0417405,-0.179367,-0.257096,-0.304483,-0.187379,0.800245,2.77788,1.06342,-0.593232,45.1456,14.4142,45.0514
-408610,1,0.472107,3,7,0,408621,-0.027153,-0.188944,0.0125942,0.118478,0.235551,0.673225,2.82127,1.04203,-0.667851,45.1363,14.3854,45.3846
-408609,0.999035,0.472107,3,7,0,408614,0.0210604,-0.18312,-0.103099,-0.198925,0.173745,0.730089,3.03734,1.01764,-0.659218,45.072,14.436,45.2427
-408610,0.78862,0.472107,3,7,0,408616,-0.0473502,-0.191845,0.0959773,-0.00967852,0.0380374,0.801388,2.68163,1.03859,-0.623593,45.1593,14.4052,45.121
-408616,0.794181,0.472107,3,7,0,408619,-0.051498,-0.176939,0.0371403,-0.190408,-0.0588815,0.8366,2.60616,1.03697,-0.583273,45.1342,14.3387,44.6767
-408614,0.955236,0.472107,3,7,0,408624,0.0410356,-0.191689,-0.0986154,0.0370316,0.201542,0.609299,3.01391,1.05921,-0.73039,45.0713,14.4241,45.8261
-408609,0.994239,0.472107,3,7,0,408617,-0.0141669,-0.200198,-0.0145113,-0.103347,0.0451847,0.639991,2.91327,1.09696,-0.659611,45.1195,14.4039,45.8663
-408608,0.895758,0.472107,3,7,0,408614,-0.0257418,-0.19579,-0.0477523,-0.336214,0.222608,0.712628,2.97718,1.04429,-0.683533,45.1573,14.4115,45.8171
-408609,0.695168,0.472107,3,15,0,408616,0.0111957,-0.1824,0.00528692,0.0122727,-0.0457097,0.775684,2.80018,1.07489,-0.61057,45.0478,14.4154,44.7085
-408607,0.985467,0.472107,3,7,0,408612,-0.0390689,-0.182168,-0.123033,-0.141643,0.155625,0.74106,2.8776,1.01785,-0.675688,45.0939,14.4097,45.2806
-408608,0.736173,0.472107,3,7,0,408614,0.0147592,-0.187792,0.0850145,-0.2521,0.0636385,0.698032,2.85875,1.02249,-0.631546,45.1041,14.3892,45.5237
-408606,0.977492,0.472107,3,7,0,408612,-0.00471536,-0.189094,0.0410477,-0.227307,0.0124948,0.742904,2.90071,1.02928,-0.639832,45.1188,14.4099,45.4236
-408609,0.799447,0.472107,3,7,0,408613,-0.00701797,-0.193011,-0.0943997,-0.0877373,0.209172,0.66943,2.81524,1.0696,-0.697244,45.0943,14.3653,45.6927
-408608,0.914276,0.472107,3,7,0,408612,-0.0203367,-0.191925,-0.029696,-0.168625,0.0479014,0.777708,2.81899,1.04003,-0.70507,45.0868,14.4675,45.4995
-408608,0.925836,0.472107,3,7,0,408613,-0.0133457,-0.17868,-0.0357312,-0.133687,0.126985,0.730529,2.9989,1.02214,-0.57498,45.1294,14.4199,44.866
-408609,0.953434,0.472107,3,7,0,408612,0.0023614,-0.195071,-0.0223523,-0.210202,-0.048792,0.758939,2.78439,1.05083,-0.729984,45.0758,14.4256,45.7874
-408610,0.948868,0.472107,3,7,0,408615,0.0359528,-0.195273,0.132276,-0.136387,0.165433,0.701561,3.0788,0.997047,-0.604705,45.1415,14.4008,45.5056
-408610,0.95025,0.472107,3,7,0,408614,-0.0337138,-0.199626,0.123575,-0.351134,0.176448,0.670295,2.93529,1.03911,-0.62131,45.1469,14.4348,45.8846
-408608,0.890382,0.472107,3,7,0,408615,-0.00720032,-0.195185,-0.106065,-0.114693,0.138476,0.703592,2.87222,1.08478,-0.717403,45.1609,14.4225,45.7522
-408608,0.874013,0.472107,3,15,0,408615,-0.0364592,-0.179837,-0.00291658,-0.135066,0.0808421,0.800558,2.81437,1.02025,-0.605371,45.0309,14.4231,44.7229
-408608,0.938482,0.472107,3,7,0,408612,0.0126428,-0.198804,0.00960885,-0.223231,0.0970704,0.661544,2.98513,1.06588,-0.644759,45.1753,14.4138,45.8822
-408610,0.674322,0.472107,3,7,0,408617,-0.0124431,-0.187782,0.0160659,0.0254,-0.149119,0.771946,2.87541,1.00959,-0.686853,45.1223,14.3943,45.406
-408609,1,0.472107,3,7,0,408613,0.00118029,-0.198633,-0.0835972,-0.274234,0.271998,0.699219,2.81408,1.04328,-0.597808,45.0861,14.3935,45.6134
-408612,0.941687,0.472107,3,7,0,408614,-0.0306784,-0.196744,0.02869,-0.243629,-0.141154,0.712366,2.87506,1.07662,-0.717447,45.0821,14.458,45.9197
-408611,1,0.472107,3,7,0,408616,-0.0406271,-0.201754,-0.0685882,-0.266813,-0.121464,0.692809,2.88746,1.06186,-0.708567,45.08,14.431,46.1896
-408611,0.980794,0.472107,3,7,0,408614,0.0140273,-0.178383,-0.00760794,0.0575081,0.22498,0.771179,2.83018,0.973876,-0.583866,45.1227,14.4346,44.7264
-408608,0.874358,0.472107,3,7,0,408617,-0.040753,-0.197544,-0.090062,-0.324564,-0.0182059,0.685684,2.87739,1.07162,-0.65435,45.0856,14.4274,45.9034
-408608,0.92988,0.472107,3,7,0,408614,0.00825799,-0.187043,0.0249793,0.117318,0.107035,0.681975,3.04376,1.02575,-0.613681,45.1147,14.4013,45.1499
-408610,0.856158,0.472107,3,7,0,408616,-0.0112454,-0.180038,-0.0383352,-0.0746401,0.162997,0.707801,2.87092,1.06063,-0.705443,45.2052,14.4136,45.3255
-408610,0.878989,0.472107,3,15,0,408616,0.00463424,-0.190991,0.000774311,-0.291567,0.0725756,0.733735,2.84915,1.01082,-0.629612,44.9865,14.4136,45.4554
-408612,0.765056,0.472107,3,7,0,408621,0.0533185,-0.192265,0.152461,-0.113637,0.0279003,0.777539,2.85979,1.01171,-0.532006,45.1296,14.425,44.9935
-408611,0.967318,0.472107,3,7,0,408616,-0.0659565,-0.19049,-0.220957,-0.0785871,0.0767226,0.720812,2.95617,1.06134,-0.730327,45.0739,14.4156,45.6045
-408611,0.984774,0.472107,3,7,0,408615,-0.0542646,-0.18584,-0.222775,-0.131923,0.0354635,0.760841,2.9824,1.04965,-0.736988,45.0834,14.4064,45.4488
-408611,0.660482,0.472107,3,7,0,408621,0.0239218,-0.194851,0.0998123,-0.318339,0.185854,0.771916,2.93024,0.970843,-0.589561,45.1719,14.3906,45.4963
-408608,0.972429,0.472107,3,7,0,408613,-0.0504078,-0.181146,-0.126046,-0.0522258,-0.0186614,0.728052,2.843,1.04699,-0.636909,45.0447,14.4157,45.086
-408610,0.877982,0.472107,3,7,0,408613,-0.0607818,-0.188044,-0.13103,-0.16414,0.0214992,0.791373,2.95476,1.04937,-0.567131,45.0865,14.4087,44.8869
-408610,0.992552,0.472107,3,7,0,408615,0.00361324,-0.198236,0.124308,-0.19319,0.19411,0.785524,2.75142,0.996473,-0.727743,45.0853,14.429,45.7526
-408611,0.955137,0.472107,3,15,0,408616,-0.024123,-0.191769,-0.0998002,-0.245366,0.103328,0.699285,3.16491,1.00861,-0.541002,45.108,14.3878,45.3288
-408611,0.979284,0.472107,3,7,0,408613,-0.0468739,-0.190896,-0.102633,-0.321888,0.0777738,0.69797,3.13889,0.998817,-0.564507,45.1045,14.39,45.4941
-408612,0.722106,0.472107,3,7,0,408621,-0.00216291,-0.178023,0.11966,0.0240458,0.156266,0.746221,2.6211,1.10023,-0.668693,45.102,14.4045,44.7443
-408613,0.92489,0.472107,3,7,0,408618,0.0256085,-0.176737,0.122147,0.0125053,0.0926385,0.789049,2.67142,1.09164,-0.679569,45.0931,14.4065,44.6268
-408609,0.982538,0.472107,3,7,0,408616,-0.0137976,-0.196428,-0.160691,-0.0872555,0.10955,0.668486,2.85532,1.03718,-0.686873,45.1444,14.4178,45.9809
-408607,0.997152,0.472107,3,15,0,408612,-0.0222459,-0.182019,0.0718967,-0.083871,0.0251319,0.777244,2.74823,1.02898,-0.607064,45.0683,14.4318,44.8741
-408606,0.957862,0.472107,3,15,0,408609,0.00577249,-0.187552,-0.0185349,-0.0240067,0.0355005,0.722129,2.99037,1.00986,-0.624158,45.111,14.3964,45.2816
-408608,0.897044,0.472107,2,3,0,408609,-0.000152257,-0.180628,0.0024899,0.108678,0.0453978,0.71961,2.99893,0.99773,-0.607383,45.1121,14.439,44.965
-408607,0.895294,0.472107,3,7,0,408614,-0.00388719,-0.195044,-0.0154928,-0.116333,0.165747,0.683622,2.86951,1.03024,-0.596335,45.1392,14.4354,45.5528
-408609,0.922473,0.472107,3,7,0,408612,-0.0320196,-0.183457,-0.0284306,-0.276974,-0.0943817,0.76618,2.94852,1.05307,-0.641345,45.0594,14.4083,45.159
-408607,0.942453,0.472107,3,7,0,408613,0.0237676,-0.192682,0.00620187,-0.105383,0.198528,0.711659,2.8418,1.04589,-0.646496,45.1479,14.4064,45.4701
-408607,0.946918,0.472107,4,15,0,408610,-0.0530557,-0.184811,-0.0289906,-0.110971,-0.0394346,0.764308,2.96695,1.02738,-0.60794,45.0577,14.4115,45.0133
-408608,0.879404,0.472107,3,15,0,408612,0.00681059,-0.199837,0.047197,-0.203135,0.151356,0.749898,2.84741,1.02891,-0.675622,45.1839,14.3738,45.7925
