# stan_version_major = 2
# stan_version_minor = 31
# stan_version_patch = 0
# model = model_1f66bce6668_model
# start_datetime = 2023-01-05 19:42:54 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file = /tmp/Rtmp5HTisb/standata-1f62f65d9e7.json
# init = 2 (Default)
# random
#   seed = 1261831243
# output
#   file = /home/jrun/Conhecimentos-TPACK/chains/model/model_52478221b64ec96f8120c5c459f578ab-202301051942-4-6b75c8.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = /home/jrun/Conhecimentos-TPACK/chains/model/model_52478221b64ec96f8120c5c459f578ab-profile-202301051942-4-4fbba7.csv
# num_threads = 8 (Default)
# stanc_version = stanc3 v2.31.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,b.1,b.2,b.3,b.4,b.5,b.6,b.7,b.8,b.9,Intercept,sigma,b_Intercept
-408612,0.958938,0.434057,3,7,0,408620,-0.0445887,-0.198448,0.0265507,-0.293233,-0.162156,0.732682,2.95635,0.992061,-0.545413,45.1578,14.4238,45.7277
-408606,1,0.434057,3,7,0,408613,0.013253,-0.193954,0.029812,-0.216516,-0.000248276,0.752224,2.97634,1.02777,-0.625018,45.0979,14.3879,45.4384
-408608,0.94133,0.434057,3,7,0,408609,-0.0227868,-0.195391,-0.059833,-0.175398,0.187122,0.694351,3.02577,0.996941,-0.625037,45.0799,14.4394,45.649
-408609,0.899289,0.434057,3,7,0,408613,-0.00502827,-0.185192,-0.0670871,0.0216282,0.233442,0.754361,2.98335,1.00598,-0.634405,45.0447,14.3791,44.9439
-408608,0.919201,0.434057,3,7,0,408616,-0.000112155,-0.181084,0.0379127,-0.116613,0.0277179,0.72953,2.92618,1.01878,-0.526486,45.1104,14.4038,44.8228
-408608,0.929557,0.434057,4,15,0,408612,-0.0320523,-0.194273,-0.0993613,-0.269683,0.171633,0.743485,2.82378,1.07849,-0.690324,45.0731,14.3676,45.5437
-408608,0.997297,0.434057,3,7,0,408611,0.00915405,-0.196026,0.0151793,-0.21019,0.14881,0.739674,2.82495,1.01302,-0.68304,45.0394,14.4496,45.6802
-408609,0.721643,0.434057,3,7,0,408615,-0.00752187,-0.197232,-0.0105356,-0.100531,0.176883,0.75528,2.90251,1.04008,-0.653079,45.0546,14.4588,45.373
-408607,0.980597,0.434057,3,7,0,408612,-0.0216765,-0.18388,-0.0138434,-0.118904,0.0893302,0.783333,2.81854,1.03959,-0.662324,45.164,14.4213,45.1321
-408611,0.851872,0.434057,3,7,0,408614,-0.0691767,-0.188881,-0.215703,-0.00452841,0.0696249,0.711596,3.04179,1.01612,-0.647363,45.1408,14.3973,45.4615
-408609,0.977153,0.434057,3,7,0,408616,0.0211203,-0.190089,0.023367,-0.282868,0.273458,0.700299,2.93993,1.05422,-0.703396,45.0852,14.4193,45.5764
-408611,0.978168,0.434057,3,7,0,408614,0.0135718,-0.190433,-0.0598933,-0.309099,0.329974,0.697353,2.89929,1.05455,-0.696514,45.0934,14.4355,45.6179
-408607,0.954202,0.434057,3,7,0,408615,-0.0206178,-0.200372,0.0581675,-0.131832,0.0622179,0.727589,2.7497,1.03583,-0.700995,45.0971,14.4189,45.8885
-408611,0.70137,0.434057,3,15,0,408614,-0.0277739,-0.201447,-0.0487355,-0.10242,0.0529404,0.766669,2.84246,1.09224,-0.681796,45.1107,14.4511,45.5386
-408607,0.983826,0.434057,2,7,0,408615,0.0230469,-0.184918,-0.0704586,-0.128108,0.00675806,0.77088,2.86129,1.05144,-0.654245,45.0954,14.4117,45.1377
-408607,0.995986,0.434057,3,7,0,408609,-0.024079,-0.198246,0.0903289,-0.137621,0.073048,0.708017,2.97745,1.00702,-0.591064,45.1053,14.3943,45.564
-408606,0.790677,0.434057,3,7,0,408611,-0.00827136,-0.191784,-0.0526346,-0.121606,-0.0109645,0.73861,2.98449,1.03673,-0.585564,45.1017,14.3904,45.2441
-408610,0.897778,0.434057,3,7,0,408612,-0.0435573,-0.198916,-0.0973331,-0.252583,-0.0733964,0.693649,3.06995,1.02255,-0.695255,45.0705,14.401,46.0849
-408609,1,0.434057,3,7,0,408615,-0.0111859,-0.193323,-0.121585,-0.304064,0.213476,0.743948,2.81253,1.04703,-0.585886,45.1336,14.4197,45.3698
-408611,0.772578,0.434057,3,7,0,408616,0.0100922,-0.202501,-0.0554051,-0.039519,0.111733,0.782562,2.66417,1.02425,-0.673861,45.0443,14.4182,45.6194
-408609,1,0.434057,3,7,0,408615,0.0076548,-0.18547,0.0286373,-0.241485,0.0587107,0.718271,2.88083,1.09813,-0.62576,45.1247,14.4241,45.1552
-408607,0.945893,0.434057,3,7,0,408613,-0.0302276,-0.196669,-0.0271177,-0.231821,0.0584775,0.743506,2.80537,1.0083,-0.665914,45.0856,14.4135,45.7855
-408610,0.881508,0.434057,3,7,0,408612,0.0276033,-0.190075,-0.113438,-0.298543,0.0775658,0.793765,2.94614,1.02603,-0.591216,45.1612,14.4027,45.2255
-408609,0.994901,0.434057,3,7,0,408615,-0.0315268,-0.184707,-0.0341826,0.0518953,0.11419,0.733248,2.64995,1.05885,-0.612392,45.0333,14.4162,44.9205
-408611,0.930539,0.434057,3,7,0,408616,0.0128436,-0.177691,0.0761655,0.0181762,0.0272909,0.839894,2.82545,0.992125,-0.602404,45.1319,14.4003,44.5746
-408610,0.846876,0.434057,4,15,0,408617,0.01535,-0.197653,-0.126452,-0.355171,-0.031289,0.66862,2.95078,1.04241,-0.587604,45.09,14.4129,45.8798
-408615,0.896866,0.434057,3,7,0,408620,0.0358241,-0.199734,-0.0355425,-0.0604707,-0.0443067,0.682013,3.15094,1.0423,-0.604359,44.9832,14.4085,45.5018
-408610,0.980998,0.434057,3,7,0,408619,-0.0578331,-0.184728,-0.0834337,-0.162994,0.112557,0.812514,2.67033,1.0578,-0.65146,45.1634,14.3688,45.0588
-408611,0.856619,0.434057,4,15,0,408617,-0.0280115,-0.18297,-0.0519396,-0.0353514,0.127291,0.828092,2.92806,1.01012,-0.63831,45.1745,14.4576,44.8569
-408610,0.937414,0.434057,3,7,0,408615,0.0133595,-0.178392,-0.0178383,-0.0720133,0.152773,0.813767,2.88442,1.01061,-0.656208,45.1481,14.4597,44.8259
-408610,0.980584,0.434057,3,15,0,408613,-0.0108579,-0.205592,0.000686573,-0.164605,0.0391992,0.682983,2.77351,1.04134,-0.644134,45.0815,14.3582,46.045
-408608,0.974111,0.434057,3,7,0,408613,-0.022575,-0.17735,-0.0339658,-0.100899,0.10117,0.786653,2.98598,1.01073,-0.608672,45.1229,14.4257,44.7467
-408614,0.850899,0.434057,3,7,0,408616,-0.0523677,-0.180052,0.0183808,0.102649,-0.084193,0.74891,2.80685,1.00542,-0.531682,45.1958,14.3967,44.8124
-408607,0.817134,0.434057,3,7,0,408619,-0.0301764,-0.187171,-0.0965961,-0.0859357,0.0940704,0.768508,2.80796,1.07628,-0.659463,45.1383,14.4274,45.1365
-408607,0.921611,0.434057,3,7,0,408612,-0.00104543,-0.190854,0.0746117,-0.0263257,0.0308912,0.74892,2.73777,1.04481,-0.668477,45.0436,14.3968,45.2953
-408608,0.989313,0.434057,3,7,0,408610,-0.00839199,-0.188,0.0475816,-0.0417685,0.0171021,0.713002,2.80248,1.07543,-0.557353,45.0928,14.4265,44.9664
-408608,0.967423,0.434057,4,15,0,408612,0.00726693,-0.180304,0.0532522,0.0733774,-0.018737,0.711874,2.90704,1.04642,-0.58007,45.0868,14.4054,44.8009
-408608,0.960152,0.434057,3,15,0,408612,0.00643349,-0.180417,0.0855923,0.0577192,0.0264373,0.730323,2.90696,1.02888,-0.590982,45.0482,14.4178,44.7593
-408609,0.889502,0.434057,3,7,0,408612,0.014114,-0.176733,0.0406479,0.000858319,0.0457556,0.739475,2.89801,1.04324,-0.577433,45.0383,14.3899,44.5789
-408612,0.859672,0.434057,3,7,0,408617,-0.0377243,-0.174513,0.211965,-0.0385741,-0.0922319,0.782745,2.87618,1.02985,-0.625522,45.0876,14.4143,44.6477
-408610,0.949151,0.434057,3,7,0,408618,-0.0852618,-0.193107,-0.161494,-0.110152,0.0937994,0.716731,2.86867,1.07079,-0.607095,45.1571,14.4047,45.392
-408615,0.68785,0.434057,3,15,0,408621,0.0643654,-0.185279,-0.0442346,-0.192356,-0.0818272,0.694184,2.99875,0.990216,-0.657319,45.0902,14.3909,45.671
-408614,0.999963,0.434057,3,7,0,408620,-0.0993018,-0.185189,0.00770507,0.0154774,0.148971,0.738101,2.58556,1.05531,-0.614033,45.1379,14.4019,45.0527
-408611,0.991215,0.434057,3,7,0,408618,-0.088889,-0.189473,-0.0429806,-0.071595,0.150769,0.753239,2.6687,1.05785,-0.639727,45.1588,14.3998,45.2631
-408608,0.993069,0.434057,3,7,0,408614,0.035104,-0.193166,-0.0728443,-0.206951,0.0777603,0.732346,2.88449,1.03243,-0.693382,45.0589,14.4343,45.668
-408609,0.993508,0.434057,3,7,0,408611,0.0365831,-0.198094,-0.0486138,-0.0929679,0.169222,0.681843,2.82065,1.08187,-0.62707,45.1089,14.3867,45.5566
-408612,0.740813,0.434057,3,7,0,408615,0.0294948,-0.185042,0.0674568,-0.0594206,-0.0597976,0.667207,2.82178,1.07321,-0.629552,45.0811,14.4688,45.3147
-408612,0.957214,0.434057,3,7,0,408617,0.0065693,-0.1778,0.0517007,-0.0189552,-0.0332767,0.673335,2.84618,1.06565,-0.617952,45.0823,14.4721,45.0289
-408612,0.990757,0.434057,4,15,0,408618,-0.0429556,-0.192395,-0.0415566,-0.307386,0.110329,0.755536,2.99933,0.996516,-0.713757,45.0982,14.4912,45.7795
-408613,0.89774,0.434057,3,7,0,408619,-0.0368041,-0.192798,0.157556,-0.510326,0.201375,0.74434,2.9407,1.01413,-0.624831,45.116,14.3673,45.5708
-408610,1,0.434057,3,7,0,408616,-0.00606827,-0.200372,-0.18781,-0.0481305,-0.012288,0.752418,2.81003,1.03229,-0.611499,45.0904,14.4493,45.5767
-408616,0.910074,0.434057,3,7,0,408618,0.0115106,-0.176675,0.240611,-0.142756,0.18819,0.710835,3.08878,0.99334,-0.687558,45.0981,14.3462,45.1196
-408616,0.953378,0.434057,3,7,0,408624,-0.0411729,-0.195755,-0.29597,-0.00739011,-0.0286762,0.738687,2.88272,1.0269,-0.616973,45.0303,14.4956,45.465
-408613,1,0.434057,2,3,0,408618,-0.0330408,-0.196214,-0.270298,-0.00719733,-0.0296024,0.763197,2.88974,1.02477,-0.608572,45.0572,14.4614,45.3823
-408612,0.932495,0.434057,3,7,0,408620,0.0178133,-0.188315,0.216491,-0.246164,0.0849147,0.709623,2.90406,1.06391,-0.600642,45.1521,14.3633,45.2324
-408611,1,0.434057,3,7,0,408613,-0.0339816,-0.191146,-0.233675,0.00145057,0.114436,0.778861,2.8066,1.01621,-0.698323,45.0572,14.3786,45.4114
-408611,0.766414,0.434057,3,7,0,408617,0.00761322,-0.172581,-0.0617798,-0.081413,0.0747938,0.779048,2.80275,1.01249,-0.655403,45.1726,14.4381,44.9089
-408609,0.942628,0.434057,3,7,0,408615,-0.0374673,-0.202053,0.0266671,-0.207781,0.16465,0.714401,2.93752,1.02241,-0.65699,45.0167,14.4094,45.7528
-408613,0.844002,0.434057,3,7,0,408617,-0.00756729,-0.189796,0.081941,-0.391949,0.125573,0.809642,2.77021,0.996266,-0.669853,45.2078,14.3749,45.5756
-408610,0.982667,0.434057,2,3,0,408616,-0.0154551,-0.195916,0.0330373,-0.284454,0.180837,0.803015,2.77171,1.03914,-0.678585,45.2007,14.4224,45.5584
-408609,0.92936,0.434057,3,7,0,408614,-0.0075365,-0.200754,0.102709,-0.281838,0.164776,0.767979,2.69813,1.00903,-0.672338,45.1165,14.4454,45.8238
-408609,0.918498,0.434057,3,7,0,408613,-0.00458464,-0.181621,-0.129652,0.00793767,0.0100799,0.676824,3.00752,1.03862,-0.617425,45.0917,14.4418,45.1799
-408610,0.875246,0.434057,3,15,0,408615,0.00724299,-0.199673,0.00365358,-0.341422,0.233574,0.75356,2.76303,1.01609,-0.724962,45.1493,14.4165,46.0398
-408609,0.888214,0.434057,3,7,0,408616,-0.0193855,-0.189822,-0.105146,-0.0441528,-0.0878808,0.710019,3.1228,1.03966,-0.657901,45.1199,14.403,45.4799
-408612,0.946448,0.434057,3,15,0,408614,-0.00854072,-0.199191,0.123624,-0.270931,0.221288,0.756704,2.62514,1.04313,-0.60704,45.0843,14.3618,45.4593
-408610,0.959512,0.434057,3,7,0,408617,0.0356353,-0.190574,-0.0424039,-0.0797801,0.0495866,0.690542,2.91794,1.06433,-0.693226,45.143,14.4736,45.627
-408608,0.980542,0.434057,3,7,0,408613,0.0404736,-0.193255,-0.0900158,-0.178744,0.157423,0.720219,2.89102,1.05166,-0.644072,45.0756,14.4437,45.456
-408613,0.888694,0.434057,3,7,0,408616,-0.0604187,-0.188707,0.126769,-0.20777,0.157504,0.811543,2.63548,1.03853,-0.750004,45.1209,14.3743,45.4351
-408608,0.970562,0.434057,3,7,0,408617,-0.038362,-0.20111,-0.0300211,-0.283162,0.0605806,0.772424,2.77475,1.04694,-0.676438,45.0928,14.4446,45.7707
-408608,0.879374,0.434057,3,7,0,408615,0.0271789,-0.187155,0.0510644,-0.062206,0.155096,0.694676,2.90526,1.04224,-0.629717,45.1642,14.3655,45.3055
-408609,0.969185,0.434057,3,7,0,408611,-0.0688106,-0.188334,-0.120952,-0.0918114,0.0284305,0.812985,2.85293,1.0295,-0.63793,45.0694,14.4217,45.0518
-408607,0.993435,0.434057,3,7,0,408611,-0.0308048,-0.188742,-0.103766,-0.177897,0.127524,0.734047,2.7846,1.03566,-0.685158,45.1541,14.3948,45.5954
-408609,0.846504,0.434057,3,7,0,408613,0.00263314,-0.199193,0.163297,-0.260407,0.127482,0.69761,2.8748,1.05731,-0.707376,45.1208,14.4338,45.9168
-408609,0.878585,0.434057,3,15,0,408614,-0.0300222,-0.191,0.0659206,-0.0827725,-0.0404213,0.678726,3.04389,1.02173,-0.616414,45.1074,14.3516,45.5117
-408607,0.985985,0.434057,3,7,0,408613,-0.0160949,-0.183862,-0.019925,-0.0343847,0.0679643,0.750622,2.82568,1.05246,-0.575855,45.1077,14.4529,44.8372
-408609,0.978463,0.434057,3,7,0,408610,-0.0326958,-0.191172,-0.0821051,-0.147787,-0.0385211,0.704139,3.02035,1.04097,-0.650644,45.1717,14.3644,45.646
-408610,0.908991,0.434057,3,7,0,408614,0.0398806,-0.184292,-0.0137828,-0.0125899,0.0914963,0.731376,2.7091,1.03806,-0.586834,45.0435,14.4514,44.9466
-408613,0.925369,0.434057,3,7,0,408618,-0.0162362,-0.186303,0.11546,-0.0412819,-0.158983,0.727891,3.1049,1.04209,-0.671225,45.0506,14.3677,45.2392
-408612,0.927769,0.434057,3,7,0,408618,0.0175178,-0.199302,-0.0952353,-0.127558,0.295286,0.705004,2.89979,1.03748,-0.607458,45.1082,14.4846,45.5256
-408612,0.976504,0.434057,3,7,0,408618,-0.0587441,-0.177199,0.0495877,-0.18519,-0.113759,0.79188,2.84298,1.02577,-0.672756,45.1164,14.4516,45.0773
-408611,0.947284,0.434057,3,7,0,408618,-0.0471343,-0.179378,-0.00055678,-0.227025,-0.0535398,0.774394,2.77434,1.01809,-0.680138,45.093,14.4055,45.2696
-408609,0.99358,0.434057,3,15,0,408614,-0.0320369,-0.194113,-0.0890895,-0.0311443,0.105876,0.679968,3.02105,1.03411,-0.562127,45.1495,14.3943,45.3739
-408612,0.969929,0.434057,3,7,0,408614,0.0141793,-0.174067,0.0730394,-0.0640339,0.0111659,0.828706,2.857,1.01557,-0.668576,45.0491,14.4075,44.6238
-408611,0.831815,0.434057,3,15,0,408619,-0.0502341,-0.193459,-0.0943577,0.0988048,0.16783,0.697567,2.77688,1.06943,-0.719428,45.0842,14.4131,45.5526
-408611,0.911249,0.434057,3,7,0,408619,-0.0519296,-0.193587,0.0817823,-0.294669,0.125899,0.671262,2.88174,1.08302,-0.704133,45.0219,14.4078,45.7243
-408610,0.983292,0.434057,3,7,0,408616,-0.0193556,-0.206388,-0.160074,-0.343179,0.157253,0.74765,2.77662,1.0616,-0.653835,45.1407,14.414,45.9827
-408612,0.801746,0.434057,3,7,0,408622,-0.0232257,-0.203519,-0.273012,-0.201282,0.134769,0.734777,2.79222,1.07989,-0.715749,45.14,14.3958,46.0229
-408611,1,0.434057,3,7,0,408615,-0.0215928,-0.203808,-0.25337,-0.153013,0.170874,0.728049,2.83001,1.05378,-0.702505,45.1282,14.4007,46.0059
-408611,0.966799,0.434057,3,7,0,408617,-0.002987,-0.186535,0.0784237,-0.325849,-0.0236417,0.789912,2.75085,1.02598,-0.566748,45.1715,14.4164,45.1549
-408608,1,0.434057,3,7,0,408614,-0.0652816,-0.19214,-0.0837212,-0.0441925,0.0628521,0.763237,2.88594,1.02812,-0.656529,45.152,14.4004,45.4038
-408610,0.854324,0.434057,3,7,0,408618,0.0547094,-0.18605,-0.0513847,0.00762196,0.16739,0.747464,2.70995,1.07519,-0.651525,45.0772,14.3814,45.0052
-408609,0.693863,0.434057,4,15,0,408618,-0.0842075,-0.193839,-0.00353163,-0.278675,-0.0462616,0.729845,3.0003,1.03918,-0.657489,45.1271,14.4094,45.6903
-408608,0.96664,0.434057,3,7,0,408613,0.0349581,-0.183331,-0.0247072,-0.0904794,0.124201,0.764644,2.76262,1.04388,-0.599495,45.0655,14.3812,44.8641
-408611,0.855198,0.434057,3,7,0,408614,-0.0729319,-0.185427,-0.0915336,0.104646,-0.00274984,0.751658,2.81983,1.0413,-0.721894,45.0952,14.4394,45.3117
-408608,0.996741,0.434057,3,7,0,408614,0.0235827,-0.188732,-0.0167846,-0.238168,0.0806438,0.695794,2.91241,1.07178,-0.621419,45.0651,14.3787,45.331
-408610,0.871066,0.434057,2,7,0,408613,-0.0497609,-0.204357,0.00801459,-0.0587466,0.0771813,0.733152,2.87805,1.02062,-0.692553,45.0841,14.4069,45.8944
-408608,0.931169,0.434057,3,7,0,408618,0.0415226,-0.195524,0.0649317,-0.109063,-0.0638878,0.756528,2.86357,1.02736,-0.64966,45.1101,14.3963,45.5377
-408614,0.701149,0.434057,4,15,0,408619,0.0100639,-0.187352,0.149978,-0.15797,0.0768689,0.886521,2.79623,0.977494,-0.660252,45.1207,14.4307,44.9744
-408612,0.933722,0.434057,3,7,0,408620,-0.0229798,-0.198109,-0.146162,0.0155633,0.126315,0.678719,2.92328,1.09014,-0.602835,45.0686,14.3581,45.3678
-408615,0.964806,0.434057,3,7,0,408620,-0.0114859,-0.168323,0.0621981,0.118601,-0.156138,0.762167,2.84571,1.03082,-0.653019,45.1516,14.4418,44.681
-408612,1,0.434057,3,7,0,408618,0.0101298,-0.202993,-0.0938287,-0.219664,0.349832,0.709781,2.8921,0.993701,-0.629759,45.0674,14.413,45.8194
-408608,0.992247,0.434057,3,7,0,408615,-0.0347724,-0.190467,0.00739874,-0.268612,0.163801,0.717619,2.9759,1.05846,-0.720232,45.1164,14.4045,45.6375
-408609,0.91399,0.434057,3,7,0,408613,0.000766269,-0.199703,0.032505,-0.145571,0.183066,0.751788,2.78125,0.983392,-0.667113,45.0507,14.4114,45.7336
-408606,0.950531,0.434057,3,7,0,408613,-0.0138055,-0.184986,-0.0404376,-0.113769,0.0280248,0.724832,2.82865,1.05246,-0.641173,45.1234,14.4003,45.2727
-408607,0.75164,0.434057,2,7,0,408614,-0.00817226,-0.186022,-0.0927572,-0.164141,0.0109052,0.754196,2.8223,1.03839,-0.706676,45.0939,14.4106,45.4804
-408612,0.834574,0.434057,3,7,0,408617,0.014006,-0.20345,0.122562,-0.22527,-0.106223,0.687414,2.92893,1.0968,-0.612502,45.0251,14.4091,45.6659
-408608,0.938249,0.434057,3,7,0,408619,-0.0177796,-0.185379,0.0411643,0.0555366,0.201644,0.72865,2.75431,1.05082,-0.677186,45.1128,14.3875,45.1385
-408609,0.811238,0.434057,3,7,0,408613,-0.00793998,-0.196945,-0.0601005,-0.252953,0.121608,0.779692,2.87533,1.04991,-0.67081,45.0323,14.4417,45.4549
-408609,1,0.434057,3,7,0,408610,-0.011819,-0.191339,0.0656174,-0.00792163,0.0719042,0.718168,3.01689,1.0355,-0.593146,45.1763,14.4237,45.215
-408609,0.815022,0.434057,3,7,0,408618,-0.0169919,-0.192993,0.117108,-0.0779286,0.0643872,0.7337,3.01204,1.03741,-0.677591,45.1482,14.4419,45.4694
-408612,0.853634,0.434057,3,7,0,408619,-0.0201307,-0.176147,0.0638669,0.075571,-0.0876462,0.733084,2.77158,1.04418,-0.707018,45.0808,14.3776,45.0817
-408612,0.979467,0.434057,4,15,0,408615,-0.0368131,-0.188577,-0.0826001,0.0393043,0.158223,0.763823,2.88858,1.03903,-0.52676,45.1303,14.4404,44.7253
-408610,0.984408,0.434057,3,7,0,408618,0.0192565,-0.174741,-0.0857017,-0.0265036,0.0719316,0.732757,2.88211,1.00087,-0.624293,45.0484,14.3756,44.8971
-408611,0.915295,0.434057,4,15,0,408621,-0.0437163,-0.19726,0.1713,-0.355365,0.0630075,0.696602,2.81181,1.06035,-0.651591,45.1713,14.3789,45.8676
-408609,1,0.434057,3,7,0,408614,0.0119048,-0.207425,-0.00623298,-0.221163,0.0694827,0.674447,2.98009,1.05798,-0.671959,45.1061,14.4391,46.1373
-408612,0.688909,0.434057,3,7,0,408618,0.0532813,-0.200213,0.0747879,-0.43535,0.0250986,0.739263,3.01241,1.01244,-0.649652,45.1187,14.3827,45.931
-408610,0.995869,0.434057,3,7,0,408616,-0.0774673,-0.196817,-0.00999512,-0.159926,0.0769381,0.729405,2.68557,1.06192,-0.639341,45.1189,14.4509,45.5959
-408608,1,0.434057,3,7,0,408611,-0.0631919,-0.190279,-0.105168,-0.138141,0.011828,0.756536,2.82373,1.0747,-0.650103,45.0581,14.3855,45.2499
-408609,0.813252,0.434057,3,7,0,408617,-0.0855938,-0.191754,-0.105149,-0.190895,0.00290221,0.736668,2.90417,1.05327,-0.594946,45.067,14.4245,45.2884
-408607,0.917575,0.434057,3,7,0,408612,0.0215249,-0.186437,0.0665772,-0.105563,0.00317304,0.776225,2.80292,1.00695,-0.631399,45.1306,14.4238,45.2194
-408611,0.750301,0.434057,3,7,0,408614,-0.0558792,-0.193115,-0.10589,-0.278437,0.169097,0.671345,2.89952,1.08685,-0.634983,45.0775,14.4705,45.5702
-408614,0.968451,0.434057,3,7,0,408618,-0.00157398,-0.205876,0.0514513,-0.306679,-0.0993551,0.728459,2.85172,1.06854,-0.743898,45.0954,14.3499,46.2601
-408615,0.988836,0.434057,3,7,0,408620,-0.024528,-0.184326,-0.0732295,0.0796677,0.289995,0.729561,2.90895,0.982621,-0.526481,45.1053,14.3648,44.7673
-408609,0.996024,0.434057,3,7,0,408620,-0.0207019,-0.182963,-0.0766744,-0.189558,-0.0429337,0.799245,2.91983,1.04326,-0.690922,45.0769,14.4344,45.1546
-408611,0.985701,0.434057,3,7,0,408614,-0.00483042,-0.1906,0.0192964,0.146254,0.154453,0.688876,2.79968,1.04053,-0.564183,45.1071,14.4431,45.0608
