# stan_version_major = 2
# stan_version_minor = 31
# stan_version_patch = 0
# model = model_1f66bce6668_model
# start_datetime = 2023-01-05 19:42:54 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 3
# data
#   file = /tmp/Rtmp5HTisb/standata-1f62f65d9e7.json
# init = 2 (Default)
# random
#   seed = 1261831243
# output
#   file = /home/jrun/Conhecimentos-TPACK/chains/model/model_52478221b64ec96f8120c5c459f578ab-202301051942-3-6b75c8.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = /home/jrun/Conhecimentos-TPACK/chains/model/model_52478221b64ec96f8120c5c459f578ab-profile-202301051942-3-4fbba7.csv
# num_threads = 8 (Default)
# stanc_version = stanc3 v2.31.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,b.1,b.2,b.3,b.4,b.5,b.6,b.7,b.8,b.9,Intercept,sigma,b_Intercept
-408610,0.977342,0.470964,3,7,0,408616,0.0304125,-0.188892,0.039983,-0.0587437,-0.0650432,0.709289,2.93706,1.09206,-0.67349,45.1037,14.4135,45.3338
-408612,0.771956,0.470964,3,7,0,408619,-0.00432675,-0.188163,-0.162471,-0.0147044,0.149348,0.672811,2.8643,1.06326,-0.687013,45.1359,14.327,45.5608
-408611,0.942395,0.470964,3,7,0,408619,-0.00804312,-0.191921,0.179365,-0.0132856,0.059521,0.74012,2.78063,1.01831,-0.652847,45.049,14.477,45.3157
-408611,1,0.470964,3,7,0,408615,-0.00943718,-0.190487,-0.232242,-0.246063,0.101456,0.729907,2.90319,1.06145,-0.626421,45.1592,14.4732,45.4763
-408610,0.81001,0.470964,4,23,0,408616,-0.0238472,-0.195745,-0.233454,-0.257381,0.0792104,0.74775,2.91487,1.06914,-0.602703,45.1416,14.39,45.46
-408612,0.639573,0.470964,3,7,0,408617,-0.00187304,-0.201262,0.160654,-0.0252389,0.121962,0.736964,2.93654,1.06348,-0.67987,45.0598,14.4107,45.4617
-408610,0.964892,0.470964,3,7,0,408616,-0.0351237,-0.18181,-0.217682,-0.142226,-0.0226973,0.737829,2.97115,1.01126,-0.591275,45.0908,14.3799,45.1469
-408608,0.974503,0.470964,3,7,0,408614,-0.0541853,-0.178349,-0.0658813,-0.0565811,0.189995,0.744962,2.97537,1.02677,-0.621867,45.1039,14.4068,44.8309
-408612,0.876863,0.470964,3,7,0,408615,-0.00589457,-0.192881,-0.0840891,0.026587,-0.171675,0.77758,2.68275,1.08498,-0.624314,45.1147,14.3769,45.2126
-408610,0.986045,0.470964,3,7,0,408616,-0.032276,-0.196331,0.0569909,-0.109895,0.342136,0.734267,2.93751,1.00887,-0.665441,45.0825,14.4098,45.4624
-408608,1,0.470964,3,7,0,408611,-0.0285237,-0.191994,0.0457205,-0.225027,0.24182,0.740486,2.87914,0.993425,-0.64776,45.1183,14.4402,45.5222
-408614,0.767127,0.470964,3,7,0,408619,-0.0179509,-0.187453,0.247436,0.0657104,0.215921,0.732984,3.05527,0.981119,-0.611057,45.1534,14.3807,45.0296
-408611,1,0.470964,3,7,0,408617,0.0255385,-0.184799,-0.160334,-0.221431,-0.0468018,0.740975,2.88553,1.01954,-0.594952,45.0444,14.4393,45.2429
-408611,0.98107,0.470964,3,7,0,408616,-0.0554069,-0.181806,-0.00609851,0.0994596,-0.0524837,0.803224,2.97083,1.01336,-0.589095,45.1124,14.3735,44.6594
-408606,0.92091,0.470964,3,7,0,408616,0.0131366,-0.192312,-0.0970467,-0.181974,0.158993,0.715929,2.91229,1.03673,-0.638537,45.123,14.4066,45.5196
-408610,0.722249,0.470964,3,7,0,408614,-0.0507402,-0.18742,0.0514499,-0.361694,0.000223949,0.761076,2.8117,1.06593,-0.664037,45.0661,14.3966,45.3557
-408611,0.892079,0.470964,3,7,0,408616,0.00643542,-0.211994,0.0655521,-0.297685,0.180516,0.742015,2.8194,1.02515,-0.596333,45.1363,14.4299,45.9426
-408609,0.97817,0.470964,3,15,0,408616,-0.0295126,-0.202029,0.0666554,-0.227598,0.258142,0.764271,2.73129,1.02682,-0.698615,45.0932,14.4024,45.7796
-408609,0.839792,0.470964,3,7,0,408615,-0.00960833,-0.189856,-0.0805018,-0.171918,0.095693,0.686511,3.07059,1.05947,-0.624382,45.1938,14.4166,45.479
-408614,0.822349,0.470964,3,7,0,408619,-0.00816414,-0.202577,0.142429,-0.363332,0.1815,0.616341,3.02322,1.0747,-0.696942,45.1476,14.4323,46.2547
-408615,0.960384,0.470964,3,7,0,408619,0.00185351,-0.205183,0.0914756,-0.217703,0.0444963,0.593266,3.07988,1.05608,-0.696817,45.1632,14.3652,46.4527
-408608,1,0.470964,3,7,0,408619,0.00431525,-0.184517,-0.111065,-0.200442,0.0776029,0.750141,3.02092,0.990939,-0.589744,45.0702,14.4402,45.1427
-408608,0.953642,0.470964,3,7,0,408612,0.0307831,-0.191564,-0.0652729,0.0136774,0.0846748,0.712401,2.92034,1.03121,-0.699106,45.0879,14.3716,45.5561
-408612,0.700486,0.470964,3,7,0,408619,-0.0641214,-0.198726,0.126557,-0.255412,0.0803634,0.758095,2.87619,1.01737,-0.536931,45.1031,14.453,45.3009
-408610,0.929258,0.470964,3,15,0,408618,-0.0039498,-0.197921,0.123225,-0.170483,0.015351,0.667633,2.91486,1.04927,-0.690704,45.0595,14.3568,45.9016
-408611,0.850178,0.470964,3,15,0,408617,-0.0573982,-0.198189,0.122169,-0.00459502,0.13005,0.735695,2.8827,0.985915,-0.639524,45.0798,14.4334,45.5362
-408610,0.842242,0.470964,2,7,0,408620,0.0134451,-0.198119,-0.158404,-0.257409,0.132381,0.675301,2.8669,1.08828,-0.688381,45.0499,14.4322,45.865
-408608,0.920016,0.470964,3,7,0,408614,-0.0153158,-0.197871,-0.00119901,-0.0398201,0.0721698,0.680443,2.84889,1.06373,-0.608686,45.049,14.4414,45.4827
-408610,0.854883,0.470964,3,7,0,408615,-0.0725619,-0.193832,0.0162215,-0.0231238,0.00311425,0.693123,2.83808,1.02962,-0.580891,45.1358,14.4206,45.4563
-408611,0.853773,0.470964,3,7,0,408617,-0.052051,-0.192397,-0.0537336,-0.0274838,0.0530572,0.689443,2.87284,1.00603,-0.581744,45.1303,14.4718,45.49
-408608,0.978297,0.470964,3,7,0,408614,0.0149792,-0.191538,-0.0477516,-0.238072,0.0227876,0.751344,2.86328,1.06763,-0.693939,45.0666,14.4093,45.5041
-408610,0.505895,0.470964,3,7,0,408624,0.0366368,-0.193026,-0.0443152,-0.234642,0.169667,0.703925,2.7954,1.02037,-0.726388,45.0883,14.3835,45.929
-408612,0.995433,0.470964,3,7,0,408615,0.0111979,-0.206091,-0.115125,-0.247417,0.221577,0.796906,2.73035,1.04766,-0.699622,45.1052,14.4237,45.8285
-408611,1,0.470964,3,7,0,408616,0.00264196,-0.193593,-0.0340512,-0.330994,0.182864,0.786211,2.66872,1.04814,-0.690815,45.037,14.3635,45.5008
-408609,1,0.470964,3,7,0,408614,-0.0338961,-0.196908,-0.0453669,-0.0314108,0.0525621,0.658068,3.11988,1.04807,-0.637051,45.1067,14.4206,45.654
-408609,0.951367,0.470964,3,7,0,408614,-0.0174357,-0.181717,-0.0743142,0.0420797,-0.140478,0.702024,2.96803,1.03355,-0.62366,45.1116,14.4292,45.1983
-408613,0.823077,0.470964,3,7,0,408620,-0.0334504,-0.179371,-0.1026,0.170192,-0.191441,0.705943,2.84718,1.05913,-0.640785,45.0955,14.4556,45.0599
-408612,0.929871,0.470964,3,7,0,408624,0.0150144,-0.195861,-0.0557595,-0.416627,0.0718761,0.75502,3.05593,1.01178,-0.531676,45.0399,14.4014,45.3041
-408610,0.94316,0.470964,3,7,0,408618,0.00660644,-0.194418,0.0864893,-0.0449011,0.0526371,0.661584,2.77605,1.07297,-0.655183,45.1964,14.4208,45.7258
-408610,0.865475,0.470964,3,7,0,408616,-0.0427645,-0.189167,-0.023905,-0.0797352,0.103229,0.685365,3.10405,1.05824,-0.712518,45.1154,14.4354,45.5499
-408610,0.90756,0.470964,3,7,0,408616,0.00737833,-0.194023,-0.0197441,-0.277208,-0.14385,0.712454,2.87461,1.06165,-0.577543,45.1012,14.357,45.5266
-408612,0.977572,0.470964,3,7,0,408615,-0.000601273,-0.197419,-0.0269278,-0.0813136,-0.266003,0.711102,2.85537,1.04534,-0.568193,45.0731,14.4278,45.5503
-408612,0.917832,0.470964,3,7,0,408619,-0.0325832,-0.194434,0.00408224,-0.034586,-0.0184448,0.672426,2.91651,1.07087,-0.526372,45.0093,14.4234,45.1226
-408609,0.971453,0.470964,3,7,0,408618,-0.0239161,-0.186559,0.0241482,-0.0277695,0.214163,0.725159,2.86414,1.0635,-0.618403,45.0086,14.4057,44.8825
-408607,0.980564,0.470964,3,7,0,408613,-0.0385962,-0.189911,-0.173499,-0.230876,-0.021861,0.746816,2.848,1.03572,-0.63663,45.1009,14.4227,45.5095
-408606,0.96339,0.470964,3,7,0,408610,-0.0118666,-0.187044,0.0915891,-0.101561,0.107477,0.736788,2.87858,1.02822,-0.62374,45.0824,14.3943,45.1424
-408605,0.762962,0.470964,3,15,0,408611,-0.0181973,-0.191345,-0.0878303,-0.224012,0.0714325,0.725978,2.96477,1.02981,-0.621092,45.1211,14.4109,45.4818
-408614,0.658227,0.470964,3,7,0,408617,-0.0484654,-0.19853,0.0111412,-0.102206,-0.216731,0.693235,2.79041,1.13073,-0.657509,45.075,14.3946,45.6512
-408610,0.945897,0.470964,3,7,0,408620,-0.0309707,-0.19573,0.104506,-0.243083,0.290536,0.722114,2.772,1.05963,-0.661398,45.0551,14.4303,45.4674
-408614,0.925777,0.470964,3,7,0,408618,0.0108748,-0.177831,-0.154827,0.0473376,-0.111111,0.84678,2.7098,1.01077,-0.612642,45.0911,14.4139,44.6752
-408612,0.888485,0.470964,3,7,0,408621,-0.0857414,-0.181342,-0.0723798,-0.118581,-0.0531754,0.793259,2.87553,1.06511,-0.614055,45.1864,14.4205,44.9015
-408608,1,0.470964,3,7,0,408613,0.0212581,-0.191667,-0.123734,-0.0670864,0.135747,0.707775,2.75135,1.05178,-0.644587,45.0561,14.3979,45.4308
-408610,0.848682,0.470964,3,7,0,408614,-0.059345,-0.184396,-0.119843,-0.0121438,0.169361,0.713453,2.79284,1.03786,-0.585769,45.0441,14.4044,44.9783
-408609,0.917425,0.470964,3,7,0,408614,0.0611581,-0.193465,-0.0416586,-0.123941,0.0356844,0.735654,2.8621,1.06691,-0.651316,45.0879,14.4011,45.411
-408609,0.948163,0.470964,3,7,0,408613,-0.0122589,-0.195385,0.0454634,-0.144254,0.20449,0.639404,2.91897,1.07468,-0.642812,45.1119,14.4156,45.6588
-408607,0.994816,0.470964,3,7,0,408611,-0.0215642,-0.194768,-0.0464987,-0.25378,0.045312,0.801833,2.8238,1.02865,-0.688234,45.1117,14.4048,45.5709
-408607,0.877209,0.470964,3,7,0,408611,-0.0165651,-0.186889,0.0153827,-0.0158876,0.134495,0.691941,2.96632,1.00579,-0.669891,45.0927,14.4037,45.4424
-408610,0.878089,0.470964,4,15,0,408612,-0.0669308,-0.199534,0.00743706,-0.249175,0.0403993,0.786976,2.72562,1.06215,-0.65601,45.1672,14.3712,45.6251
-408611,0.94287,0.470964,3,7,0,408618,-0.00619201,-0.204571,0.0649509,-0.375302,-0.0906541,0.649797,3.00533,1.03479,-0.59786,45.1095,14.4354,46.174
-408606,1,0.470964,3,7,0,408613,-0.0115662,-0.183569,-0.0203187,-0.0675996,0.0945622,0.749714,2.99831,1.01301,-0.621507,45.0892,14.3808,45.0248
-408607,0.825087,0.470964,3,7,0,408611,-0.0256074,-0.201056,-0.0235165,-0.171018,-0.0284206,0.750865,2.88814,1.05555,-0.614683,45.1032,14.4203,45.5626
-408610,0.832451,0.470964,3,7,0,408616,-0.00730878,-0.178121,0.0811944,-0.226265,0.0365542,0.776795,2.8813,0.999339,-0.616207,45.1755,14.3959,45.0462
-408609,1,0.470964,3,7,0,408613,-0.00211907,-0.194098,-0.100204,-0.213252,0.120141,0.656568,2.89687,1.04873,-0.622513,45.0324,14.4018,45.6665
-408610,0.850719,0.470964,3,7,0,408614,-0.0149261,-0.190977,-0.00872487,0.073951,0.0405476,0.743522,2.89845,1.08718,-0.696295,45.0607,14.4153,45.1761
-408609,0.903018,0.470964,3,15,0,408614,-0.0219105,-0.187343,-0.022112,-0.142888,0.0690221,0.704189,2.71852,1.05929,-0.551104,45.1069,14.3914,45.1336
-408610,0.876001,0.470964,3,7,0,408614,-0.0162904,-0.191052,-0.0683991,-0.0790808,0.00373653,0.696499,2.69765,1.05097,-0.567676,45.0849,14.3588,45.3354
-408611,0.96857,0.470964,4,15,0,408618,-0.00327706,-0.171048,-0.0972744,0.109966,0.0736034,0.758452,2.74252,1.09048,-0.701072,45.1188,14.4279,44.6708
-408612,0.84462,0.470964,3,7,0,408619,0.0316535,-0.190961,-0.0247728,0.164036,0.225397,0.699643,2.83051,1.00546,-0.590288,45.1352,14.3913,45.2006
-408610,0.981857,0.470964,3,7,0,408618,-0.000785017,-0.182445,0.0454915,0.0480249,0.00445711,0.761638,2.63734,1.08942,-0.671619,45.1344,14.4228,44.9786
-408608,0.95856,0.470964,3,7,0,408612,-0.0148657,-0.194679,-0.10026,-0.122512,0.191006,0.700958,2.96048,1.03225,-0.636616,45.0601,14.3664,45.5053
-408607,0.919423,0.470964,3,7,0,408611,0.0189559,-0.191834,-0.0201477,-0.192687,0.172812,0.746741,2.77151,1.04534,-0.708072,45.0915,14.4096,45.5695
-408607,0.760492,0.470964,3,15,0,408612,-0.0461035,-0.187519,-0.0323529,-0.103909,-0.0366906,0.726842,2.91702,1.03324,-0.59302,45.1134,14.4386,45.2327
-408610,0.68778,0.470964,3,7,0,408614,0.0223546,-0.181193,-0.089332,0.0819307,0.0253174,0.711376,2.78825,1.0552,-0.598775,45.0293,14.3832,44.8674
-408610,0.718726,0.470964,3,15,0,408616,-0.059843,-0.197639,0.074368,-0.381016,0.152509,0.723662,2.96369,1.00627,-0.656796,45.1789,14.4248,45.9208
-408608,1,0.470964,3,7,0,408613,-0.0318679,-0.19759,0.125941,-0.23021,0.0468171,0.725535,3.01348,1.02805,-0.69248,45.1058,14.3875,45.7858
-408607,0.901759,0.470964,3,7,0,408614,-0.0175546,-0.185321,-0.130047,-0.0334696,0.120449,0.761584,2.77239,1.06765,-0.614512,45.0977,14.4008,44.9293
-408607,0.930932,0.470964,4,15,0,408610,-0.0455161,-0.182688,-0.0546133,-0.0576924,0.111375,0.794284,2.80435,1.05036,-0.607142,45.1228,14.4213,44.774
-408608,0.83036,0.470964,3,7,0,408611,-0.0104632,-0.190512,-0.109939,-0.0500906,0.0415417,0.714708,2.73991,1.04774,-0.598704,45.1221,14.3566,45.3509
-408607,0.927203,0.470964,3,7,0,408616,-0.0272173,-0.195328,-0.00183357,-0.170443,0.122147,0.722622,2.77209,1.03327,-0.672594,45.081,14.3692,45.6806
-408608,0.909054,0.470964,3,7,0,408615,-0.0158553,-0.185895,-0.130492,-0.0107652,-0.0196472,0.730436,2.80672,1.03622,-0.610343,45.1263,14.3688,45.2277
-408609,0.969997,0.470964,3,15,0,408611,-0.00836267,-0.191358,0.101925,-0.407109,0.166898,0.735229,2.99069,1.02003,-0.67538,45.0835,14.382,45.6113
-408609,0.972612,0.470964,3,7,0,408613,-0.0109776,-0.196028,-0.190318,-0.0886857,0.0532672,0.750863,2.85307,1.00023,-0.633353,45.0711,14.431,45.5885
-408608,0.959451,0.470964,3,7,0,408612,-0.0127901,-0.195357,0.157697,-0.0605031,0.0579687,0.699298,2.87783,1.03312,-0.681452,45.1371,14.4164,45.7025
-408608,0.898053,0.470964,3,7,0,408612,0.00828784,-0.188582,-0.0431585,-0.258172,0.0925822,0.749392,2.89078,1.0659,-0.618335,45.1857,14.4044,45.284
-408608,0.824528,0.470964,3,7,0,408612,-0.0305443,-0.197048,-0.0354239,-0.0916479,0.0637187,0.751352,2.97402,1.04795,-0.615016,45.1447,14.4032,45.3725
-408608,0.986472,0.470964,3,7,0,408610,-0.0386636,-0.19295,-0.143236,-0.186597,0.073531,0.696026,2.8719,1.03646,-0.594288,45.1347,14.3877,45.5744
-408610,0.717204,0.470964,3,7,0,408616,0.0118531,-0.183714,0.120643,0.0377185,0.136273,0.784754,2.83705,1.02455,-0.690372,45.0938,14.3635,44.9777
-408609,1,0.470964,4,15,0,408613,-0.0457246,-0.197781,-0.188935,-0.168707,0.0342874,0.739908,2.8995,1.05904,-0.595685,45.1083,14.3696,45.469
-408608,0.853891,0.470964,3,7,0,408615,-0.0446724,-0.18929,-0.128276,-0.274643,0.0754123,0.760312,2.76901,1.01869,-0.635883,45.1036,14.4362,45.4856
-408608,0.983809,0.470964,3,7,0,408611,0.0112675,-0.178929,0.0437767,-0.0369836,0.015302,0.702109,2.87854,1.03161,-0.645881,45.1127,14.4064,45.1539
-408607,0.954784,0.470964,3,7,0,408611,0.0010543,-0.184393,0.0232134,-0.0881409,-0.0147236,0.718863,2.78791,1.03225,-0.64257,45.1125,14.4216,45.3312
-408608,0.983339,0.470964,3,7,0,408611,0.00427167,-0.180077,-0.00134135,0.148871,0.0666715,0.765701,2.79261,1.04064,-0.618091,45.075,14.4267,44.6733
-408609,0.965734,0.470964,3,7,0,408612,-0.00465561,-0.17497,-0.0489297,0.165731,0.129414,0.780237,2.76671,1.04043,-0.605771,45.0717,14.4054,44.4144
-408609,0.999884,0.470964,3,15,0,408612,0.0080564,-0.177488,-0.107569,0.0338546,0.121888,0.778402,2.67292,1.05603,-0.626253,45.119,14.4045,44.7171
-408610,0.75267,0.470964,4,15,0,408617,0.0107154,-0.198155,-0.00374788,-0.399243,-0.0593463,0.711341,2.93653,1.07558,-0.585731,45.1276,14.3814,45.6701
-408610,0.897434,0.470964,3,7,0,408618,-0.0105849,-0.189853,0.127054,0.0337003,0.0913896,0.761639,2.59445,1.03632,-0.669501,45.0704,14.4164,45.2283
-408610,0.828536,0.470964,3,7,0,408619,-0.0315873,-0.186336,-0.21088,-0.226816,0.103611,0.764799,3.09867,1.00907,-0.581026,45.1141,14.3934,45.1138
-408609,0.905106,0.470964,3,7,0,408615,-0.000344594,-0.20327,0.0381815,-0.216699,-0.0568838,0.736129,2.9609,0.982985,-0.648304,45.1252,14.4,46.0351
-408610,0.979904,0.470964,3,7,0,408614,-0.0140837,-0.185767,0.192304,-0.260506,0.0442001,0.815733,2.93162,0.990805,-0.608237,45.1064,14.3966,45.0089
-408618,0.728453,0.470964,4,15,0,408621,-0.0599928,-0.193588,0.281709,-0.0931897,0.0366001,0.754134,2.894,0.927621,-0.592772,45.1103,14.3975,45.4672
-408612,1,0.470964,4,15,0,408622,0.00897395,-0.190273,-0.0624028,-0.343873,-0.123409,0.788983,2.88396,1.07351,-0.557764,45.1263,14.4205,45.1166
