CO_CATEGAD_PRIVADA,QTD_ALUNOS,NT_GER_mean,NT_FG_mean,NT_CE_mean,QE_I58_mean,QE_I28_mean,QE_I39_mean,QE_I49_mean,QE_I57_mean,QE_I40_mean,QE_I29_mean,QE_I30_mean,QE_I32_mean,QE_I36_mean,QE_I37_mean,QE_I56_mean,QE_I38_mean,QE_I61_mean,QE_I62_mean,QE_I63_mean,QE_I64_mean,QE_I65_mean,CO_CATEGAD_mean,CO_ORGACAD_mean,CO_GRUPO_mean,CO_REGIAO_CURSO_mean,CO_MODALIDADE_mean,NU_IDADE_mean,TP_SEXO_MASC_mean,QE_I01_SOLTEIRO_mean,QE_I02_BRANCA_mean,QE_I05_NUM_mean,QE_I17_PRIVADO_mean,QE_I08_NUM_mean,NT_GER_minimum,NT_FG_minimum,NT_CE_minimum,QE_I58_minimum,QE_I28_minimum,QE_I39_minimum,QE_I49_minimum,QE_I57_minimum,QE_I40_minimum,QE_I29_minimum,QE_I30_minimum,QE_I32_minimum,QE_I36_minimum,QE_I37_minimum,QE_I56_minimum,QE_I38_minimum,QE_I61_minimum,QE_I62_minimum,QE_I63_minimum,QE_I64_minimum,QE_I65_minimum,CO_CATEGAD_minimum,CO_ORGACAD_minimum,CO_GRUPO_minimum,CO_REGIAO_CURSO_minimum,CO_MODALIDADE_minimum,NU_IDADE_minimum,TP_SEXO_MASC_minimum,QE_I01_SOLTEIRO_minimum,QE_I02_BRANCA_minimum,QE_I05_NUM_minimum,QE_I17_PRIVADO_minimum,QE_I08_NUM_minimum,NT_GER_median,NT_FG_median,NT_CE_median,QE_I58_median,QE_I28_median,QE_I39_median,QE_I49_median,QE_I57_median,QE_I40_median,QE_I29_median,QE_I30_median,QE_I32_median,QE_I36_median,QE_I37_median,QE_I56_median,QE_I38_median,QE_I61_median,QE_I62_median,QE_I63_median,QE_I64_median,QE_I65_median,CO_CATEGAD_median,CO_ORGACAD_median,CO_GRUPO_median,CO_REGIAO_CURSO_median,CO_MODALIDADE_median,NU_IDADE_median,TP_SEXO_MASC_median,QE_I01_SOLTEIRO_median,QE_I02_BRANCA_median,QE_I05_NUM_median,QE_I17_PRIVADO_median,QE_I08_NUM_median,NT_GER_std,NT_FG_std,NT_CE_std,QE_I58_std,QE_I28_std,QE_I39_std,QE_I49_std,QE_I57_std,QE_I40_std,QE_I29_std,QE_I30_std,QE_I32_std,QE_I36_std,QE_I37_std,QE_I56_std,QE_I38_std,QE_I61_std,QE_I62_std,QE_I63_std,QE_I64_std,QE_I65_std,CO_CATEGAD_std,CO_ORGACAD_std,CO_GRUPO_std,CO_REGIAO_CURSO_std,CO_MODALIDADE_std,NU_IDADE_std,TP_SEXO_MASC_std,QE_I01_SOLTEIRO_std,QE_I02_BRANCA_std,QE_I05_NUM_std,QE_I17_PRIVADO_std,QE_I08_NUM_std,NT_GER_maximum,NT_FG_maximum,NT_CE_maximum,QE_I58_maximum,QE_I28_maximum,QE_I39_maximum,QE_I49_maximum,QE_I57_maximum,QE_I40_maximum,QE_I29_maximum,QE_I30_maximum,QE_I32_maximum,QE_I36_maximum,QE_I37_maximum,QE_I56_maximum,QE_I38_maximum,QE_I61_maximum,QE_I62_maximum,QE_I63_maximum,QE_I64_maximum,QE_I65_maximum,CO_CATEGAD_maximum,CO_ORGACAD_maximum,CO_GRUPO_maximum,CO_REGIAO_CURSO_maximum,CO_MODALIDADE_maximum,NU_IDADE_maximum,TP_SEXO_MASC_maximum,QE_I01_SOLTEIRO_maximum,QE_I02_BRANCA_maximum,QE_I05_NUM_maximum,QE_I17_PRIVADO_maximum,QE_I08_NUM_maximum,NT_GER_q25,NT_FG_q25,NT_CE_q25,QE_I58_q25,QE_I28_q25,QE_I39_q25,QE_I49_q25,QE_I57_q25,QE_I40_q25,QE_I29_q25,QE_I30_q25,QE_I32_q25,QE_I36_q25,QE_I37_q25,QE_I56_q25,QE_I38_q25,QE_I61_q25,QE_I62_q25,QE_I63_q25,QE_I64_q25,QE_I65_q25,CO_CATEGAD_q25,CO_ORGACAD_q25,CO_GRUPO_q25,CO_REGIAO_CURSO_q25,CO_MODALIDADE_q25,NU_IDADE_q25,TP_SEXO_MASC_q25,QE_I01_SOLTEIRO_q25,QE_I02_BRANCA_q25,QE_I05_NUM_q25,QE_I17_PRIVADO_q25,QE_I08_NUM_q25,NT_GER_q75,NT_FG_q75,NT_CE_q75,QE_I58_q75,QE_I28_q75,QE_I39_q75,QE_I49_q75,QE_I57_q75,QE_I40_q75,QE_I29_q75,QE_I30_q75,QE_I32_q75,QE_I36_q75,QE_I37_q75,QE_I56_q75,QE_I38_q75,QE_I61_q75,QE_I62_q75,QE_I63_q75,QE_I64_q75,QE_I65_q75,CO_CATEGAD_q75,CO_ORGACAD_q75,CO_GRUPO_q75,CO_REGIAO_CURSO_q75,CO_MODALIDADE_q75,NU_IDADE_q75,TP_SEXO_MASC_q75,QE_I01_SOLTEIRO_q75,QE_I02_BRANCA_q75,QE_I05_NUM_q75,QE_I17_PRIVADO_q75,QE_I08_NUM_q75
0,47854,48.580593053871944,53.459391064487974,46.93785681447768,4.92274418021482,5.028043632716178,4.89394825928867,4.96932335854892,5.029422827767794,4.370272077569274,4.83579220127889,4.793622267731015,5.178689346763071,5.190516989175409,4.664918293141639,4.566326743845864,4.6600075228821,4.4624273832908425,4.4074058594892795,4.445688970618966,4.5514272579094746,4.560266644376646,4909.907343168805,10028.0,932.1354118777949,2.8974798344965937,0.9544447695072512,28.370585530990095,0.3664270489405274,0.7503030049734609,0.4980774856856271,3.667321436034605,0.35424415931792536,3.0427759434947967,0.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10028,1,1,0,19,0,0,0,1,0,1,49.2,54.6,47.1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,115.0,10028.0,12.0,3.0,1.0,26.0,0.0,1.0,0.0,4.0,0.0,3.0,15.099642400055913,17.424431785117086,16.738950054555715,1.3600958511004837,1.239996567481425,1.2911222178900184,1.2695133690950988,1.1753691981409151,1.517885271555656,1.3604666243359038,1.4162351400067543,1.2462220290210013,1.1623670883259358,1.4248567669320424,1.4520885634350076,1.3551312232756731,1.5413954834047667,1.5700422976482369,1.548553453030133,1.5462751591040989,1.8694553345331273,4989.00722414239,0.0,1208.449007250547,1.1782323101475185,0.2623136019200004,7.433284284687585,0.4818330812986241,0.4328421430303135,0.5000015281921899,1.4892937550045882,0.4782886317706771,1.7663526325582053,91.7,99.4,97.1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,8,10007,10028,4004,5,2,83,1,1,1,6,1,7,37.7,42.1,34.8,4.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,2.0,10028.0,2.0,2.0,1.0,23.0,0.0,1.0,0.0,2.0,0.0,2.0,59.9,66.2,59.4,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,10002.0,10028.0,2001.0,4.0,1.0,31.0,1.0,1.0,1.0,5.0,1.0,5.0
1,86701,40.685471909205596,46.43899032306419,38.7508264033825,5.162408738076839,5.264506753093967,5.146330492151186,5.196629796657478,5.252419233918871,4.818894822435728,5.1410018338888825,5.08246733024994,5.239547410064475,5.306536256790579,5.057623326143874,4.912330884303526,5.081752228924695,5.039434377919516,5.042560062744374,5.049999423305382,5.068257574883796,5.19428841651192,5213.887417676843,10028.0,678.168913853358,3.318070149133228,0.9043032952330423,29.847545011014866,0.3239062986586083,0.652564560962388,0.5760948547306259,3.406131417169352,0.28478333583234333,2.898594018523431,0.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,10028,1,1,0,11,0,0,0,1,0,1,39.7,46.4,37.7,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,10005.0,10028.0,2.0,3.0,1.0,27.0,0.0,1.0,1.0,4.0,0.0,2.0,14.099091171482904,17.01157301413882,15.385146259063106,1.2834413556862527,1.1584953582856468,1.201673693664197,1.1810589701475922,1.1400884497220667,1.404902794774764,1.2186329842955443,1.2799147471464394,1.2278855328016647,1.1017244839621136,1.283153706909412,1.4156996919068654,1.2246061448215064,1.3493651540832885,1.362172061922029,1.3468072909268192,1.359362645245564,1.342183194676274,4977.511581560517,0.0,1048.9119639013622,0.7917654305947028,0.5523881719487395,8.296105206128699,0.46796744993187495,0.47615824027222053,0.494178499940183,1.4007466312691106,0.4513137896581833,1.6232751953964748,92.3,98.6,95.5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,8,10009,10028,4004,5,2,80,1,1,1,6,1,7,30.4,34.3,27.6,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,10028.0,1.0,3.0,1.0,23.0,0.0,0.0,0.0,2.0,0.0,2.0,50.3,58.7,49.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,10008.0,10028.0,2001.0,4.0,1.0,34.0,1.0,1.0,1.0,4.0,1.0,4.0
