CO_CATEGAD_PRIVADA,QTD_ALUNOS,NT_GER_mean,NT_FG_mean,NT_CE_mean,TP_PRES_mean,QE_I58_mean,QE_I28_mean,QE_I39_mean,QE_I49_mean,QE_I57_mean,QE_I40_mean,QE_I29_mean,QE_I30_mean,QE_I32_mean,QE_I36_mean,QE_I37_mean,QE_I56_mean,QE_I38_mean,QE_I61_mean,QE_I62_mean,QE_I63_mean,QE_I64_mean,QE_I65_mean,CO_CATEGAD_mean,CO_ORGACAD_mean,CO_GRUPO_mean,CO_REGIAO_CURSO_mean,CO_MODALIDADE_mean,NU_IDADE_mean,TP_SEXO_MASC_mean,QE_I01_SOLTEIRO_mean,QE_I02_BRANCA_mean,QE_I05_NUM_mean,QE_I17_PRIVADO_mean,QE_I08_NUM_mean,NT_GER_minimum,NT_FG_minimum,NT_CE_minimum,TP_PRES_minimum,QE_I58_minimum,QE_I28_minimum,QE_I39_minimum,QE_I49_minimum,QE_I57_minimum,QE_I40_minimum,QE_I29_minimum,QE_I30_minimum,QE_I32_minimum,QE_I36_minimum,QE_I37_minimum,QE_I56_minimum,QE_I38_minimum,QE_I61_minimum,QE_I62_minimum,QE_I63_minimum,QE_I64_minimum,QE_I65_minimum,CO_CATEGAD_minimum,CO_ORGACAD_minimum,CO_GRUPO_minimum,CO_REGIAO_CURSO_minimum,CO_MODALIDADE_minimum,NU_IDADE_minimum,TP_SEXO_MASC_minimum,QE_I01_SOLTEIRO_minimum,QE_I02_BRANCA_minimum,QE_I05_NUM_minimum,QE_I17_PRIVADO_minimum,QE_I08_NUM_minimum,NT_GER_median,NT_FG_median,NT_CE_median,TP_PRES_median,QE_I58_median,QE_I28_median,QE_I39_median,QE_I49_median,QE_I57_median,QE_I40_median,QE_I29_median,QE_I30_median,QE_I32_median,QE_I36_median,QE_I37_median,QE_I56_median,QE_I38_median,QE_I61_median,QE_I62_median,QE_I63_median,QE_I64_median,QE_I65_median,CO_CATEGAD_median,CO_ORGACAD_median,CO_GRUPO_median,CO_REGIAO_CURSO_median,CO_MODALIDADE_median,NU_IDADE_median,TP_SEXO_MASC_median,QE_I01_SOLTEIRO_median,QE_I02_BRANCA_median,QE_I05_NUM_median,QE_I17_PRIVADO_median,QE_I08_NUM_median,NT_GER_std,NT_FG_std,NT_CE_std,TP_PRES_std,QE_I58_std,QE_I28_std,QE_I39_std,QE_I49_std,QE_I57_std,QE_I40_std,QE_I29_std,QE_I30_std,QE_I32_std,QE_I36_std,QE_I37_std,QE_I56_std,QE_I38_std,QE_I61_std,QE_I62_std,QE_I63_std,QE_I64_std,QE_I65_std,CO_CATEGAD_std,CO_ORGACAD_std,CO_GRUPO_std,CO_REGIAO_CURSO_std,CO_MODALIDADE_std,NU_IDADE_std,TP_SEXO_MASC_std,QE_I01_SOLTEIRO_std,QE_I02_BRANCA_std,QE_I05_NUM_std,QE_I17_PRIVADO_std,QE_I08_NUM_std,NT_GER_maximum,NT_FG_maximum,NT_CE_maximum,TP_PRES_maximum,QE_I58_maximum,QE_I28_maximum,QE_I39_maximum,QE_I49_maximum,QE_I57_maximum,QE_I40_maximum,QE_I29_maximum,QE_I30_maximum,QE_I32_maximum,QE_I36_maximum,QE_I37_maximum,QE_I56_maximum,QE_I38_maximum,QE_I61_maximum,QE_I62_maximum,QE_I63_maximum,QE_I64_maximum,QE_I65_maximum,CO_CATEGAD_maximum,CO_ORGACAD_maximum,CO_GRUPO_maximum,CO_REGIAO_CURSO_maximum,CO_MODALIDADE_maximum,NU_IDADE_maximum,TP_SEXO_MASC_maximum,QE_I01_SOLTEIRO_maximum,QE_I02_BRANCA_maximum,QE_I05_NUM_maximum,QE_I17_PRIVADO_maximum,QE_I08_NUM_maximum,NT_GER_q25,NT_FG_q25,NT_CE_q25,TP_PRES_q25,QE_I58_q25,QE_I28_q25,QE_I39_q25,QE_I49_q25,QE_I57_q25,QE_I40_q25,QE_I29_q25,QE_I30_q25,QE_I32_q25,QE_I36_q25,QE_I37_q25,QE_I56_q25,QE_I38_q25,QE_I61_q25,QE_I62_q25,QE_I63_q25,QE_I64_q25,QE_I65_q25,CO_CATEGAD_q25,CO_ORGACAD_q25,CO_GRUPO_q25,CO_REGIAO_CURSO_q25,CO_MODALIDADE_q25,NU_IDADE_q25,TP_SEXO_MASC_q25,QE_I01_SOLTEIRO_q25,QE_I02_BRANCA_q25,QE_I05_NUM_q25,QE_I17_PRIVADO_q25,QE_I08_NUM_q25,NT_GER_q75,NT_FG_q75,NT_CE_q75,TP_PRES_q75,QE_I58_q75,QE_I28_q75,QE_I39_q75,QE_I49_q75,QE_I57_q75,QE_I40_q75,QE_I29_q75,QE_I30_q75,QE_I32_q75,QE_I36_q75,QE_I37_q75,QE_I56_q75,QE_I38_q75,QE_I61_q75,QE_I62_q75,QE_I63_q75,QE_I64_q75,QE_I65_q75,CO_CATEGAD_q75,CO_ORGACAD_q75,CO_GRUPO_q75,CO_REGIAO_CURSO_q75,CO_MODALIDADE_q75,NU_IDADE_q75,TP_SEXO_MASC_q75,QE_I01_SOLTEIRO_q75,QE_I02_BRANCA_q75,QE_I05_NUM_q75,QE_I17_PRIVADO_q75,QE_I08_NUM_q75
0,41277,48.9011556072387,53.79828475906707,47.25227124064288,555.0,4.882937228965283,4.992102139205853,4.856917896164934,4.933449620854229,4.99946701552923,4.330305012476682,4.777890835089759,4.731085107929355,5.150834605228093,5.15677011410713,4.634542239019309,4.558228553431693,4.619545994137171,4.4438791578845365,4.385008600431233,4.418877340892022,4.529931923347142,4.303631562371296,5418.472829905274,10028.0,796.4178113719505,2.9297429561256876,1.0,27.792862853405044,0.3906533905080311,0.7841170627710348,0.513482084453812,3.7637667466143374,0.3784189742471594,3.1334641567943406,0.0,0.0,0.0,555,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10028,1,1,1,19,0,0,0,1,0,1,49.6,54.9,47.4,555.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,10001.0,10028.0,12.0,3.0,1.0,25.0,0.0,1.0,1.0,4.0,0.0,3.0,15.116754879951406,17.48316179292991,16.77195234586876,0.0,1.3911759408359858,1.265904969358845,1.3159711778284395,1.294694105020708,1.196224196214,1.5381776364960489,1.3867747751410722,1.446673343708823,1.272085669852762,1.192639633854188,1.4434126248958432,1.4574703527835404,1.3779561716076472,1.5550065917134297,1.5854190989759158,1.5686754224704669,1.5673981061181064,1.7753301965091113,4970.9433653847,0.0,1183.9351607585843,1.1940984368821033,0.0,6.996792589208873,0.48790274246489834,0.41143844710282423,0.49982425489723076,1.4718791321717812,0.48499871426719793,1.7929570218666901,91.7,99.4,97.1,555,8,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,10007,10028,4004,5,1,83,1,1,1,6,1,7,38.1,42.4,35.2,555.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,2.0,10028.0,2.0,2.0,1.0,23.0,0.0,1.0,0.0,2.0,0.0,2.0,60.3,66.6,59.7,555.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,10002.0,10028.0,2001.0,4.0,1.0,30.0,1.0,1.0,1.0,5.0,1.0,5.0
1,58701,42.43209655712845,48.10936440605782,40.522987683342684,555.0,5.1398954021226215,5.221631658745166,5.125415239944805,5.18645338239553,5.240711401850054,4.794688335803479,5.077937343486482,5.008108890819577,5.213420555016098,5.2832830786528335,5.035621198957428,4.911125875198038,5.0444285446585235,5.010647178071924,5.037512137783002,5.064223778129844,5.065791042742032,5.129554862779169,6269.354389192688,10028.0,376.14647109929984,3.171598439549582,1.0,28.11435921023492,0.38537673974889697,0.7711112246810106,0.6293419192177305,3.6916917940069163,0.3709647195107409,3.183369959625901,0.0,0.0,0.0,555,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,10028,1,1,1,11,0,0,0,1,0,1,41.7,48.1,39.5,555.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,10005.0,10028.0,2.0,3.0,1.0,25.0,0.0,1.0,1.0,4.0,0.0,3.0,14.216504946504442,17.005389566740938,15.632743037047424,0.0,1.322657866694716,1.2107452765538793,1.249236175511423,1.221403859876854,1.1556154867360124,1.4578319520418415,1.2797228501959461,1.3507404756292956,1.2774433266984788,1.155744748239792,1.3107764326687852,1.4159070971825538,1.2663656455127157,1.386281936225933,1.3859074006637013,1.3593131116647872,1.394916024491527,1.4058028635331974,4812.334299918429,0.0,945.0092053898331,0.7773243861706525,0.0,7.561889232655397,0.4866883431199748,0.4201210666512299,0.4829851362929557,1.3701380704121249,0.4830671502860372,1.698411953700761,92.3,98.6,95.5,555,8,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,10009,10028,4004,5,1,80,1,1,1,6,1,7,32.0,36.2,28.9,555.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,121.0,10028.0,1.0,3.0,1.0,23.0,0.0,1.0,0.0,3.0,0.0,2.0,52.5,60.3,51.2,555.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,10008.0,10028.0,2.0,4.0,1.0,31.0,1.0,1.0,1.0,5.0,1.0,5.0
