# stan_version_major = 2
# stan_version_minor = 31
# stan_version_patch = 0
# model = model_6b7267a81a6_model
# start_datetime = 2023-03-30 08:01:33 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = /tmp/RtmpO6pATb/standata-6b7446d01e8.json
# init = 2 (Default)
# random
#   seed = 1498873134
# output
#   file = /home/jrun/Conhecimentos-TPACK/chains/model_pca/model_0468bb5407fbaa407fffd48330a4259e-202303300801-2-645afd.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = /home/jrun/Conhecimentos-TPACK/chains/model_pca/model_0468bb5407fbaa407fffd48330a4259e-profile-202303300801-2-6a414b.csv
# num_threads = 8 (Default)
# stanc_version = stanc3 v2.31.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,b.1,b.2,b.3,b.4,b.5,b.6,b.7,b.8,b.9,b.10,b.11,b.12,Intercept,sigma,b_Intercept
# Adaptation terminated
# Step size = 0.388002
# Diagonal elements of inverse mass matrix:
# 0.000880886, 5.63162e-05, 0.00962794, 0.0157922, 0.0102286, 0.00187931, 0.0142234, 0.0011268, 0.0439574, 0.0389254, 0.0448937, 0.0582574, 0.00226316, 1.54988e-05
-408461,0.962426,0.388002,4,15,0,408469,-0.0137182,-0.189945,0.0418984,-0.12793,0.302177,0.738192,2.69198,1.075,1.57913,-1.22801,-0.904486,-1.50499,45.1136,14.3883,43.7655
-408466,0.768309,0.388002,3,7,0,408469,0.0246418,-0.18438,-0.165152,-0.213168,0.0898163,0.722836,2.77646,1.03112,1.43744,-1.35391,-0.993231,-1.58346,45.1162,14.3779,44.1561
-408463,0.985321,0.388002,4,15,0,408473,0.0493709,-0.190685,0.168111,-0.0814835,0.290959,0.699649,2.83009,1.09254,1.85003,-0.770742,-0.465963,-1.10654,45.1173,14.3908,43.3615
-408464,0.817941,0.388002,3,15,0,408470,-0.0332495,-0.183645,-0.222361,-0.134235,0.251248,0.691942,2.69232,1.08837,1.62852,-0.888622,-0.475062,-1.12387,45.0514,14.3952,43.5056
-408461,0.895633,0.388002,3,15,0,408470,0.0468685,-0.178332,0.0244652,-0.0374115,0.292241,0.751333,2.59779,1.04736,1.86449,-0.902355,-0.660127,-1.061,45.1324,14.4195,43.1851
-408461,0.914673,0.388002,4,15,0,408466,-0.0195064,-0.190787,-0.146221,-0.22197,0.130125,0.693356,2.83913,1.07097,1.56113,-1.08404,-0.718211,-1.41918,45.0833,14.4052,44.0195
-408461,0.876969,0.388002,3,15,0,408466,0.0583334,-0.184126,-0.0642072,-0.213448,0.343878,0.737462,2.78737,1.07726,1.57902,-0.992418,-0.88549,-1.1974,45.0995,14.3781,43.4958
-408462,0.842201,0.388002,3,15,0,408468,0.0413519,-0.195481,-0.0707684,-0.172565,0.27103,0.730284,2.5998,1.09376,1.88785,-0.998142,-0.730047,-1.06336,45.1663,14.3962,43.8387
-408461,0.858311,0.388002,3,15,0,408469,0.0029356,-0.180966,-0.105811,-0.0396639,0.108244,0.694949,2.77366,1.09629,1.97869,-0.557508,-0.251891,-1.00576,45.1282,14.4044,43.1311
-408466,0.761695,0.388002,3,15,0,408471,0.0122897,-0.197149,-0.0656354,-0.0647497,0.152387,0.643354,2.6876,1.13154,1.8757,-0.818721,-0.514059,-0.922952,45.221,14.3645,43.9566
-408465,0.974067,0.388002,3,7,0,408470,0.0200426,-0.19597,-0.0497586,0.0195818,0.124485,0.669984,2.69564,1.1267,1.93145,-0.761703,-0.51764,-1.00438,45.1993,14.3487,43.7306
-408465,0.655322,0.388002,4,15,0,408476,0.032361,-0.188,-0.0961744,-0.114697,0.26971,0.787014,2.80006,0.992938,1.43494,-1.16677,-0.862702,-1.62614,45.0443,14.3493,43.7407
-408465,0.856792,0.388002,4,15,0,408472,0.0337079,-0.182581,0.144503,-0.120138,0.168157,0.658601,2.88378,1.04515,1.51169,-1.20682,-0.87519,-1.31043,45.1682,14.4115,43.9461
-408462,0.997057,0.388002,3,7,0,408467,0.0467097,-0.186423,0.0482067,-0.0708948,0.237851,0.719192,2.95455,1.05138,1.43499,-1.05013,-0.824418,-1.40065,45.1276,14.4086,43.6388
-408465,0.765978,0.388002,4,15,0,408470,-0.0136645,-0.183604,-0.104065,-0.0717564,0.292238,0.780509,2.65924,1.10944,1.64673,-1.08587,-0.655833,-1.04783,45.0744,14.4376,43.1455
-408462,1,0.388002,4,15,0,408469,0.0167011,-0.182833,-0.0565286,-0.313176,0.341289,0.727756,2.77745,1.06787,1.78004,-0.766522,-0.535647,-1.26593,45.0793,14.3499,43.3735
-408466,0.809958,0.388002,4,15,0,408470,0.0351006,-0.179972,-0.0207414,-0.00129472,0.00418335,0.704323,2.67244,1.078,2.14134,-0.783208,-0.43739,-1.10738,45.0897,14.3331,43.2446
-408464,0.990655,0.388002,4,15,0,408471,0.0248629,-0.186472,-0.135853,-0.305401,0.398105,0.744417,2.86794,1.06109,1.52155,-1.13953,-0.875247,-1.60644,45.0659,14.3586,43.6986
-408466,0.642483,0.388002,4,15,0,408472,0.0763998,-0.179024,0.0199538,-0.124298,0.24504,0.697482,2.84675,1.04727,1.88232,-0.795575,-0.213059,-0.75855,45.0665,14.4157,43.169
-408468,0.941623,0.388002,4,15,0,408474,-0.00145836,-0.182655,-0.219494,-0.184672,0.0688871,0.715635,2.7879,1.10225,1.48482,-1.45136,-0.959297,-1.64868,45.1188,14.3935,43.9524
-408469,0.870719,0.388002,3,7,0,408480,0.00874207,-0.192454,-0.0221348,-0.241599,0.140704,0.663101,2.63179,1.08869,1.00962,-1.28771,-1.04079,-1.62951,45.1321,14.3898,44.4927
-408468,0.990865,0.388002,3,15,0,408475,-0.0116036,-0.18265,0.0644276,-0.151128,0.30094,0.787512,2.80601,1.07989,1.77856,-1.09348,-1.02126,-1.53677,45.0348,14.3815,43.1806
-408465,1,0.388002,4,15,0,408471,0.052919,-0.188371,-0.0446307,-0.0768911,0.166185,0.717642,2.89367,1.11963,1.83002,-0.932466,-0.655166,-1.25787,45.1982,14.3812,43.4834
-408469,0.650053,0.388002,3,15,0,408478,0.0477986,-0.18717,-0.0855359,0.0669444,0.244133,0.598112,2.81686,1.04688,1.45861,-0.918475,-0.77881,-1.46352,45.0432,14.4043,43.9633
-408466,1,0.388002,3,7,0,408472,0.0339507,-0.186324,0.0157943,-0.241432,0.316494,0.790449,2.67479,1.10322,1.44835,-0.957466,-0.87058,-1.38252,45.126,14.3649,43.3731
-408463,0.983427,0.388002,3,15,0,408473,0.029102,-0.184743,-0.0221741,-0.342801,0.352286,0.782806,2.70466,1.07709,1.62346,-1.06189,-0.83738,-1.26335,45.1524,14.3724,43.5261
-408463,0.750922,0.388002,3,7,0,408471,-0.0060056,-0.182813,0.0283531,-0.0112875,0.237964,0.730081,2.86222,0.994779,1.74029,-0.722491,-0.582831,-1.21681,45.1358,14.4177,43.4068
-408464,0.90508,0.388002,3,7,0,408470,0.0574892,-0.180028,-0.0966699,-0.0676103,0.38154,0.720163,2.88408,1.04798,1.94091,-0.615597,-0.591564,-0.871192,45.1015,14.3452,43.0521
-408461,0.913309,0.388002,3,15,0,408472,-0.00617087,-0.185394,0.0278988,-0.0583413,0.115324,0.722443,2.62644,1.09446,1.66056,-0.828634,-0.626981,-1.23327,45.1212,14.3502,43.4479
-408460,0.881491,0.388002,4,15,0,408467,0.0042815,-0.181669,-0.0533247,-0.107614,0.311205,0.714457,2.76112,1.01427,1.92174,-0.791011,-0.489408,-1.02234,45.114,14.4085,43.4128
