# stan_version_major = 2
# stan_version_minor = 31
# stan_version_patch = 0
# model = model_6b7e74943c_model
# start_datetime = 2023-03-30 08:16:35 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = /tmp/RtmpO6pATb/standata-6b76b52411c.json
# init = 2 (Default)
# random
#   seed = 708574377
# output
#   file = /home/jrun/Conhecimentos-TPACK/chains/model_pca/model_0468bb5407fbaa407fffd48330a4259e-202303300816-2-3ff3cc.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = /home/jrun/Conhecimentos-TPACK/chains/model_pca/model_0468bb5407fbaa407fffd48330a4259e-profile-202303300816-2-42cd99.csv
# num_threads = 8 (Default)
# stanc_version = stanc3 v2.31.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,b.1,b.2,b.3,b.4,b.5,b.6,b.7,b.8,b.9,b.10,b.11,b.12,Intercept,sigma,b_Intercept
# Adaptation terminated
# Step size = 0.399725
# Diagonal elements of inverse mass matrix:
# 0.00088992, 6.9223e-05, 0.00877944, 0.0152376, 0.0097937, 0.00169308, 0.0129769, 0.00100365, 0.0454334, 0.0389854, 0.0445571, 0.0635644, 0.00216339, 1.47295e-05
-408463,0.873353,0.399725,4,15,0,408470,0.000848407,-0.191432,0.0558036,-0.206276,0.102072,0.751772,2.76422,1.02201,1.78816,-0.956314,-0.491506,-1.28513,45.0295,14.3724,43.7144
-408463,0.960942,0.399725,3,7,0,408469,0.0355867,-0.194695,0.0160146,-0.371241,0.314185,0.710926,2.94814,1.03067,1.80255,-0.801,-0.623415,-0.99874,45.1752,14.3853,43.96
-408464,0.797713,0.399725,3,15,0,408473,0.0490733,-0.179779,0.081108,-0.0576264,0.266519,0.734859,2.85377,1.03586,1.73826,-1.0624,-0.754076,-1.63697,45.1664,14.4014,43.433
-408471,0.733236,0.399725,4,15,0,408475,0.0560898,-0.180899,-0.152716,0.165726,0.258126,0.694302,2.93029,1.02413,1.37296,-1.1251,-0.605694,-0.959404,45.0335,14.3725,43.4231
-408467,1,0.399725,3,7,0,408476,0.00035215,-0.184284,0.0865722,-0.231251,0.265856,0.756342,2.63473,1.0556,1.64898,-0.948533,-0.358481,-1.04516,45.1804,14.3669,43.4769
-408465,1,0.399725,4,15,0,408471,0.0562812,-0.179537,-0.0504819,-0.041724,0.215056,0.681049,2.78153,1.08142,1.74751,-1.00017,-0.966999,-1.18232,45.0293,14.3478,43.4212
