# stan_version_major = 2
# stan_version_minor = 31
# stan_version_patch = 0
# model = model_6b7267a81a6_model
# start_datetime = 2023-03-30 08:01:33 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file = /tmp/RtmpO6pATb/standata-6b7446d01e8.json
# init = 2 (Default)
# random
#   seed = 1498873134
# output
#   file = /home/jrun/Conhecimentos-TPACK/chains/model_pca/model_0468bb5407fbaa407fffd48330a4259e-202303300801-4-645afd.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = /home/jrun/Conhecimentos-TPACK/chains/model_pca/model_0468bb5407fbaa407fffd48330a4259e-profile-202303300801-4-6a414b.csv
# num_threads = 8 (Default)
# stanc_version = stanc3 v2.31.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,b.1,b.2,b.3,b.4,b.5,b.6,b.7,b.8,b.9,b.10,b.11,b.12,Intercept,sigma,b_Intercept
# Adaptation terminated
# Step size = 0.411427
# Diagonal elements of inverse mass matrix:
# 0.000887446, 6.75956e-05, 0.0102258, 0.0158208, 0.0100783, 0.00158038, 0.0148584, 0.00108482, 0.042189, 0.0388751, 0.0494021, 0.0622767, 0.00199828, 1.52538e-05
-408469,0.818897,0.411427,3,7,0,408473,0.0438885,-0.172495,-0.0304638,0.371814,-0.00243253,0.753378,2.79979,1.03778,1.6825,-0.838576,-0.578467,-1.05069,45.0246,14.4011,42.7221
-408462,0.930225,0.411427,3,7,0,408474,0.0233987,-0.17612,0.0445533,-0.0344245,0.112301,0.746275,2.6183,1.05332,1.67908,-0.916536,-0.522167,-1.28511,45.0673,14.4171,43.1736
-408467,0.923786,0.411427,3,15,0,408471,-0.019192,-0.193012,-0.0278457,0.0411635,0.204709,0.628593,2.75024,1.15369,1.96483,-0.820493,-0.649912,-0.965823,45.1355,14.3629,43.6068
-408463,1,0.411427,4,15,0,408469,0.0308487,-0.178174,-0.115475,-0.140179,0.185508,0.804811,2.79992,1.01769,1.62941,-1.02224,-0.751218,-1.56328,45.0994,14.384,43.3212
-408460,0.91896,0.411427,4,15,0,408466,0.0230874,-0.183317,0.00326212,-0.0128484,0.296531,0.720583,2.6993,1.05035,1.83509,-0.829265,-0.504806,-0.825536,45.068,14.4057,43.2333
-408459,0.988124,0.411427,3,7,0,408463,0.0368623,-0.177265,-0.069316,0.00658126,0.137155,0.727197,2.79834,1.06635,1.69168,-0.995971,-0.573435,-1.30019,45.1181,14.3878,43.2629
-408463,0.773691,0.411427,4,15,0,408468,-0.0147427,-0.192425,0.108141,-0.267348,0.186499,0.757623,2.77114,1.07988,2.08249,-0.671277,-0.441033,-1.13862,45.1101,14.4077,43.3861
-408464,0.89581,0.411427,4,15,0,408469,0.0322441,-0.176337,-0.194477,0.162706,0.220656,0.764011,2.81689,1.04494,1.77754,-0.817004,-0.732856,-1.29246,45.0888,14.398,42.947
-408465,0.964973,0.411427,4,15,0,408471,0.0128202,-0.205443,0.0996927,-0.258362,0.210125,0.644773,2.84334,1.10498,1.51804,-1.07897,-0.951832,-1.31549,45.1334,14.3964,44.4864
-408464,0.930744,0.411427,4,15,0,408476,0.0223656,-0.173783,-0.213396,0.152137,0.256833,0.804436,2.71909,1.04977,1.54569,-1.15925,-0.842163,-1.36239,45.0775,14.381,42.958
-408467,0.874956,0.411427,3,15,0,408471,0.00498954,-0.163463,-0.12877,-0.0174251,0.283336,0.775681,2.49075,1.09931,1.57695,-1.00883,-0.81451,-1.45336,45.1102,14.4284,42.748
-408466,0.965878,0.411427,4,15,0,408474,0.00242855,-0.205788,0.0700939,-0.158135,0.18483,0.690223,2.86849,1.03029,1.38967,-1.07656,-0.924823,-1.3373,45.0859,14.4278,44.4731
-408464,0.889971,0.411427,4,15,0,408470,0.00863594,-0.181674,-0.143476,0.11826,0.325911,0.732161,2.57839,1.08051,1.548,-1.2113,-0.76937,-1.20019,45.1239,14.4221,43.4032
-408465,0.989707,0.411427,4,15,0,408469,0.025784,-0.196895,0.137787,-0.214141,0.252452,0.683832,2.8239,1.00802,1.79202,-0.919973,-0.556668,-0.906808,45.0572,14.4171,44.0235
-408466,0.756987,0.411427,3,15,0,408475,-0.0357548,-0.17818,-0.116846,-0.127269,0.27947,0.707134,2.95806,1.08977,1.52109,-0.905713,-0.805935,-1.44162,45.0781,14.3556,43.2817
-408468,0.932908,0.411427,3,7,0,408474,-0.0480695,-0.174578,-0.241145,-0.114385,0.327733,0.737911,2.8062,1.05999,1.70109,-1.12234,-0.647294,-1.10299,45.0278,14.4064,43.1808
-408467,0.985241,0.411427,4,15,0,408473,0.0896612,-0.195588,0.0963214,-0.10619,0.0949067,0.711294,2.71392,1.08923,1.63103,-0.802163,-0.616918,-1.07016,45.1993,14.4007,43.8373
-408463,0.999183,0.411427,4,15,0,408473,-0.0217968,-0.177845,-0.0315755,-0.0938169,0.192507,0.812503,2.53289,1.05968,1.58146,-1.05422,-0.81972,-1.43973,45.0759,14.3782,43.1831
-408460,0.882849,0.411427,3,15,0,408466,0.0155583,-0.191435,-0.0843814,-0.19877,0.244566,0.688839,2.96357,1.06479,1.72577,-0.967729,-0.672614,-1.12198,45.1224,14.3744,43.8408
-408463,0.892503,0.411427,3,15,0,408466,0.0486647,-0.175877,0.0179338,0.205234,0.150461,0.753159,2.59207,1.06493,1.81086,-0.828216,-0.487209,-1.16427,45.0946,14.3455,42.8616
-408465,0.879749,0.411427,4,15,0,408470,-0.00571697,-0.199046,-0.212992,-0.346246,0.174786,0.670466,2.80742,1.06314,2.01849,-0.557026,-0.419851,-0.91879,45.1245,14.3959,44.0797
-408467,0.738053,0.411427,4,15,0,408475,0.0670624,-0.180479,0.052817,0.129056,0.204791,0.77051,2.59525,1.0808,1.51905,-0.941232,-0.86199,-1.50145,45.0322,14.374,43.0406
-408464,0.995037,0.411427,3,7,0,408473,0.00936482,-0.185555,-0.194427,-0.22889,0.232894,0.728352,2.58479,1.10905,1.47948,-0.95308,-0.838292,-1.30253,45.1668,14.4049,43.7378
-408463,0.995965,0.411427,3,7,0,408469,0.0289114,-0.188597,-0.149062,-0.083552,0.10021,0.720304,2.65563,1.0971,1.80997,-1.03738,-0.60485,-1.4946,45.1595,14.4003,43.7449
-408465,0.948141,0.411427,3,7,0,408471,-0.031307,-0.179189,-0.0405525,0.0311933,0.114619,0.743911,2.6936,1.10031,1.59698,-1.12862,-0.834174,-1.15464,45.0119,14.3944,43.1865
-408463,0.919378,0.411427,3,7,0,408468,-0.0186619,-0.175606,-0.067018,-0.0337056,0.0991861,0.730334,2.70395,1.09754,1.5138,-1.06903,-0.756204,-1.36677,45.0095,14.3993,43.197
-408462,0.867175,0.411427,3,15,0,408467,-0.00162902,-0.18622,-0.0368134,-0.0782867,0.0643924,0.755566,2.70376,1.06618,1.71629,-0.843013,-0.556529,-1.233,45.0423,14.3314,43.3804
-408461,1,0.411427,4,15,0,408464,0.0151392,-0.183551,-0.0870576,-0.0592737,0.368704,0.715042,2.76115,1.05975,1.51717,-1.18329,-0.89793,-1.52681,45.1651,14.3626,43.6961
-408461,0.59968,0.411427,4,15,0,408469,0.0294322,-0.188005,0.025225,-0.0905504,0.26935,0.715986,2.92283,1.02991,1.78869,-1.08592,-0.729432,-1.21671,45.0734,14.3898,43.6416
-408462,0.954461,0.411427,3,7,0,408467,0.0296466,-0.191342,-0.00884322,-0.24654,0.161419,0.693478,2.90751,1.05868,1.38187,-0.993681,-0.719361,-1.41387,45.1127,14.3734,44.0168
-408464,0.753865,0.411427,3,7,0,408468,-0.0179024,-0.199241,-0.0977229,-0.24287,0.206294,0.685105,2.90385,1.04805,1.67176,-1.20532,-0.754812,-1.40289,45.0956,14.3928,44.3419
-408466,0.968541,0.411427,4,15,0,408474,0.025718,-0.187566,0.208368,0.056419,0.0725169,0.723455,2.72883,1.05512,1.84668,-0.857207,-0.326626,-0.970005,45.156,14.394,43.3835
-408465,0.970065,0.411427,3,7,0,408471,0.0108031,-0.18493,0.17407,0.0623041,0.13486,0.741206,2.71351,1.05511,1.77314,-0.835765,-0.310012,-0.997761,45.1467,14.3622,43.2151
-408465,0.948767,0.411427,3,7,0,408473,0.0126409,-0.174293,-0.0370131,-0.229038,0.351979,0.717761,2.79065,1.04745,1.78855,-0.907191,-0.909184,-1.09262,45.1391,14.3756,43.3426
-408465,0.563426,0.411427,2,7,0,408477,0.02332,-0.177596,-0.0348635,-0.136913,0.448044,0.717929,2.77553,1.05374,1.81933,-1.05753,-0.501927,-1.06882,45.1194,14.3792,43.2439
-408466,0.869809,0.411427,3,15,0,408473,0.0193605,-0.176267,-0.0382087,-0.0629089,0.240543,0.67121,3.0111,1.0566,1.87186,-0.726719,-0.750795,-1.26676,45.0735,14.3986,43.2117
-408463,1,0.411427,3,7,0,408468,0.0274656,-0.200963,-0.0407137,-0.173759,0.175693,0.742818,2.53403,1.06962,1.84932,-0.935922,-0.704085,-1.05583,45.1437,14.3965,44.041
-408464,0.93614,0.411427,3,7,0,408468,0.0156962,-0.202208,0.00166374,-0.178681,0.205891,0.74913,2.5966,1.07013,1.77173,-0.918744,-0.706954,-1.01257,45.1252,14.4445,43.9825
-408461,0.974412,0.411427,3,7,0,408468,-0.00295818,-0.195524,-0.0526061,-0.173486,0.281315,0.703841,2.6898,1.0352,1.73635,-0.781352,-0.584682,-1.30583,45.0938,14.3951,43.9219
-408465,0.769095,0.411427,4,31,0,408469,0.0395134,-0.186505,-0.231831,0.175592,0.251808,0.715007,2.74377,1.07457,1.64258,-0.929718,-0.735578,-1.57189,45.1058,14.4063,43.45
-408470,0.872419,0.411427,3,7,0,408478,0.00560626,-0.163566,-0.0991099,0.211848,0.0188207,0.716211,2.95504,1.02688,1.32206,-1.12794,-0.857321,-1.37111,45.0542,14.3719,43.0405
-408463,0.956901,0.411427,3,7,0,408475,0.0255088,-0.181616,-0.127792,0.0183606,0.262423,0.772668,2.68361,1.07773,1.43538,-1.30633,-1.09032,-1.70102,45.0536,14.4083,43.4326
-408466,0.520342,0.411427,4,15,0,408474,0.0126358,-0.190613,-0.104355,-0.151907,0.0103872,0.696975,2.79521,1.07298,2.18322,-0.239366,0.116213,-0.68294,45.0447,14.3756,43.23
-408467,0.859256,0.411427,4,15,0,408475,0.0507154,-0.183343,-0.0488511,-0.0561761,0.432784,0.749918,2.62197,1.09977,2.21594,-0.454712,-0.182971,-0.891985,45.1684,14.3971,42.7659
