# stan_version_major = 2
# stan_version_minor = 31
# stan_version_patch = 0
# model = model_6b744330bda_model
# start_datetime = 2023-03-30 08:11:24 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 3
# data
#   file = /tmp/RtmpO6pATb/standata-6b74b805b47.json
# init = 2 (Default)
# random
#   seed = 549394854
# output
#   file = /home/jrun/Conhecimentos-TPACK/chains/model_pca/model_0468bb5407fbaa407fffd48330a4259e-202303300811-3-895f5d.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = /home/jrun/Conhecimentos-TPACK/chains/model_pca/model_0468bb5407fbaa407fffd48330a4259e-profile-202303300811-3-0f71b0.csv
# num_threads = 8 (Default)
# stanc_version = stanc3 v2.31.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,b.1,b.2,b.3,b.4,b.5,b.6,b.7,b.8,b.9,b.10,b.11,b.12,Intercept,sigma,b_Intercept
# Adaptation terminated
# Step size = 0.349562
# Diagonal elements of inverse mass matrix:
# 0.000796668, 6.81477e-05, 0.00872088, 0.0166075, 0.00873108, 0.00142318, 0.0124096, 0.000946993, 0.0452051, 0.0401347, 0.046083, 0.059404, 0.00195798, 1.43328e-05
-408463,0.939202,0.349562,4,15,0,408469,0.0563459,-0.180133,0.0870796,-0.139735,0.17469,0.706026,2.91297,1.02159,1.87155,-0.832948,-0.484956,-0.848615,45.0407,14.4006,43.3115
-408466,0.869968,0.349562,4,15,0,408471,0.00472107,-0.189837,-0.0316437,-0.238806,0.09854,0.679088,2.73355,1.1611,1.8226,-1.11034,-0.770854,-1.4404,45.1051,14.3842,43.7859
-408464,0.976272,0.349562,4,15,0,408471,0.0252459,-0.173495,0.0178846,0.0250542,0.38901,0.785481,2.86271,0.992333,1.82136,-0.735681,-0.62946,-1.15866,45.1062,14.3831,42.8024
-408463,0.981494,0.349562,4,15,0,408470,0.0362851,-0.200512,-0.0209403,-0.164579,0.0480735,0.678585,2.70492,1.10214,2.00742,-0.547006,-0.358326,-1.05372,45.1334,14.3633,43.8674
-408462,0.866321,0.349562,4,15,0,408471,0.0215222,-0.168863,-0.0897622,0.120046,0.341409,0.74397,2.81724,1.04579,1.88947,-0.789146,-0.625861,-0.96785,45.0702,14.4066,42.6305
-408460,0.998712,0.349562,4,15,0,408464,0.0124951,-0.184549,-0.104698,-0.129377,0.120509,0.727376,2.75521,1.03071,1.91658,-0.649751,-0.404175,-1.05704,45.1117,14.3671,43.4615
-408464,0.847426,0.349562,3,7,0,408468,-0.00339579,-0.182465,-0.181916,-0.0610793,0.260167,0.800337,2.65015,1.07155,2.01836,-0.483657,-0.287719,-0.761156,45.1501,14.4029,42.8323
-408464,0.915102,0.349562,4,15,0,408474,0.0346192,-0.18756,0.182167,-0.0703568,0.225136,0.680021,2.90992,1.07095,1.54223,-1.24956,-0.919988,-1.5434,45.057,14.389,43.7589
-408462,0.991809,0.349562,4,15,0,408468,-0.00462529,-0.185643,-0.217645,-0.0885686,0.311615,0.766634,2.66767,1.08889,1.89478,-0.645374,-0.445845,-1.08459,45.1261,14.3951,43.1235
-408465,0.872772,0.349562,4,15,0,408468,0.0448545,-0.196525,0.176176,-0.101488,0.166615,0.69517,2.97383,1.041,1.51686,-0.905996,-0.656439,-1.33255,45.0783,14.3843,43.8797
-408466,0.98497,0.349562,4,15,0,408474,0.035122,-0.178527,0.0461177,0.164088,0.323866,0.752539,2.38414,1.0561,1.91847,-0.793704,-0.650547,-1.11783,45.135,14.3964,43.0006
-408461,0.906407,0.349562,3,7,0,408471,0.033433,-0.183686,0.0489497,-0.0463029,0.29462,0.70552,2.69026,1.08952,1.9627,-0.662259,-0.429963,-1.01506,45.0446,14.3653,43.0641
-408465,0.763823,0.349562,4,15,0,408472,0.00536589,-0.178719,-0.126683,-0.16173,0.0954716,0.757763,2.88072,1.03697,2.29461,-0.533547,-0.24847,-0.885968,45.1756,14.3724,43.0597
-408464,0.999992,0.349562,4,15,0,408470,0.0662993,-0.180056,0.0608438,0.0524261,0.271563,0.680778,2.65758,1.09377,1.80957,-1.04423,-0.89213,-1.18423,45.0385,14.3737,43.2965
-408459,0.908814,0.349562,4,15,0,408469,0.0276897,-0.183349,-0.0949692,-0.105593,0.242958,0.766558,2.67499,1.04571,1.77379,-0.838961,-0.683683,-1.20193,45.0495,14.3798,43.2945
-408469,0.832527,0.349562,3,7,0,408473,-0.0325946,-0.181114,0.200001,-0.109776,0.272889,0.683243,2.91519,1.06345,1.96446,-0.738929,-0.346766,-0.856348,45.2009,14.4014,43.2368
-408463,1,0.349562,3,7,0,408472,0.0409082,-0.196965,-0.15645,-0.207554,0.113748,0.753494,2.70988,1.04978,2.00787,-0.632204,-0.224906,-0.912274,45.0895,14.3754,43.6552
-408467,0.904697,0.349562,3,15,0,408472,0.0407115,-0.199468,-0.10497,-0.402799,0.222286,0.665029,2.61622,1.14545,2.19574,-0.700256,-0.394639,-0.844082,45.1273,14.3997,43.9211
-408467,0.930816,0.349562,3,15,0,408474,-0.0254082,-0.180418,0.0794559,0.0340231,0.128055,0.767189,2.91591,0.987636,1.60541,-1.03073,-0.649694,-1.35299,45.0442,14.3241,43.3125
-408468,0.997109,0.349562,4,15,0,408475,0.0494122,-0.186648,-0.178453,-0.172658,0.156109,0.666839,2.55199,1.18353,1.92723,-0.751539,-0.514106,-0.820152,45.1703,14.3917,43.488
-408470,0.867223,0.349562,4,15,0,408479,-0.00500418,-0.188871,0.156366,-0.13393,0.290957,0.723299,2.95269,0.957444,1.51054,-1.07616,-0.863048,-1.72552,45.0768,14.4382,43.9472
-408465,0.650779,0.349562,4,15,0,408479,0.0257831,-0.177666,-0.221162,0.0106425,0.193693,0.71196,2.76337,1.13285,1.59677,-1.17254,-0.919829,-1.31298,45.1127,14.326,43.3259
-408464,0.922467,0.349562,3,7,0,408470,0.0405485,-0.182649,-0.171875,-0.0322615,0.167352,0.691888,2.69081,1.12918,1.48535,-1.13643,-0.911661,-1.56805,45.1324,14.3197,43.6509
-408461,0.990006,0.349562,4,15,0,408467,-0.0203709,-0.187917,0.0575428,-0.134076,0.259703,0.750932,2.84057,1.03637,1.81603,-0.845889,-0.564553,-1.18963,45.0736,14.3432,43.3937
-408470,0.720742,0.349562,3,15,0,408475,-0.0249122,-0.185872,0.0913694,-0.195425,0.36481,0.696688,3.00333,0.961323,1.53111,-0.950763,-0.781616,-1.02912,45.0934,14.4064,43.8436
-408473,0.984347,0.349562,4,15,0,408474,-0.0278882,-0.184609,0.11488,-0.230812,0.352464,0.68729,3.02063,0.95648,1.57927,-0.966589,-0.775291,-0.920128,45.1042,14.4186,43.8766
-408475,0.989868,0.349562,3,7,0,408479,-0.0228601,-0.185584,0.0767034,-0.230888,0.387406,0.689681,3.05706,0.950394,1.48826,-1.01529,-0.806192,-0.93646,45.1295,14.4377,43.9677
-408465,0.964756,0.349562,3,7,0,408481,-0.0190647,-0.190111,0.0539767,-0.159039,0.388137,0.680389,2.88431,1.00765,1.71428,-0.991801,-0.521708,-1.15964,45.0965,14.4005,43.8347
-408461,0.991508,0.349562,3,15,0,408473,0.0311737,-0.192996,0.133481,-0.209347,0.313974,0.68638,2.7797,1.06783,1.81813,-0.905482,-0.766711,-1.22357,45.1133,14.3671,43.8102
-408460,0.990822,0.349562,3,15,0,408463,0.0256007,-0.192833,0.0721597,-0.237238,0.284145,0.696737,2.67416,1.07731,1.80922,-0.887886,-0.614677,-1.02285,45.112,14.4124,43.7825
-408460,0.935324,0.349562,3,7,0,408465,0.0379644,-0.188747,0.0188749,-0.217146,0.245466,0.692249,2.65837,1.08999,1.77887,-0.954414,-0.654303,-1.08038,45.1045,14.4158,43.7199
-408463,0.939245,0.349562,3,7,0,408466,0.0220946,-0.195283,-0.164882,-0.242142,0.254736,0.782025,2.85799,1.02905,1.68553,-1.04145,-0.743363,-1.37358,45.1306,14.3753,43.8979
-408463,0.827674,0.349562,4,15,0,408473,0.0288277,-0.179478,-0.157528,-0.0243976,0.217085,0.672961,2.66702,1.11535,2.00357,-0.783767,-0.379889,-1.05713,45.1516,14.4286,43.2498
-408463,0.776052,0.349562,4,15,0,408470,-0.00328605,-0.182951,0.0255264,-0.0747652,0.135642,0.781464,2.78383,1.00364,1.6998,-0.716964,-0.538781,-0.945552,45.0717,14.4321,43.2403
-408464,0.97934,0.349562,3,15,0,408469,0.0530799,-0.174533,0.111032,-0.0550238,0.214292,0.774438,2.78717,1.04521,1.89423,-0.912034,-0.503499,-0.995486,45.059,14.3536,42.8403
-408465,0.902252,0.349562,3,15,0,408473,0.027366,-0.172538,-0.052231,0.061266,0.166453,0.812252,2.7589,0.989525,1.70564,-0.836522,-0.39358,-1.1816,45.1013,14.4144,42.8649
-408464,1,0.349562,4,15,0,408469,-0.00230544,-0.190883,0.00692818,-0.214139,0.356008,0.657794,2.66883,1.12323,1.37714,-1.29238,-0.967211,-1.58564,45.0888,14.3675,44.0586
-408465,0.75318,0.349562,4,15,0,408472,0.0595745,-0.179678,-0.0662448,-0.174607,0.250983,0.751849,2.72732,1.00495,1.82718,-0.891091,-0.378622,-1.13785,45.1213,14.4333,43.4075
-408465,0.997719,0.349562,4,15,0,408470,-0.0238597,-0.198642,-0.0710161,-0.110465,0.109675,0.74366,2.86415,1.03194,1.84859,-0.69999,-0.574297,-1.03293,45.0994,14.3471,43.7878
-408460,1,0.349562,4,15,0,408468,0.0462525,-0.18562,0.0163397,-0.0723906,0.245437,0.680753,2.81663,1.11047,1.70038,-1.0431,-0.820546,-1.28217,45.1145,14.3574,43.5572
-408461,0.883703,0.349562,3,15,0,408465,0.0326503,-0.19654,-0.0626429,-0.19436,0.182844,0.685685,2.65955,1.079,1.67305,-0.981554,-0.592371,-1.19741,45.1494,14.4277,44.1197
-408464,0.937426,0.349562,4,15,0,408469,0.0181557,-0.182531,-0.0861726,-0.000250537,0.217116,0.744164,2.72472,1.02738,1.75756,-0.728707,-0.571553,-1.07465,44.994,14.4353,43.1868
-408463,0.738405,0.349562,3,7,0,408474,0.0121032,-0.17838,-0.170019,-0.158169,0.15067,0.804222,2.83635,1.03703,1.77773,-0.993356,-0.673018,-1.22183,45.097,14.3513,43.2224
-408462,0.962166,0.349562,4,15,0,408467,-0.00244826,-0.191713,0.0265351,-0.129558,0.19306,0.687255,2.60908,1.07282,1.63757,-1.1895,-0.884612,-1.41103,45.0998,14.4174,44.0591
-408460,0.953906,0.349562,4,23,0,408467,0.0280672,-0.177201,-0.11934,-0.105759,0.225556,0.730058,2.81697,1.0373,2.07054,-0.599648,-0.375774,-0.852178,45.116,14.4112,43.0586
