# stan_version_major = 2
# stan_version_minor = 31
# stan_version_patch = 0
# model = model_6b744330bda_model
# start_datetime = 2023-03-30 08:11:24 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file = /tmp/RtmpO6pATb/standata-6b74b805b47.json
# init = 2 (Default)
# random
#   seed = 549394854
# output
#   file = /home/jrun/Conhecimentos-TPACK/chains/model_pca/model_0468bb5407fbaa407fffd48330a4259e-202303300811-4-895f5d.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = /home/jrun/Conhecimentos-TPACK/chains/model_pca/model_0468bb5407fbaa407fffd48330a4259e-profile-202303300811-4-0f71b0.csv
# num_threads = 8 (Default)
# stanc_version = stanc3 v2.31.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,b.1,b.2,b.3,b.4,b.5,b.6,b.7,b.8,b.9,b.10,b.11,b.12,Intercept,sigma,b_Intercept
# Adaptation terminated
# Step size = 0.32996
# Diagonal elements of inverse mass matrix:
# 0.000799716, 6.84001e-05, 0.00873276, 0.0175333, 0.0109967, 0.00166222, 0.0136157, 0.000955867, 0.0461514, 0.0423908, 0.0502014, 0.057341, 0.00237212, 1.55251e-05
-408465,0.977636,0.32996,4,15,0,408471,0.0200649,-0.19177,-0.0913086,-0.0322742,0.272518,0.692537,2.52317,1.15932,1.81953,-0.868496,-0.724929,-1.49743,45.0963,14.3964,43.5118
-408466,0.960021,0.32996,4,15,0,408470,0.0281128,-0.181084,0.0649679,-0.0761918,0.106342,0.737776,2.91654,0.97517,2.02181,-0.722469,-0.313523,-1.25135,45.0805,14.3876,43.3203
-408467,0.747865,0.32996,4,15,0,408480,0.00956153,-0.175778,-0.0781243,-0.0115013,0.39891,0.782572,2.5508,1.05636,1.32722,-1.13822,-0.884967,-1.19614,45.1928,14.3798,43.2719
-408466,0.946455,0.32996,4,15,0,408475,0.0423922,-0.190711,0.0174572,-0.149217,0.270829,0.657802,2.72863,1.12689,2.34751,-0.488268,-0.366845,-1.0125,45.1429,14.3734,43.3451
-408465,0.981303,0.32996,3,7,0,408469,0.0403426,-0.185427,-0.0611421,-0.12942,0.338555,0.662815,2.60503,1.11293,2.04066,-0.636967,-0.219267,-0.96569,45.1281,14.4212,43.3187
-408466,0.998716,0.32996,4,15,0,408471,0.0120697,-0.194305,-0.126981,-0.140407,0.423839,0.794734,2.63662,1.03946,1.4724,-1.22859,-1.04166,-1.34372,45.1471,14.3554,43.8854
-408462,0.68688,0.32996,3,15,0,408476,0.0275912,-0.18512,0.0166962,-0.0710628,0.332058,0.673881,2.85163,1.09199,1.41081,-1.1574,-1.07843,-1.3783,45.1084,14.4007,43.7265
